CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PVEM_MORENA_PANAL,PT_PVEM_PANAL,PT_MORENA_PANAL,PT_PVEM,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
180417E0100,18,7,0,2,0,9,5,0,4,4,1,2,0,5,3,4,0,2,8,6,2,7,1,1,3,11,1,0,0,0,1,0,7,6,0
180418B0100,18,9,1,7,1,20,4,0,8,10,3,6,1,9,7,8,1,5,10,18,2,12,7,0,6,22,3,4,1,0,4,2,22,0,0
180419B0100,18,9,1,12,1,35,8,0,12,12,2,12,0,12,11,18,1,6,11,30,9,26,6,0,8,26,6,7,0,0,6,2,14,1,0
180420B0100,18,7,0,9,1,18,5,0,4,12,3,3,0,10,6,8,0,4,16,20,9,14,7,0,4,22,6,3,0,0,5,0,13,3,0
180421B0100,18,5,1,11,3,46,12,3,8,13,1,9,0,9,13,10,0,11,15,28,9,23,8,0,13,26,4,6,0,0,5,1,23,5,2
180421C0100,18,5,1,12,3,28,11,0,11,22,0,11,0,12,12,14,0,3,16,27,9,22,7,0,7,36,2,3,0,1,5,3,30,4,0
180421C0200,18,5,1,7,2,34,11,0,15,15,1,14,1,13,17,8,0,7,10,24,14,24,10,0,8,27,10,3,1,0,6,0,15,3,2
180422B0100,18,9,2,17,3,46,18,0,8,17,3,12,0,18,16,12,3,3,18,28,16,28,7,0,4,32,8,6,1,0,12,3,20,7,1
180423B0100,18,9,1,16,2,38,11,0,15,11,2,14,2,14,11,10,1,5,13,38,10,22,4,0,4,38,9,10,1,0,3,2,19,3,1
180424B0100,18,9,0,8,1,16,9,0,13,10,4,7,0,4,9,8,1,2,11,22,7,23,3,0,8,23,8,1,1,0,5,3,20,4,2
180425B0100,18,9,1,13,1,36,8,0,14,19,0,5,0,11,14,7,2,6,12,35,9,29,8,0,7,29,4,3,0,0,6,2,29,2,1
180426B0100,18,7,0,4,0,7,3,0,7,4,1,3,2,3,2,2,0,2,5,10,3,9,5,0,1,9,3,3,0,0,2,1,5,1,0
180427B0100,18,7,0,15,1,24,5,0,11,12,0,9,4,4,6,12,0,4,11,10,7,20,4,0,6,26,2,5,1,0,5,0,21,2,0
180427C0100,18,7,1,7,4,21,5,0,5,6,0,5,0,7,9,8,0,4,9,22,8,24,6,0,5,22,3,5,0,0,4,0,19,1,0
180428B0100,18,7,0,2,0,7,4,0,1,4,0,2,1,1,3,6,0,3,3,5,2,5,3,0,0,12,3,1,0,0,3,0,7,0,0
180429B0100,18,9,0,14,1,29,12,0,10,14,2,7,1,11,5,7,0,8,7,17,7,23,4,0,7,30,6,3,0,0,8,3,19,3,2
180429C0100,18,9,1,10,1,32,8,0,21,9,2,5,3,9,10,7,0,5,12,30,7,20,9,0,7,21,5,3,0,0,5,2,21,4,1
180430B0100,18,3,1,8,1,24,6,0,11,7,2,11,0,18,12,11,0,6,12,31,10,24,6,0,7,33,7,7,0,0,7,2,25,4,0
180431B0100,18,7,1,8,1,38,10,0,12,10,0,11,1,17,10,13,0,13,18,31,12,23,7,0,8,40,6,3,0,0,6,1,17,3,4
180432B0100,18,3,1,1,0,3,1,0,2,2,0,1,0,4,3,3,0,2,5,7,2,6,2,0,2,7,2,4,0,0,1,0,2,1,0
180433B0100,18,9,0,19,1,34,5,1,9,12,0,7,1,12,13,11,2,5,10,21,7,17,11,0,7,26,8,6,0,0,7,0,19,1,0
180433C0100,18,9,0,11,1,24,13,1,8,8,3,6,2,8,8,14,0,6,18,30,11,26,7,1,8,24,4,4,1,0,8,0,19,7,0
180433C0200,18,9,0,12,1,30,16,0,13,10,1,7,1,13,9,18,1,2,19,25,9,22,7,0,5,23,12,5,1,0,9,0,13,6,1
180435B0100,18,6,0,6,0,32,5,0,10,7,3,9,0,8,8,9,0,2,11,15,7,24,14,0,7,31,3,4,0,0,5,0,17,2,0
180435C0100,18,6,0,11,1,28,5,1,7,12,1,7,2,13,2,6,1,6,14,30,8,21,5,0,11,17,6,3,0,0,2,2,11,5,1
180436B0100,18,1,1,11,1,26,16,0,11,6,1,3,1,11,10,14,0,5,16,23,10,21,5,0,5,21,8,11,1,0,7,0,24,2,0
180436C0100,18,1,1,13,1,25,13,0,10,16,0,12,0,10,7,9,0,4,14,27,9,21,6,0,8,20,5,7,0,0,4,0,18,3,0
180437B0100,18,1,1,12,3,35,11,0,8,13,0,11,0,9,7,9,0,4,20,26,10,23,5,1,12,26,8,7,0,0,7,2,22,5,3
180437C0100,18,1,1,14,1,24,12,0,13,11,2,5,1,13,6,9,0,9,9,40,11,35,5,1,11,27,11,3,0,0,9,2,16,8,2
180437C0200,18,1,1,13,1,23,7,0,16,4,1,9,2,9,9,6,0,7,15,28,11,24,8,0,6,31,5,4,0,0,6,0,23,5,0
180438B0100,18,1,1,10,2,22,9,0,5,11,1,2,0,5,9,10,0,6,14,16,10,20,10,0,5,21,4,6,0,0,7,0,20,3,0
180438C0100,18,1,1,15,2,22,9,0,10,15,0,6,0,5,11,1,0,7,15,18,12,10,5,0,6,21,5,3,1,0,1,0,16,2,1
180439B0100,18,1,0,7,2,24,3,0,10,10,1,4,0,9,5,6,2,2,10,12,7,22,4,1,4,22,6,6,0,0,5,2,13,4,0
180440B0100,18,1,1,13,1,27,9,0,11,10,2,12,1,11,5,4,0,3,8,22,3,21,7,0,6,24,6,2,0,0,4,1,10,5,0
180441B0100,18,6,0,9,1,24,16,0,9,19,2,9,0,8,7,9,2,6,14,27,12,37,7,0,6,23,6,5,0,0,5,3,14,3,1
180441C0100,18,6,0,13,0,27,7,0,11,6,0,14,0,14,7,8,2,8,15,26,4,13,2,0,5,31,3,7,0,0,7,2,20,6,1
180442B0100,18,6,1,10,2,35,20,0,11,21,2,9,1,11,14,11,2,5,9,32,15,29,8,0,6,43,5,8,0,0,10,1,20,5,1
180442C0100,18,6,2,13,0,41,13,1,15,13,1,17,1,15,9,5,0,7,22,30,13,39,3,0,9,22,7,8,0,0,4,4,20,1,2
180443B0100,18,1,2,14,4,23,8,0,13,13,0,12,0,12,9,8,2,10,20,18,11,20,5,1,6,44,9,7,0,0,9,2,21,0,2
180444B0100,18,1,1,6,1,18,4,0,9,8,0,4,1,4,7,7,0,4,10,18,10,11,2,0,2,23,4,3,0,0,2,0,10,2,0
180445B0100,18,1,0,1,0,15,4,0,7,7,0,3,1,9,4,4,0,3,10,15,5,7,2,0,7,10,5,0,0,0,5,0,5,3,0
180446B0100,18,1,1,13,0,19,7,0,5,6,2,7,0,9,6,7,0,2,10,18,12,18,4,0,12,20,4,3,1,0,7,2,19,5,1
180447B0100,18,1,0,18,3,33,10,0,13,14,1,12,1,14,18,10,0,3,15,24,16,27,4,0,11,38,7,12,0,0,8,3,26,2,3
180448B0100,18,1,0,13,1,39,13,0,5,12,0,10,3,15,14,12,0,3,15,28,13,28,5,0,6,26,6,6,1,0,4,0,30,0,1
180449B0100,18,1,0,12,0,11,5,0,3,10,0,3,0,5,4,4,0,1,5,15,6,5,1,0,4,8,4,2,0,0,2,0,4,0,1
180450B0100,18,1,1,11,0,20,10,0,6,14,2,12,0,12,11,6,0,8,16,20,4,25,4,0,6,30,7,6,0,0,2,6,16,2,0
180451B0100,18,6,1,9,0,18,5,0,9,4,0,10,2,16,12,10,1,3,14,25,6,19,9,0,3,27,10,12,0,0,5,0,22,2,1
180451C0100,18,6,1,17,1,27,6,0,11,7,1,10,0,11,5,10,1,5,12,20,15,15,8,0,6,31,7,8,0,0,6,3,29,2,0
180452B0100,18,1,0,12,0,21,9,0,2,9,0,5,0,8,7,8,1,3,6,20,2,10,4,0,7,12,3,2,0,0,3,1,12,1,1
180452S0100,18,1,3,26,3,63,24,0,21,23,4,22,0,23,23,18,1,12,28,45,18,63,13,0,23,49,15,12,1,0,19,2,44,7,2
180453B0100,18,1,0,2,1,14,5,0,7,4,0,5,0,5,4,5,1,6,6,9,1,13,2,0,2,3,1,2,0,0,1,2,9,0,1
180454B0100,18,1,0,4,0,17,4,0,3,6,2,3,0,1,4,4,1,2,2,12,1,6,1,0,3,5,1,2,0,0,2,0,8,2,1
180455B0100,18,1,2,9,0,26,8,0,9,9,0,9,0,9,5,9,0,8,7,22,3,12,7,1,2,22,5,6,0,0,0,1,11,7,0
180456B0100,18,6,0,14,1,26,7,0,10,11,1,7,0,11,2,7,0,6,13,19,5,15,4,0,3,17,4,7,0,0,1,3,9,2,0
180457B0100,18,6,0,7,1,28,8,0,5,6,0,6,0,9,4,6,1,1,14,15,6,18,6,0,7,26,5,5,0,0,5,1,11,4,1
180457C0100,18,6,0,13,0,26,14,0,11,13,1,6,0,2,13,14,1,5,14,26,7,17,3,0,5,17,5,2,1,0,6,0,11,0,0
180458B0100,18,8,0,9,0,23,7,0,8,8,0,7,0,10,9,4,0,2,12,21,8,17,6,0,5,25,2,7,0,0,5,2,15,2,0
180458C0100,18,8,0,7,1,17,4,0,10,6,1,10,1,7,6,8,0,3,4,23,5,14,2,0,6,27,5,1,0,0,6,1,9,2,0
180459B0100,18,8,0,15,0,27,7,0,13,13,1,11,0,12,9,8,1,3,8,31,4,21,7,1,5,22,5,4,0,0,11,5,22,3,2
180459C0100,18,8,0,12,1,39,8,0,13,13,3,12,0,14,12,5,1,6,9,18,6,23,5,0,7,39,5,7,0,0,5,0,18,5,0
180460B0100,18,6,1,13,3,18,8,1,8,15,1,12,1,13,6,8,1,6,9,26,6,18,10,0,5,23,2,4,0,0,5,2,14,1,1
180460C0100,18,6,0,7,1,26,8,0,5,12,1,1,0,16,13,11,2,8,15,14,6,13,4,0,4,21,3,6,0,0,2,3,19,3,1
180461B0100,18,8,1,14,0,18,9,0,9,11,1,13,0,11,11,16,2,6,10,23,12,12,6,0,6,22,8,8,0,0,6,1,17,4,1
180462B0100,18,6,0,2,2,6,3,0,5,2,0,2,0,1,3,3,0,1,2,10,1,2,2,0,2,7,1,0,0,0,3,1,6,1,1
180463B0100,18,8,1,6,0,35,14,0,12,15,2,10,1,13,12,9,0,7,12,28,10,34,12,0,8,36,4,8,0,0,10,3,23,6,0
180464B0100,18,6,0,8,1,27,5,0,9,8,0,10,1,3,8,5,0,9,9,18,4,19,4,0,7,15,8,1,0,0,6,1,13,2,0
180465B0100,18,6,1,9,0,20,10,0,7,8,0,3,0,10,5,5,1,2,10,7,5,24,5,0,6,25,2,4,1,0,3,0,10,2,0
180465C0100,18,6,2,11,1,17,5,0,11,4,1,5,0,6,5,10,2,5,4,17,2,17,4,0,5,13,2,2,0,0,2,1,12,2,0
180466B0100,18,8,0,9,0,36,15,0,17,17,1,7,0,9,7,13,1,5,11,28,9,17,8,0,7,17,10,8,0,0,8,3,17,7,2
180467B0100,18,6,1,6,0,11,7,0,8,5,0,3,0,7,3,5,0,1,5,19,7,15,2,0,7,17,2,7,0,0,3,1,6,1,2
180468B0100,18,6,0,15,1,26,9,1,11,11,3,9,0,15,13,11,2,4,13,16,8,13,12,0,8,17,4,6,0,0,5,1,15,1,0
180469B0100,18,8,1,13,1,27,8,0,15,17,2,10,0,6,10,10,0,6,13,19,9,27,5,0,10,31,7,6,0,0,1,2,23,0,0
180470B0100,18,6,2,11,1,36,4,0,6,9,1,5,1,4,8,13,0,10,6,23,3,24,4,0,4,21,2,5,0,0,4,3,10,3,0
180470C0100,18,6,1,5,1,17,8,1,9,8,1,8,1,7,10,6,0,9,13,22,9,31,7,1,6,11,8,4,0,0,3,1,18,1,0
180471B0100,18,8,1,8,1,30,9,0,12,12,2,6,0,12,10,11,2,5,15,30,6,28,5,2,4,25,4,5,0,0,6,0,14,1,2
180472B0100,18,8,0,20,2,34,12,0,10,14,2,12,2,16,14,13,0,10,20,30,13,27,4,0,8,43,7,12,1,0,7,7,15,4,1
180473B0100,18,6,1,12,2,35,14,0,6,10,0,5,0,16,14,8,1,5,12,28,13,23,7,0,4,37,7,1,0,0,6,1,11,4,0
180474B0100,18,8,1,4,0,15,5,0,14,5,0,3,1,8,9,9,1,1,13,20,7,16,3,0,3,17,7,5,0,0,6,1,21,0,0
180474C0100,18,8,2,13,0,27,7,0,8,4,0,3,0,9,2,9,1,2,9,21,5,13,6,0,5,23,4,7,0,0,3,0,12,1,0
180475B0100,18,6,0,10,2,24,7,1,9,7,0,9,1,8,14,8,0,5,13,25,6,26,4,0,3,25,7,8,0,0,5,0,12,4,2
180476B0100,18,6,0,5,2,26,8,0,4,9,1,9,0,9,15,7,0,2,4,20,8,19,5,0,4,18,3,3,0,0,6,3,25,3,0
180477B0100,18,6,1,7,0,23,9,0,5,3,1,8,1,9,4,8,0,7,8,7,8,19,7,0,2,15,4,6,0,0,2,2,11,1,0
180478B0100,18,6,1,15,1,23,11,1,13,14,1,11,0,7,7,7,0,2,12,15,9,11,8,0,6,29,6,6,1,0,4,2,16,2,4
180480B0100,18,6,0,2,0,7,6,0,2,3,0,0,0,4,2,6,0,1,0,7,2,5,5,0,1,12,1,2,0,0,2,1,3,2,0
180480E0100,18,6,0,4,0,7,6,0,6,6,1,3,1,7,8,5,0,6,3,13,4,14,4,0,4,16,2,2,0,0,5,0,6,1,2
180480E0200,18,6,0,0,1,3,1,0,1,5,0,1,0,1,2,1,1,1,2,4,0,5,2,0,1,7,3,1,0,0,2,1,1,1,0
180481B0100,18,6,0,5,2,14,6,0,4,5,0,1,0,3,3,5,0,0,8,8,1,12,4,0,5,10,3,2,0,0,3,1,4,0,1
180482B0100,18,6,0,9,1,28,10,0,12,14,2,6,1,9,9,11,0,10,7,23,11,31,10,0,5,26,8,2,0,0,5,0,13,2,1
180482C0100,18,6,1,10,0,27,10,1,11,5,2,9,0,13,10,18,1,9,9,29,9,24,2,0,6,18,3,5,1,0,10,3,15,1,0
180483B0100,18,6,0,12,2,24,11,2,16,15,2,11,0,16,10,7,0,5,14,19,10,26,7,0,8,33,10,10,0,0,6,0,16,5,0
180483C0100,18,6,0,8,1,35,6,0,13,11,4,10,1,8,8,14,0,3,13,27,8,24,9,0,3,30,7,13,0,0,7,0,26,4,0
180484B0100,18,6,1,10,0,24,10,1,9,9,1,4,1,11,5,12,1,7,9,20,8,23,11,0,2,24,5,7,1,0,3,1,15,2,0
180484C0100,18,6,0,18,1,20,9,0,6,11,2,5,2,5,2,10,1,6,13,26,8,16,5,0,3,33,5,6,0,0,5,1,13,1,3
180485B0100,18,6,0,5,2,17,6,0,9,12,1,8,2,7,5,10,1,5,11,22,4,10,7,0,5,18,4,5,0,0,10,2,10,3,0
180485C0100,18,6,0,6,1,16,13,1,2,8,1,6,1,6,6,3,0,7,13,16,9,20,6,0,6,20,4,2,0,0,2,1,15,2,2
180486B0100,18,6,1,5,1,22,9,0,5,6,0,10,1,3,5,5,0,4,11,22,3,18,3,0,6,15,2,1,0,0,4,1,15,2,1
180487B0100,18,6,1,7,1,22,5,0,10,8,0,5,3,8,3,5,0,0,11,18,6,14,2,0,10,15,4,8,0,0,2,0,11,4,2
180487C0100,18,6,1,7,3,17,1,0,10,6,0,3,1,8,1,7,0,5,12,21,9,8,3,0,4,20,8,3,0,0,6,1,9,0,0
180487E0100,18,6,1,8,0,14,10,2,2,6,3,5,1,8,9,5,1,4,7,13,7,11,2,1,1,15,4,3,0,0,3,0,14,3,0
180488B0100,18,8,2,17,2,36,11,0,10,24,0,12,2,14,8,14,1,8,21,32,14,29,7,0,15,45,12,8,2,0,9,2,18,5,6
180489B0100,18,6,1,9,1,25,8,0,7,5,0,5,1,9,10,6,0,4,13,17,4,14,3,3,7,22,5,7,0,0,2,0,12,1,0
180489C0100,18,6,1,4,1,20,6,0,5,12,1,10,0,8,8,6,0,1,5,26,6,13,8,1,7,26,5,2,0,0,3,0,16,3,0
180490B0100,18,6,2,12,1,26,15,0,13,13,1,10,2,10,10,7,1,8,13,40,10,18,7,0,6,35,7,7,1,0,8,2,23,4,2
180491B0100,18,6,0,15,0,16,7,0,11,11,1,5,1,19,9,13,2,7,10,20,7,26,9,0,5,28,3,3,1,0,7,1,18,1,4
180492B0100,18,6,0,8,0,12,2,0,6,5,1,5,0,7,1,6,0,2,5,21,4,14,4,0,0,24,6,5,0,0,4,0,6,1,1
180493B0100,18,6,0,7,1,20,9,0,5,10,3,7,1,7,7,11,1,7,10,22,8,22,7,1,8,18,6,3,0,0,7,1,13,3,1
180493C0100,18,6,0,9,0,17,4,0,9,13,1,10,0,8,10,8,0,3,11,24,6,23,4,0,5,26,7,4,0,0,11,1,17,0,2
180494B0100,18,1,3,11,0,18,11,0,5,10,1,6,1,10,5,10,0,3,9,27,12,14,7,0,5,17,7,2,1,0,2,0,21,4,0
180495B0100,18,6,0,7,2,29,12,0,13,16,3,8,0,14,10,6,2,6,15,22,7,30,5,0,8,31,11,7,0,0,7,0,25,2,0
180496B0100,18,6,1,9,4,28,8,0,11,12,1,10,1,10,8,14,0,12,7,15,9,27,7,0,6,20,6,5,0,0,8,2,18,3,1
180497B0100,18,8,1,14,0,19,8,0,7,7,1,3,1,12,6,13,0,7,9,21,9,13,5,0,10,27,3,7,1,0,4,4,16,3,1
180497C0100,18,8,1,16,1,30,4,0,4,6,1,5,1,1,10,11,0,1,7,28,6,23,3,0,8,21,5,8,1,0,6,1,15,3,2
180498B0100,18,8,0,5,1,20,9,0,8,9,0,6,1,9,5,11,0,4,8,20,5,11,3,0,3,28,4,4,1,0,1,1,12,3,0
180498C0100,18,8,0,8,2,22,7,0,4,15,1,4,1,7,8,5,0,3,12,22,11,13,2,1,2,16,7,4,0,0,2,2,9,3,2
180499B0100,18,6,0,4,0,15,3,0,5,8,1,3,0,6,8,8,1,4,10,15,7,12,4,0,6,14,5,5,0,0,5,3,5,0,0
180500B0100,18,6,0,4,0,30,6,1,6,8,0,6,0,8,10,13,0,5,6,14,3,17,6,0,3,16,2,2,1,0,4,2,17,2,0
180501B0100,18,6,1,12,2,28,11,0,11,8,0,14,0,9,4,14,1,7,9,24,11,21,4,0,9,23,7,10,1,0,7,0,16,1,0
180502B0100,18,6,1,11,2,20,3,0,8,7,0,4,0,10,6,6,0,7,12,12,8,16,4,1,6,18,8,2,0,0,6,1,15,3,0
180502C0100,18,6,1,7,1,11,5,0,10,11,0,8,0,10,8,9,0,4,14,20,13,18,3,1,4,15,6,2,0,0,0,0,11,5,2
180503B0100,18,1,1,6,1,26,16,1,11,10,2,10,2,9,7,7,0,5,15,27,5,24,5,1,9,35,5,6,0,0,4,3,23,3,0
180503C0100,18,1,1,15,0,38,13,0,16,10,0,4,0,13,17,9,0,10,10,25,12,19,7,0,8,23,6,9,0,0,8,1,21,4,0
180504B0100,18,1,1,5,2,18,8,0,11,7,3,4,1,8,11,8,0,2,8,16,11,16,5,0,7,28,3,3,0,0,3,1,14,1,1
180504C0100,18,1,2,7,1,24,6,0,9,10,2,4,1,11,6,4,1,5,6,19,5,15,2,1,8,20,5,6,0,0,1,0,8,0,1
180505B0100,18,6,0,7,0,21,9,0,9,11,2,9,1,7,12,10,0,5,15,12,7,19,10,0,8,19,6,5,0,0,11,2,20,4,0
180505C0100,18,6,0,8,3,25,6,0,12,15,0,8,0,6,6,10,0,5,19,17,13,25,7,1,6,20,4,5,0,0,3,4,18,2,0
180506B0100,18,6,3,14,0,16,2,0,3,7,1,8,0,8,4,7,1,9,11,22,8,13,5,0,6,22,6,6,1,0,7,2,10,2,0
180507B0100,18,8,0,9,1,17,8,0,3,10,0,11,0,15,6,9,1,5,6,20,10,26,3,1,7,19,2,2,0,0,5,1,11,4,1
180507C0100,18,8,1,9,0,17,5,0,8,8,1,6,0,7,4,8,0,4,8,14,7,17,3,1,3,17,7,6,1,0,3,2,18,2,2
180508B0100,18,6,1,15,0,31,14,0,14,20,1,12,0,12,8,6,1,10,13,34,12,28,12,0,5,33,9,5,0,0,4,0,17,3,1
180508C0100,18,6,0,9,0,24,13,1,8,9,0,10,1,13,9,4,1,9,12,33,6,34,9,0,7,31,7,9,1,0,4,0,21,1,1
180509B0100,18,6,1,9,0,28,10,0,10,8,0,8,1,5,5,8,0,3,6,18,6,17,7,0,4,13,4,7,0,0,9,2,9,3,1
180510B0100,18,6,0,5,1,13,7,1,4,8,0,7,1,8,4,7,0,5,10,18,7,11,5,0,4,15,2,5,0,0,5,2,10,5,0
180511B0100,18,6,0,9,1,33,7,0,10,14,2,6,1,7,5,9,1,8,12,22,11,21,5,0,9,23,11,7,0,0,10,4,17,6,0
180511C0100,18,6,0,13,1,29,16,1,7,13,3,10,0,10,4,9,1,6,11,27,12,22,5,0,3,28,9,1,1,0,1,3,18,4,0
180512B0100,18,6,0,10,0,18,7,0,7,12,2,5,1,9,3,3,0,10,12,19,7,18,5,0,7,27,3,4,1,0,3,1,16,1,3
180512C0100,18,6,1,4,2,22,12,0,17,13,0,11,0,8,5,9,0,6,8,19,7,19,7,0,4,16,1,6,0,0,7,1,17,1,0
180513B0100,18,1,0,12,0,38,11,0,13,15,2,7,1,14,15,12,1,10,15,29,6,19,4,0,8,24,6,5,0,0,10,2,12,1,1
180514B0100,18,6,0,6,0,9,4,1,1,6,1,3,0,3,7,5,0,4,5,10,2,5,4,1,6,15,2,2,0,0,1,1,14,0,1
180515B0100,18,6,1,9,2,23,9,0,4,8,1,6,0,4,6,8,3,2,11,21,9,15,3,0,9,20,2,5,0,0,8,3,9,2,3
180516B0100,18,8,0,11,2,32,16,0,12,11,2,13,0,8,8,16,0,8,16,25,7,27,8,0,7,28,8,6,1,0,4,1,16,5,3
180517B0100,18,6,1,6,2,29,6,0,15,7,4,9,1,9,9,13,1,5,18,19,5,17,4,0,7,16,6,9,0,0,7,0,9,1,2
180518B0100,18,6,0,4,0,5,5,0,3,2,0,4,0,4,3,1,0,2,2,7,6,7,0,0,2,9,0,1,0,0,2,2,4,0,0
180519B0100,18,6,1,7,0,30,10,0,5,7,1,3,0,6,10,6,2,3,14,22,8,15,5,0,5,20,6,4,0,0,3,1,19,5,1
180520B0100,18,6,0,14,0,34,8,0,11,3,1,12,2,13,10,9,0,9,21,21,9,32,5,0,7,38,3,7,0,0,10,2,18,7,1
180521B0100,18,8,0,9,0,29,9,0,6,7,2,13,0,6,10,12,0,4,12,24,9,25,7,0,6,24,10,5,0,0,5,0,18,2,1
180522B0100,18,1,1,10,1,46,17,0,16,16,3,14,2,11,6,17,0,8,25,28,10,31,11,0,8,38,10,7,1,0,8,2,30,2,2
180523B0100,18,6,3,9,0,28,5,0,9,11,1,6,0,11,5,7,0,6,6,18,5,19,5,0,1,22,2,1,0,1,9,0,15,7,0
180523C0100,18,6,0,7,1,26,7,0,5,10,6,6,0,6,12,8,0,3,19,22,12,20,3,1,5,23,4,2,1,0,2,1,22,3,0
180524B0100,18,6,0,16,2,37,11,0,16,13,2,6,1,12,11,15,0,10,19,27,14,24,4,0,6,42,9,2,0,0,6,3,17,4,3
180525B0100,18,1,1,8,3,24,7,0,12,11,0,6,0,12,8,8,0,4,9,18,5,12,2,0,8,19,6,1,0,0,3,4,19,2,1
180526B0100,18,1,0,10,0,23,9,0,11,12,0,9,1,9,11,7,0,6,10,23,9,18,5,0,3,26,5,2,0,0,3,3,18,2,1
180526C0100,18,1,1,10,1,21,5,1,6,3,2,10,1,9,7,8,0,5,13,24,4,17,3,0,7,25,9,2,1,0,2,1,7,3,0
180527B0100,18,1,1,11,1,28,17,1,10,11,2,7,0,17,12,8,1,12,12,33,12,25,2,0,12,32,6,8,1,0,8,1,23,3,0
180528B0100,18,6,2,14,1,21,15,2,13,7,0,7,0,9,7,8,0,7,10,18,11,20,5,0,7,22,5,8,0,0,9,0,18,2,1
180528C0100,18,6,0,8,0,13,12,0,9,10,0,6,0,11,6,16,0,5,13,30,6,19,7,0,5,37,10,7,0,0,5,4,17,2,0
180529B0100,18,1,0,10,0,24,8,0,8,11,4,9,0,7,5,10,0,5,9,17,7,14,5,0,6,20,4,3,0,0,4,1,13,5,0
180530B0100,18,1,2,10,0,32,7,0,14,13,0,8,1,5,5,7,0,1,15,17,5,23,4,1,7,22,5,8,0,0,3,4,16,6,2
180531B0100,18,6,0,11,0,34,4,0,5,10,0,6,0,7,8,8,0,7,11,24,4,10,1,0,6,23,3,5,2,0,8,2,13,2,0
180531C0100,18,6,2,14,1,21,9,0,9,10,0,9,0,7,11,7,0,4,8,17,7,23,4,1,9,31,1,7,0,0,4,1,18,1,0
180532B0100,18,8,2,13,1,27,15,0,7,14,1,10,1,10,11,13,3,6,17,29,7,21,4,0,9,23,4,7,0,0,9,2,22,1,1
180532C0100,18,8,0,9,0,25,9,1,14,15,0,7,1,8,6,8,0,9,12,36,8,24,8,0,7,29,5,9,1,0,9,0,18,4,3
180533B0100,18,6,1,3,0,12,2,0,1,2,0,2,1,2,0,3,0,0,3,5,0,5,2,0,3,5,1,1,0,0,1,0,1,0,0
180534B0100,18,6,0,6,1,31,9,0,8,14,0,6,1,11,3,6,0,4,9,14,6,25,2,0,5,35,4,3,0,0,8,0,16,1,1
180535B0100,18,6,1,8,2,23,11,0,8,7,1,6,0,9,9,5,2,8,11,29,2,16,6,0,8,27,11,4,0,0,2,0,15,5,1
180536B0100,18,6,1,8,3,23,7,0,5,6,0,9,0,6,8,8,0,4,13,20,9,20,6,0,3,25,3,5,0,0,8,2,14,5,0
180537B0100,18,6,0,7,1,29,10,0,17,8,0,5,1,10,15,7,1,6,15,34,7,31,8,0,7,31,9,5,0,0,6,1,29,7,1
180538B0100,18,6,0,7,4,22,9,0,11,12,1,8,0,19,9,14,0,6,20,26,11,26,2,0,7,29,6,6,1,0,6,1,20,2,0
180539B0100,18,6,3,12,1,30,11,0,19,9,0,13,2,12,10,12,0,6,21,37,6,19,6,0,6,32,6,9,0,0,8,0,31,7,1
180540B0100,18,6,1,6,2,27,6,1,8,12,1,8,0,5,6,9,1,4,8,14,7,14,4,0,5,14,4,4,0,0,3,0,4,1,1
180540C0100,18,6,1,10,1,12,5,0,15,11,1,5,1,9,5,5,0,2,11,17,3,17,6,1,7,20,4,8,0,0,8,2,8,1,0
180541B0100,18,6,0,8,2,16,12,0,11,4,1,8,0,6,13,10,0,2,11,23,4,24,3,0,5,29,5,6,0,0,7,3,9,4,1
180541C0100,18,6,0,8,0,32,3,0,8,7,1,6,1,4,4,9,1,2,13,19,3,22,7,0,7,19,5,1,0,0,6,2,13,2,2
180542B0100,18,6,1,11,1,27,11,0,8,11,2,5,1,14,9,10,1,7,4,34,7,20,4,1,2,35,2,5,0,0,5,1,16,1,1
180542C0100,18,6,0,10,1,27,10,0,11,16,3,8,1,14,6,15,0,4,11,21,7,16,5,0,5,22,5,2,0,0,5,1,25,4,3
180543B0100,18,8,0,14,1,26,9,1,13,20,0,10,0,10,10,17,0,8,9,34,11,23,9,0,7,26,5,2,0,0,7,2,17,3,3
180543C0100,18,8,0,18,1,24,16,0,7,9,1,8,0,11,8,10,2,10,13,35,10,26,8,0,9,20,5,7,0,0,5,1,21,6,0
180544B0100,18,6,0,13,1,23,7,0,10,8,0,9,2,10,7,6,0,5,11,24,4,17,3,0,6,25,6,1,0,0,4,0,11,5,2
180545B0100,18,6,1,11,0,24,6,0,13,12,2,6,0,10,7,6,2,7,12,19,6,28,8,0,7,25,8,9,0,0,3,0,14,1,2
180545C0100,18,6,2,11,2,33,7,0,13,7,2,8,0,9,4,12,1,6,11,21,10,18,6,0,5,31,8,6,0,0,8,2,23,2,0
180546B0100,18,6,0,12,1,25,7,0,5,7,1,5,0,9,6,13,1,9,8,21,5,16,4,0,4,17,8,4,0,0,6,0,16,0,1
