CLAVE_CASILLA,ID_ESTADO,estrato,PT,MORENA,PT_MORENA,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM,MC,PES,RSP,FPM,CNR,NULOS
160150B0100,16,11,10,13,16,17,14,9,6,17,17,20,8,24,5,28,17,14,5
160150C0100,16,11,7,10,19,19,28,7,8,13,9,10,9,20,9,18,18,21,8
160151B0100,16,23,21,14,17,23,24,6,8,21,21,21,3,30,11,27,28,24,12
160151C0100,16,23,11,11,37,24,21,10,6,23,19,23,8,24,10,32,23,14,11
160151C0200,16,23,20,17,24,24,27,14,8,30,19,23,16,19,11,22,35,16,11
160152B0100,16,23,12,12,25,20,26,9,7,30,17,25,11,24,12,31,28,27,9
160153B0100,16,11,9,11,23,31,30,13,4,28,10,24,6,17,8,26,18,22,8
160153C0100,16,11,12,8,31,27,21,8,6,24,15,28,10,18,10,26,23,30,7
160153C0200,16,11,7,16,14,26,19,13,7,23,17,22,10,26,9,26,21,21,8
160154B0100,16,23,12,11,27,27,27,10,8,30,16,27,8,20,11,33,22,25,7
160154C0100,16,23,15,19,24,22,39,13,7,21,18,35,12,25,5,32,22,16,7
160154C0200,16,23,15,11,21,17,22,17,10,27,18,30,8,14,13,22,20,35,6
160154C0300,16,23,7,11,27,25,26,10,4,19,23,25,12,18,11,33,29,25,9
160155B0100,16,11,15,8,23,16,24,20,5,19,18,19,7,19,14,36,16,26,10
160155C0100,16,11,9,11,20,25,17,6,10,19,23,21,10,18,10,30,18,26,10
160155C0200,16,11,5,9,26,33,26,3,12,14,13,29,10,22,7,35,17,27,4
160156B0100,16,23,14,20,38,32,28,13,9,24,25,30,14,29,10,33,30,26,7
160156C0100,16,23,9,14,37,22,22,11,4,36,26,19,19,30,15,34,19,20,10
160156C0200,16,23,13,29,41,27,31,7,9,24,28,32,10,17,11,39,22,40,17
160156C0300,16,23,12,18,33,33,19,16,15,21,14,41,14,35,7,43,30,23,8
160157B0100,16,11,9,11,15,18,24,9,10,19,12,21,9,24,8,22,21,21,9
160157C0100,16,11,12,16,19,21,19,6,9,19,18,17,4,16,9,29,26,19,5
160157C0200,16,11,10,15,24,28,25,4,8,17,16,17,13,14,9,22,20,23,10
160158B0100,16,23,8,18,29,25,25,10,4,15,18,25,7,25,11,34,16,24,12
160158C0100,16,23,11,11,22,23,24,8,12,11,23,27,13,25,12,18,32,29,7
160159B0100,16,23,12,16,28,29,37,8,8,28,28,23,15,27,7,24,29,27,4
160159C0100,16,23,12,18,18,20,27,10,8,24,27,21,12,32,21,27,27,34,12
160159C0200,16,23,11,7,34,24,20,11,9,27,17,31,9,20,16,41,18,26,8
160160B0100,16,11,5,19,23,21,22,5,9,27,13,28,5,24,7,21,29,23,4
160160C0100,16,11,13,14,20,23,13,11,6,27,10,29,7,19,9,35,22,26,9
160160C0200,16,11,11,10,27,23,35,13,10,15,15,25,5,19,7,29,31,20,6
160161B0100,16,23,15,13,18,26,25,9,10,19,17,25,9,23,8,37,29,17,6
160161C0100,16,23,10,12,24,26,32,11,6,12,16,29,14,25,6,24,34,31,11
160161C0200,16,23,11,14,27,24,32,14,11,17,18,22,9,24,13,34,24,14,9
160162B0100,16,11,5,13,11,8,18,2,3,12,6,19,2,17,5,21,15,14,3
160163B0100,16,11,14,13,25,19,21,5,8,21,16,24,10,12,6,18,22,17,4
160163C0100,16,11,6,6,18,28,24,7,9,20,20,23,10,14,5,21,18,20,8
160164B0100,16,23,18,13,25,23,19,11,8,18,19,26,9,18,9,22,26,32,8
160165B0100,16,11,10,7,21,10,19,4,6,9,17,21,8,17,5,18,17,18,4
160165C0100,16,11,9,8,17,16,21,3,9,20,13,12,8,20,6,14,10,11,3
160166B0100,16,23,13,15,27,30,26,9,10,23,13,19,7,39,16,27,17,22,9
160166C0100,16,23,12,16,31,33,22,11,7,24,19,27,14,22,8,30,27,24,10
160167B0100,16,11,5,8,17,21,19,3,3,14,10,16,3,19,5,21,12,16,6
160168B0100,16,11,7,9,17,19,17,5,2,14,10,16,3,15,12,22,12,20,6
160169B0100,16,11,3,3,8,3,15,7,3,9,13,12,8,18,9,17,8,10,5
160170B0100,16,13,14,21,24,26,24,10,4,24,20,27,14,27,7,24,22,27,13
160170C0100,16,13,7,17,27,33,21,12,9,30,20,31,11,24,8,31,22,33,6
160170C0200,16,13,14,13,26,28,25,12,8,22,24,26,8,25,9,28,29,21,10
160170C0300,16,13,12,13,29,27,22,11,10,17,30,23,8,22,6,34,28,21,12
160171B0100,16,1,11,11,15,17,23,5,9,14,15,23,14,16,10,21,18,18,7
160171C0100,16,1,16,17,15,20,26,7,6,9,18,16,11,16,7,20,23,23,7
160171C0200,16,1,14,6,28,29,25,8,5,14,19,21,10,18,9,27,18,19,9
160172B0100,16,1,13,12,26,24,26,10,11,30,17,22,10,16,7,15,26,22,5
160172C0100,16,1,13,9,16,17,20,7,8,18,19,22,14,21,11,31,18,17,9
160172C0200,16,1,17,6,19,26,26,10,8,15,16,31,8,17,6,25,14,12,8
160173B0100,16,13,9,14,31,35,21,9,12,20,21,35,7,31,7,27,21,23,14
160173C0100,16,13,5,10,34,25,28,9,14,23,18,23,10,23,7,39,32,25,6
160173C0200,16,13,10,17,27,21,22,8,6,25,20,26,11,23,10,26,25,21,9
160174B0100,16,1,11,13,33,24,20,10,9,24,17,19,5,22,9,23,20,25,5
160174C0100,16,1,16,12,21,18,27,9,3,22,6,25,9,14,9,30,21,15,3
160174C0200,16,1,13,8,27,20,24,10,6,15,13,20,7,22,4,21,15,28,8
160175B0100,16,1,12,3,10,19,15,9,5,19,14,11,11,11,5,20,21,21,5
160175E0100,16,1,1,4,8,10,11,1,1,6,8,6,2,8,0,5,3,11,2
160176B0100,16,13,6,8,30,31,24,12,13,19,23,19,6,21,13,35,29,15,14
160176C0100,16,13,13,9,40,26,28,11,4,25,25,27,18,17,9,34,26,19,12
160176E0100,16,1,7,6,24,16,18,2,4,13,12,22,7,18,7,16,13,15,1
160176E0200,16,1,4,3,8,3,7,0,0,6,5,9,5,7,2,5,3,10,4
160177B0100,16,1,3,3,11,5,11,1,3,7,2,10,4,15,0,9,7,7,3
160177E0100,16,1,1,1,6,6,3,1,0,4,3,8,0,5,1,5,5,3,2
160177E0200,16,1,3,6,7,10,13,3,6,10,6,14,3,8,8,7,8,9,3
160178B0100,16,13,4,15,24,28,21,8,9,18,16,29,7,23,11,25,29,21,8
160178E0100,16,1,3,4,6,3,8,1,0,5,6,4,0,5,1,5,8,1,3
160179B0100,16,1,5,7,13,15,8,3,3,11,10,11,6,12,5,15,18,8,2
160180B0100,16,1,8,7,13,14,7,6,3,12,7,10,9,14,6,24,14,11,6
160180E0100,16,1,4,7,18,12,13,6,4,16,13,10,5,15,6,15,12,12,4
160181B0100,16,1,10,11,24,28,15,10,7,15,15,27,10,18,7,21,12,22,5
160181C0100,16,1,8,11,31,17,17,4,5,19,14,18,7,19,7,26,20,19,5
160181C0200,16,1,14,12,15,26,21,10,11,26,12,20,5,19,6,27,15,22,7
160181E0100,16,1,3,1,6,9,8,2,4,3,4,8,1,6,3,6,1,6,0
160182B0100,16,1,6,5,7,6,13,4,3,6,11,7,3,7,2,9,13,9,2
160183B0100,16,1,2,2,1,6,4,0,1,5,4,3,3,3,0,6,4,2,0
160184B0100,16,4,8,8,26,12,20,6,9,13,7,21,8,17,2,21,17,21,3
160184C0100,16,4,10,9,26,28,26,6,4,18,9,19,8,17,6,27,22,16,9
160185B0100,16,4,9,14,18,29,15,4,8,22,19,15,9,15,7,22,27,30,4
160185C0100,16,4,8,8,22,34,18,9,4,17,23,26,11,27,4,23,31,27,5
160185C0200,16,4,10,7,19,17,18,11,12,21,11,29,9,23,3,17,21,25,10
160186B0100,16,16,10,9,36,29,34,10,9,19,19,29,9,23,8,29,29,25,9
160187B0100,16,16,15,14,32,34,35,7,10,36,18,28,11,29,9,31,30,13,11
160188B0100,16,16,10,18,21,25,26,14,10,28,15,36,13,28,13,21,20,25,5
160188C0100,16,16,4,18,22,24,23,15,9,22,15,31,8,27,7,34,21,30,10
160189B0100,16,4,12,6,21,18,30,9,10,20,15,19,8,18,9,18,16,18,7
160189C0100,16,4,13,6,19,16,24,11,7,18,14,24,6,15,5,24,16,18,9
160190B0100,16,24,15,14,35,36,36,10,8,24,19,27,13,27,16,32,28,26,10
160190C0100,16,24,14,15,29,28,30,5,3,28,19,29,13,20,10,29,39,27,14
160190C0200,16,24,19,23,28,43,25,9,11,31,20,32,13,22,6,24,27,26,8
160190C0300,16,24,14,18,40,27,22,9,3,25,16,35,12,26,7,22,15,24,14
160191B0100,16,24,9,15,30,24,23,11,8,24,16,19,8,32,9,29,24,17,5
160191C0100,16,24,8,11,28,29,26,10,4,29,20,22,12,27,8,28,18,27,8
160191C0200,16,24,10,14,34,40,32,10,10,24,25,24,14,24,12,34,22,23,12
160191C0300,16,24,12,10,27,21,20,9,11,32,18,24,13,22,7,26,28,30,8
160191C0400,16,24,16,22,22,19,26,12,17,31,22,28,8,18,9,28,22,26,6
160191C0500,16,24,7,17,25,29,22,11,7,19,13,22,7,34,10,30,31,25,12
160192B0100,16,12,12,7,23,22,13,5,7,22,16,31,13,19,6,15,25,28,9
160192C0100,16,12,12,12,23,28,32,12,8,17,16,18,8,17,6,22,17,23,10
160193B0100,16,12,11,6,18,21,13,6,6,15,14,18,9,17,6,25,17,15,5
160193C0100,16,12,6,10,18,17,13,11,9,16,14,19,4,15,10,14,17,20,3
160194B0100,16,12,5,8,22,24,23,10,7,17,13,24,5,16,8,18,18,20,5
160195B0100,16,24,11,15,25,31,26,8,4,23,21,26,9,26,11,22,31,20,5
160196B0100,16,12,2,1,5,4,3,1,0,3,3,8,1,3,2,4,5,2,2
160197B0100,16,12,7,8,14,18,14,8,10,15,18,15,8,9,3,22,22,22,5
160198B0100,16,12,9,16,17,22,30,7,10,16,12,19,4,20,5,21,23,16,4
160198C0100,16,12,18,11,27,20,12,10,5,16,25,13,7,18,9,21,14,23,8
160198C0200,16,12,11,9,25,16,21,8,6,15,10,17,9,18,8,21,18,22,7
160199B0100,16,12,4,14,27,19,24,4,5,17,14,26,9,13,10,22,23,22,7
160199C0100,16,12,8,10,21,21,23,10,7,20,15,23,7,22,9,25,19,21,7
160199C0200,16,12,8,13,27,28,13,10,3,19,15,21,10,18,8,20,17,27,6
160200B0100,16,24,14,13,26,24,23,10,8,28,19,27,10,22,4,29,24,25,18
160200C0100,16,24,20,8,25,32,23,10,12,28,18,27,12,30,9,35,23,26,5
160200C0200,16,24,13,13,36,27,35,11,6,24,19,19,12,14,7,32,24,18,13
160201B0100,16,24,11,13,27,26,26,10,8,27,19,25,11,28,10,22,21,28,6
160201C0100,16,24,14,19,21,32,26,14,8,26,17,27,12,31,8,23,26,30,9
160201C0200,16,24,10,7,32,27,21,10,12,27,19,24,13,26,15,25,28,17,11
160202B0100,16,24,8,13,31,26,29,14,6,34,21,25,8,24,11,34,21,28,9
160202C0100,16,24,8,15,27,33,44,11,3,13,15,20,9,23,11,36,26,32,4
160202C0200,16,24,10,9,23,27,33,19,7,27,22,22,9,14,13,34,20,29,4
160203B0100,16,12,12,9,26,21,20,6,13,23,14,21,5,19,5,25,22,21,6
160203C0100,16,12,15,14,34,26,20,5,10,19,13,16,6,17,4,28,28,19,11
160203C0200,16,12,16,11,25,31,35,5,7,21,22,26,7,21,7,20,21,27,2
160204B0100,16,12,14,10,27,23,26,13,9,22,21,31,6,14,11,19,22,26,4
160204C0100,16,12,6,13,26,14,40,9,6,28,12,25,9,14,12,17,21,31,7
160204C0200,16,12,11,8,28,19,20,9,7,20,13,26,5,25,9,21,31,22,6
160205B0100,16,12,10,8,19,23,10,11,7,25,24,23,5,18,19,35,22,27,9
160205C0100,16,12,8,19,22,22,30,9,5,22,24,15,8,26,5,26,19,18,10
160205C0200,16,12,11,14,28,21,18,10,8,17,13,27,8,23,5,25,12,20,9
160206B0100,16,12,7,13,12,17,11,8,6,13,9,15,11,9,12,10,21,10,5
160206C0100,16,12,12,6,11,16,16,2,4,19,8,17,7,13,6,20,24,14,4
160207B0100,16,12,9,10,21,21,19,5,3,22,19,16,7,10,8,14,18,14,4
160207C0100,16,12,15,11,14,21,14,2,7,10,7,17,6,10,10,23,10,22,7
160208B0100,16,12,9,14,24,21,22,6,7,12,24,27,6,27,10,19,27,19,6
160208C0100,16,12,15,10,25,24,18,12,8,21,19,24,9,18,9,32,24,13,7
160208C0200,16,12,10,8,30,23,21,10,10,17,16,19,11,15,8,17,34,19,9
160209B0100,16,12,16,9,20,17,34,8,8,28,12,26,5,23,11,20,20,20,8
160209C0100,16,12,13,11,20,20,32,3,5,26,12,29,15,19,5,25,19,26,11
160209C0200,16,12,14,19,21,28,14,9,13,32,10,26,9,20,8,28,24,24,3
160209C0300,16,12,12,12,25,24,23,4,8,22,21,27,9,14,6,26,22,19,7
160210B0100,16,12,6,17,26,27,23,9,4,19,11,19,3,25,8,20,23,22,8
160211B0100,16,12,5,13,17,11,9,5,5,17,12,22,6,15,5,23,18,12,6
160211C0100,16,12,9,6,9,12,16,5,1,18,10,20,10,13,6,16,12,12,3
160212B0100,16,12,4,10,12,19,11,6,8,16,10,9,10,10,3,29,18,17,7
160213B0100,16,15,11,19,24,22,21,11,11,26,22,19,8,26,11,27,25,26,6
160213C0100,16,15,12,18,20,20,27,10,5,19,19,22,4,24,12,30,22,28,5
160213C0200,16,15,8,10,27,19,26,10,11,16,16,28,6,28,12,33,19,35,8
160213C0300,16,15,16,16,17,24,25,8,8,16,15,31,10,24,6,24,27,20,9
160213C0400,16,15,7,16,21,27,31,15,3,19,19,26,16,17,7,24,24,19,14
160214B0100,16,3,12,17,23,13,17,8,5,21,21,23,9,25,7,30,18,11,7
160215B0100,16,3,3,4,10,5,8,5,8,6,2,7,2,6,2,6,7,2,5
160216B0100,16,3,3,3,12,5,10,3,1,2,8,5,1,2,0,4,9,4,1
160217B0100,16,15,15,14,33,27,22,9,8,25,28,34,11,34,7,42,24,27,14
160218B0100,16,3,3,4,5,8,6,2,2,8,3,7,3,10,0,9,4,4,2
160219B0100,16,3,18,4,14,26,21,12,10,29,16,31,10,21,5,30,28,19,6
160219C0100,16,3,13,10,29,32,14,14,7,21,23,21,9,23,11,30,29,15,9
160220B0100,16,3,10,7,22,19,19,8,1,9,5,15,8,9,11,26,15,15,3
160221B0100,16,3,9,8,19,14,23,4,2,18,10,21,5,18,7,16,14,15,7
160222B0100,16,3,11,9,11,9,12,6,6,11,7,5,1,4,6,8,6,12,6
160223B0100,16,3,10,4,12,15,12,7,6,16,10,14,7,13,3,16,9,15,5
160224B0100,16,3,9,6,14,11,15,2,2,14,4,12,6,5,4,15,13,9,3
160225B0100,16,12,8,7,23,20,22,8,9,20,12,18,12,19,17,25,25,18,5
160225C0100,16,12,8,13,22,25,23,6,6,15,15,21,8,14,8,19,24,19,3
160225C0200,16,12,8,15,13,13,18,10,12,11,17,22,8,27,6,24,21,22,5
160226B0100,16,24,22,10,28,30,29,11,13,19,18,32,12,31,9,26,33,28,9
160226C0100,16,24,21,20,32,23,27,9,12,29,16,23,4,35,7,30,28,27,11
160226C0200,16,24,18,21,35,26,38,16,10,25,15,35,11,16,11,38,46,27,7
160227B0100,16,12,5,4,6,6,16,3,5,11,11,12,4,12,6,13,14,11,4
160228B0100,16,24,13,11,25,20,35,12,13,24,22,38,12,33,13,33,25,33,7
160229B0100,16,12,11,16,29,17,19,10,6,24,12,23,12,21,1,23,31,24,8
160229C0100,16,12,4,11,42,25,24,11,9,16,20,20,6,23,6,28,20,17,8
160229C0200,16,12,16,15,27,31,24,7,7,17,18,27,10,22,13,23,22,18,13
160230B0100,16,12,3,2,10,3,5,3,5,7,4,12,3,6,3,8,12,9,3
160231B0100,16,12,10,9,14,23,13,5,7,10,7,13,3,16,5,15,15,15,7
160231C0100,16,12,9,6,18,17,21,7,2,11,11,20,7,11,5,20,20,15,4
160232B0100,16,24,13,17,19,25,30,11,6,28,27,22,11,18,8,32,25,33,9
160232C0100,16,24,14,13,29,20,18,14,15,24,15,30,7,22,10,31,26,20,10
160233B0100,16,12,13,9,18,22,30,7,6,24,16,16,13,20,7,18,16,16,5
160233C0100,16,12,12,7,11,24,19,8,5,22,19,20,9,14,11,22,18,22,5
160234B0100,16,24,14,12,31,31,36,11,9,32,19,26,9,27,11,31,35,22,8
160235B0100,16,12,20,7,25,26,17,14,8,16,15,21,3,20,7,23,23,26,5
160236B0100,16,12,3,5,10,8,8,2,2,4,8,11,3,8,3,6,6,6,1
160237B0100,16,24,16,22,30,40,26,8,12,22,25,26,7,21,8,40,24,31,11
160237C0100,16,24,20,15,33,33,24,9,12,31,21,38,12,23,12,26,29,36,11
160237C0200,16,24,11,12,32,31,33,10,5,35,20,19,11,28,11,31,26,42,15
160237C0300,16,24,18,17,28,42,36,15,12,23,15,30,10,28,8,25,27,27,11
160238B0100,16,24,12,17,29,35,20,17,12,27,21,31,7,20,12,39,28,31,9
160238C0100,16,24,12,18,30,28,20,13,7,30,16,23,14,27,12,29,27,42,8
160239B0100,16,12,14,9,19,31,22,4,11,26,14,30,11,17,10,28,17,17,9
160239C0100,16,12,18,11,22,29,25,9,7,15,15,22,8,19,16,32,27,28,8
160240B0100,16,24,16,16,17,38,34,9,4,25,21,25,13,20,10,36,24,33,8
160240C0100,16,24,6,12,32,29,34,16,11,19,19,23,14,26,16,30,22,25,10
160240C0200,16,24,10,21,21,26,26,18,8,20,19,21,10,18,14,29,39,30,14
160240S0100,16,12,29,18,49,53,46,21,15,37,46,50,15,42,14,54,58,44,20
160241B0100,16,12,7,9,14,17,19,9,6,18,13,20,10,23,5,23,12,10,10
160241C0100,16,12,5,10,37,19,18,10,1,13,16,28,5,15,10,19,14,22,4
160242B0100,16,24,13,16,30,14,25,7,11,24,20,29,11,26,17,34,26,22,10
160242C0100,16,24,13,16,22,25,30,13,7,21,20,20,10,24,15,32,25,17,8
160242C0200,16,24,15,14,28,25,21,10,10,23,22,27,14,24,11,33,33,24,16
160242C0300,16,24,11,16,31,40,16,11,9,22,18,25,9,26,11,27,27,28,11
160242C0400,16,24,15,10,27,25,27,14,13,24,23,14,6,22,15,25,16,26,7
160244B0100,16,12,4,4,7,2,10,1,1,6,4,6,1,3,2,3,3,1,3
160245B0100,16,12,16,11,21,16,21,8,3,19,21,21,5,16,5,30,13,18,12
160246B0100,16,12,12,8,21,24,22,7,1,14,17,18,10,22,9,25,18,32,7
160248B0100,16,12,3,2,4,5,1,3,0,4,5,3,1,9,1,1,2,7,1
160249B0100,16,12,13,9,17,20,14,7,8,13,16,18,4,19,9,23,21,15,6
160250B0100,16,12,3,5,13,14,11,3,4,8,11,5,3,9,3,14,6,11,1
160251B0100,16,12,8,10,18,13,14,5,4,8,10,10,5,8,5,15,17,13,5
160252B0100,16,12,6,4,9,7,7,1,0,8,5,10,3,11,2,11,8,4,4
160254B0100,16,12,3,3,2,6,7,2,2,2,6,9,1,8,1,10,5,7,1
160255B0100,16,12,3,4,8,5,8,7,4,4,4,11,5,5,0,12,8,8,3
160256B0100,16,12,7,5,15,19,19,6,7,14,15,15,10,22,7,29,18,21,7
160257B0100,16,7,5,6,14,14,12,6,6,13,9,16,7,16,9,20,14,14,4
160257C0100,16,7,8,7,16,17,15,7,6,13,12,12,5,12,4,23,22,12,9
160258B0100,16,7,9,9,8,17,14,6,3,16,13,18,5,15,5,20,18,16,7
160258C0100,16,7,9,7,16,21,12,6,5,15,12,15,2,14,6,27,15,13,8
160259B0100,16,19,10,18,23,23,25,9,5,26,17,26,13,22,8,29,27,21,7
160259C0100,16,19,6,15,24,20,20,9,2,16,26,31,10,27,9,42,19,23,13
160260B0100,16,7,9,8,24,30,25,8,4,20,11,24,5,22,14,20,19,19,4
160260C0100,16,7,7,13,29,17,31,9,6,22,10,29,11,23,6,25,21,25,2
160261B0100,16,7,11,14,23,17,14,4,5,19,21,16,7,17,9,20,21,20,5
160262B0100,16,7,15,8,19,26,17,11,6,23,18,22,2,16,12,36,12,26,8
160262C0100,16,7,4,21,29,23,26,7,7,10,14,27,9,20,6,17,23,28,7
160263B0100,16,19,13,20,33,31,23,14,6,21,15,36,4,22,7,27,25,28,9
160264B0100,16,19,10,14,24,31,19,14,10,23,14,20,9,15,7,25,21,21,11
160265B0100,16,7,8,12,9,20,7,10,3,12,19,15,9,12,7,20,11,8,5
160265E0100,16,7,3,3,10,4,10,6,1,7,2,3,1,10,1,6,6,5,1
160266B0100,16,7,5,7,7,4,8,0,2,7,5,5,1,6,4,12,7,7,3
160267B0100,16,7,11,8,19,26,26,7,5,12,18,17,5,21,7,29,23,25,3
160267C0100,16,7,13,10,15,17,20,9,4,19,17,16,12,16,2,26,19,15,7
160268B0100,16,7,9,5,19,25,13,6,7,13,14,21,5,11,3,23,15,18,3
160269B0100,16,7,15,16,20,19,16,7,3,14,9,15,5,27,10,18,14,27,9
160270B0100,16,19,13,15,23,19,21,12,9,18,17,25,9,24,8,25,25,24,8
160271B0100,16,7,11,10,25,19,18,13,6,18,21,32,7,19,13,32,22,20,7
160272B0100,16,7,8,7,21,13,15,3,7,13,9,15,3,21,3,19,16,9,1
160273B0100,16,7,4,5,14,10,13,5,6,11,10,12,5,15,6,20,17,17,7
160273E0100,16,7,1,1,2,5,4,2,4,6,3,3,2,5,1,4,4,4,2
160274B0100,16,7,7,13,12,15,18,7,6,18,10,17,9,17,6,23,9,16,1
160275B0100,16,7,14,13,24,20,19,9,4,16,11,19,12,20,9,29,16,15,6
160276B0100,16,7,5,13,9,8,10,5,2,14,9,6,3,8,7,14,7,11,3
160277B0100,16,7,8,8,21,21,15,8,0,12,10,14,4,7,7,18,16,18,8
160277C0100,16,7,9,13,19,14,14,7,4,11,7,18,8,18,9,17,16,18,8
160278B0100,16,19,14,15,22,35,27,9,11,30,19,27,9,32,17,23,31,24,11
160278C0100,16,19,9,7,34,16,29,21,7,27,22,31,9,17,12,27,24,30,9
160279B0100,16,19,18,21,28,32,40,7,10,30,22,22,11,18,12,29,33,36,6
160280B0100,16,7,7,7,14,18,16,5,5,10,12,16,5,11,4,22,23,21,4
160280C0100,16,7,8,10,17,21,15,9,4,19,9,20,9,16,10,13,12,15,7
160281B0100,16,7,17,13,21,22,23,10,6,24,16,19,9,23,7,24,19,23,7
160282B0100,16,7,10,14,13,8,18,2,4,23,10,17,5,12,3,23,17,13,5
160282C0100,16,7,12,9,11,16,18,9,5,10,10,16,5,23,1,20,23,10,5
160283B0100,16,7,3,4,11,8,7,6,2,6,9,9,5,10,1,11,11,9,1
160284B0100,16,7,13,14,18,20,12,5,4,10,13,16,9,16,7,21,27,16,2
160284E0100,16,7,4,7,10,9,5,3,4,13,6,11,1,9,6,15,10,11,2
160285B0100,16,7,6,12,21,20,21,4,5,13,15,21,5,13,9,15,16,30,4
160286B0100,16,18,14,14,29,26,30,8,10,25,20,26,10,24,15,38,30,27,11
160286C0100,16,18,17,22,24,35,20,12,8,22,19,35,18,26,11,29,35,29,12
160286C0200,16,18,9,14,35,29,33,10,9,28,19,38,16,26,12,30,26,28,11
160287B0100,16,6,10,7,16,14,16,12,5,12,7,18,5,9,6,20,13,13,9
160287C0100,16,6,7,9,22,22,24,5,2,16,10,23,5,12,5,21,13,22,6
160288B0100,16,18,15,22,36,43,34,15,9,18,21,26,5,18,11,20,31,17,6
160288C0100,16,18,16,15,26,34,35,8,5,27,18,26,13,25,9,29,34,31,12
160288C0200,16,18,17,15,29,36,34,8,8,24,20,34,13,17,15,26,33,24,7
160288C0300,16,18,13,21,33,36,26,12,12,26,23,36,8,26,7,27,25,18,13
160288C0400,16,18,8,13,26,35,16,6,11,23,22,24,10,20,8,39,25,28,11
160289B0100,16,6,10,18,17,21,33,9,10,20,24,23,13,15,6,27,17,25,7
160290B0100,16,6,2,5,5,5,3,3,0,2,6,3,0,12,5,6,7,7,1
160290E0100,16,6,8,9,17,15,16,8,6,11,12,17,5,14,5,15,12,21,7
160290E0101,16,6,5,7,17,12,19,2,4,13,12,10,5,11,9,19,20,16,6
160291B0100,16,6,13,9,17,27,15,7,10,15,12,21,9,26,8,20,26,20,8
160291C0100,16,6,10,12,24,27,21,12,4,16,16,22,10,12,5,21,18,15,8
160292B0100,16,18,10,10,17,18,28,13,11,14,16,24,12,19,7,28,16,26,11
160292C0100,16,18,12,10,29,32,16,9,5,18,23,21,14,25,12,26,30,14,4
160292C0200,16,18,12,14,25,22,33,10,7,33,19,32,9,18,6,24,20,23,8
160293B0100,16,18,19,12,17,30,24,5,11,24,16,31,8,25,13,28,21,22,12
160293C0100,16,18,15,13,24,21,26,10,8,30,14,22,10,9,7,32,23,14,5
160293C0200,16,18,13,7,21,23,25,8,6,17,17,26,10,29,7,20,32,19,6
160293C0300,16,18,10,14,29,22,19,7,9,28,16,20,11,23,12,23,27,27,3
160293C0400,16,18,15,11,21,28,23,14,14,28,19,29,13,22,10,22,19,22,6
160294B0100,16,18,15,10,27,29,25,8,9,28,17,32,11,20,8,32,26,21,6
160294C0100,16,18,11,19,31,36,32,10,6,26,22,25,8,18,5,35,25,22,9
160294C0200,16,18,15,10,25,15,27,14,17,20,18,28,8,19,10,34,23,31,10
160294C0300,16,18,17,13,34,28,19,12,10,18,24,29,12,34,6,32,31,27,9
160295B0100,16,18,22,8,23,25,23,7,1,20,14,24,5,23,8,24,30,23,6
160295C0100,16,18,16,14,27,17,28,12,8,18,11,23,7,29,6,17,31,26,11
160295C0200,16,18,10,11,34,26,27,8,9,25,16,24,10,25,3,34,30,28,9
160296B0100,16,18,9,17,31,41,33,13,8,23,18,27,15,27,8,29,36,23,10
160296C0100,16,18,16,14,38,35,21,10,4,34,29,32,17,25,12,34,20,27,9
160297B0100,16,18,17,21,28,28,29,10,9,19,17,31,13,12,8,33,19,29,7
160297C0100,16,18,11,20,26,23,25,12,9,25,12,24,10,20,9,30,29,30,12
160297C0200,16,18,17,13,20,22,26,14,4,19,16,21,8,16,5,38,26,28,12
160297C0300,16,18,11,13,29,22,27,15,9,26,24,33,12,24,8,23,23,25,7
160297C0400,16,18,8,9,27,23,37,7,8,21,14,27,11,21,9,25,22,30,8
160298B0100,16,6,8,14,16,21,22,9,6,20,22,19,6,14,3,18,20,21,5
160298C0100,16,6,13,7,17,25,19,9,4,16,17,18,5,20,4,18,21,14,3
160299B0100,16,2,9,15,20,22,27,6,8,12,12,30,12,19,9,22,18,20,12
160299C0100,16,2,11,11,13,6,23,6,8,22,14,24,4,16,10,20,25,27,5
160300B0100,16,2,10,8,20,13,22,10,6,17,10,15,13,22,8,22,21,22,5
160300C0100,16,2,9,10,21,17,14,12,7,27,15,20,6,16,4,20,24,27,11
160301B0100,16,14,12,18,24,34,32,10,6,25,14,34,10,28,13,31,22,28,8
160301C0100,16,14,17,17,32,27,27,11,17,34,29,25,5,36,10,28,29,41,9
160302B0100,16,14,14,10,33,30,34,7,12,28,14,26,11,23,11,33,24,28,6
160302C0100,16,14,18,18,38,25,27,14,6,25,19,18,14,18,8,27,24,24,13
160303B0100,16,14,13,14,35,26,29,13,11,17,24,25,9,25,10,31,28,25,12
160303C0100,16,14,15,19,33,34,37,5,5,32,17,23,8,19,13,30,31,39,2
160304B0100,16,14,21,11,21,34,26,10,9,23,16,18,6,25,8,27,29,26,2
160304C0100,16,14,14,11,25,20,28,11,12,25,26,24,3,24,7,26,21,28,9
160305B0100,16,4,4,7,21,17,25,10,10,14,14,24,15,14,3,22,14,25,13
160305C0100,16,4,10,12,22,23,22,9,6,20,18,26,7,26,7,13,20,31,11
160306B0100,16,4,4,13,14,9,19,9,2,12,12,17,7,12,4,15,17,16,9
160306C0100,16,4,8,7,11,16,18,6,2,12,7,15,12,17,7,20,13,9,5
