CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PES,RSP,FPM,CNR,NULOS
320137C0100,32,4,2,2,12,28,3,2,3,20,5,4,9,4,21,13,6,14,10,2,44,29,4,6,9,8,75,3,1,0,7,19,11
320137C0200,32,4,1,1,19,25,2,2,0,13,3,2,6,5,23,4,4,11,10,1,33,26,7,5,10,10,83,5,3,0,5,20,11
320137C0300,32,4,3,2,12,31,7,3,1,14,2,1,2,8,20,13,5,9,5,1,35,22,11,6,5,15,91,2,2,0,4,22,16
320137C0400,32,4,2,1,17,28,2,3,2,21,6,2,10,1,23,14,3,15,7,3,40,23,7,5,4,9,83,3,4,0,5,19,10
320138B0100,32,4,2,2,11,22,5,1,1,8,9,0,6,2,23,17,5,6,5,4,37,27,10,3,6,9,79,2,4,0,5,16,13
320139B0100,32,4,2,1,12,30,3,1,2,14,5,2,5,2,11,8,10,6,9,2,28,24,6,5,13,3,91,5,2,0,1,23,15
320139C0100,32,4,1,0,19,17,4,0,3,12,1,2,9,4,20,14,3,8,8,0,40,24,4,3,4,4,90,5,2,0,3,14,15
320139C0200,32,4,3,1,18,19,3,2,1,11,5,2,11,3,24,8,6,14,8,3,45,21,5,4,12,10,74,2,0,0,1,17,9
320139C0300,32,4,2,2,15,23,6,2,3,15,2,5,8,4,22,10,4,9,9,2,41,27,5,2,6,12,86,0,2,0,4,20,14
320140B0100,32,12,3,0,14,18,6,1,2,11,4,0,11,4,13,12,13,10,8,2,43,32,8,4,4,11,83,2,4,0,8,16,17
320140C0100,32,12,1,1,13,12,5,1,0,15,7,3,7,5,18,10,7,15,6,2,33,23,2,5,12,13,76,2,7,0,4,24,12
320140C0200,32,12,2,0,19,21,3,2,2,13,3,1,10,1,20,12,4,11,6,5,35,21,5,9,7,10,73,2,2,0,7,21,19
320140C0300,32,12,0,2,24,22,4,2,0,8,2,2,8,0,35,9,2,8,8,1,45,17,3,5,11,10,76,1,0,0,3,19,11
320140C0400,32,12,0,1,13,25,1,3,2,11,2,0,11,4,24,9,8,12,11,4,41,33,5,4,5,15,84,0,1,0,3,14,16
320140C0500,32,12,1,2,13,24,2,2,1,11,10,4,6,0,27,9,1,17,10,2,38,24,2,1,9,11,65,2,2,0,7,19,10
320140C0600,32,12,2,4,9,23,3,0,1,9,4,0,8,1,22,11,8,4,4,2,37,21,8,3,10,7,87,0,6,0,7,27,14
320140C0700,32,12,3,3,13,27,1,0,2,13,4,0,5,3,20,15,3,16,6,2,34,23,7,3,8,5,92,4,1,0,1,19,12
320140C0800,32,12,3,0,12,27,1,0,1,21,4,0,10,1,23,16,3,11,6,2,30,29,8,4,4,19,81,6,0,0,3,23,9
320141B0100,32,1,1,0,13,18,1,2,3,3,1,2,4,3,14,8,4,6,3,1,21,16,6,5,5,9,69,4,2,0,9,15,10
320141C0100,32,1,2,2,12,16,1,0,4,7,3,2,7,2,13,1,4,2,4,1,20,18,3,2,11,3,56,2,3,0,9,17,10
320142B0100,32,1,0,0,9,15,2,0,1,9,4,1,5,0,15,6,1,2,3,2,30,16,5,1,8,12,47,1,1,0,2,6,8
320142C0100,32,1,2,1,3,14,3,1,1,7,1,2,8,4,16,11,2,9,3,2,25,17,4,1,2,5,56,3,2,0,5,10,7
320143B0100,32,4,3,0,7,24,4,0,2,13,3,2,10,3,23,15,5,11,10,3,26,30,5,7,8,13,82,2,4,0,5,20,18
320144B0100,32,1,0,0,3,18,3,2,2,7,4,1,3,0,9,10,4,9,7,1,19,23,2,4,8,6,50,3,4,0,2,11,6
320144C0100,32,1,3,1,6,15,1,1,1,6,2,2,9,1,15,14,2,6,4,0,32,19,5,1,3,9,58,3,1,0,4,9,11
320145B0100,32,4,2,2,6,18,1,1,2,6,5,3,5,3,18,17,4,6,9,2,27,18,3,0,10,11,69,3,1,0,6,16,5
320146B0100,32,1,1,0,4,14,1,1,0,12,1,2,7,0,13,8,2,8,2,1,24,18,2,4,7,7,64,2,1,0,1,10,8
320146C0100,32,1,1,2,8,14,3,0,0,9,4,1,10,0,13,7,3,5,4,4,26,18,8,0,1,5,70,2,1,0,2,18,7
320147B0100,32,1,1,0,7,21,2,0,0,10,1,0,4,2,11,6,1,5,5,1,21,17,2,4,7,2,54,0,2,0,2,11,3
320147C0100,32,1,3,2,7,11,5,1,2,8,2,2,3,3,12,3,4,4,3,0,25,17,2,4,4,4,54,2,2,0,7,19,9
320148B0100,32,12,1,0,10,20,0,1,1,9,5,1,9,2,14,13,3,10,8,1,36,25,6,5,6,17,77,3,3,0,5,20,12
320148C0100,32,12,2,2,7,20,2,3,3,11,7,3,11,3,26,10,7,10,8,2,32,24,8,5,8,9,81,3,1,0,6,15,11
320148C0200,32,12,0,2,12,19,3,0,0,13,2,2,6,2,16,7,5,11,6,1,41,33,4,3,10,6,87,4,2,0,7,20,10
320148C0300,32,12,2,0,19,14,4,3,4,10,2,1,9,4,22,13,6,12,8,0,36,27,3,2,12,9,58,4,1,0,5,11,14
320148S0100,32,12,1,2,18,35,5,2,4,29,5,4,11,9,46,19,5,23,10,6,56,49,7,4,15,12,124,4,4,0,4,34,24
320149B0100,32,4,1,1,12,25,3,1,0,11,2,2,5,1,19,13,3,14,4,0,28,24,3,2,6,10,65,2,5,0,5,12,12
320149C0100,32,4,2,1,6,20,2,2,4,13,5,1,5,1,17,9,3,14,3,0,36,21,7,1,7,11,69,3,1,0,5,25,14
320150B0100,32,4,1,2,6,14,2,1,1,8,2,1,8,2,19,12,5,6,5,0,24,21,5,2,5,4,50,3,1,0,3,12,5
320150C0100,32,4,0,2,8,19,5,1,0,6,1,1,2,3,13,7,6,11,2,4,19,14,2,1,3,5,61,1,2,0,5,11,10
320151B0100,32,4,2,0,9,24,2,0,2,7,4,0,8,4,18,8,1,8,5,1,30,16,2,2,7,6,55,1,0,0,7,9,14
320151C0100,32,4,1,2,5,19,2,0,3,7,3,0,4,4,23,9,6,8,6,0,19,20,2,0,4,2,59,3,0,0,3,15,14
320152B0100,32,1,0,2,6,13,1,2,1,8,0,2,4,5,7,3,5,8,4,2,29,8,1,4,5,7,47,2,1,0,3,9,8
320152C0100,32,1,0,1,7,9,2,2,2,9,4,1,4,1,7,5,8,6,2,1,21,9,10,1,5,2,45,1,0,0,2,12,10
320153B0100,32,4,0,0,4,14,1,0,2,5,4,0,4,1,8,4,5,2,2,1,16,12,4,2,4,7,38,0,5,0,4,15,9
320154B0100,32,4,2,1,16,12,3,0,1,9,1,2,3,3,17,8,5,9,6,1,24,26,5,3,4,8,51,2,0,0,3,20,13
320154C0100,32,4,1,1,10,16,1,3,1,8,2,2,5,2,14,12,4,10,4,1,30,23,2,1,11,5,65,2,1,0,3,15,8
320154C0200,32,4,2,1,9,15,0,1,1,8,2,0,5,2,10,7,5,6,7,0,23,25,5,3,6,8,68,3,2,0,3,15,17
320155B0100,32,12,2,2,18,15,5,0,2,13,3,2,9,1,17,13,5,14,2,1,30,20,2,3,6,4,95,2,6,0,12,22,7
320155C0100,32,12,1,2,7,21,2,1,3,10,3,1,7,5,23,6,6,5,4,1,34,17,1,0,10,12,83,2,4,0,3,12,10
320155C0200,32,12,3,0,11,25,5,2,2,10,3,0,8,0,15,11,3,10,3,3,33,24,4,2,10,12,71,2,2,0,4,14,10
320155C0300,32,12,0,1,16,21,2,0,3,16,4,1,9,4,20,8,4,10,7,3,32,19,7,1,6,7,60,0,4,0,4,21,16
320156B0100,32,4,3,1,16,22,2,2,7,11,7,2,4,2,21,9,6,10,10,3,36,29,8,5,9,9,85,4,4,0,9,24,11
320156C0100,32,4,3,1,16,20,4,1,1,16,8,3,6,1,18,10,5,5,6,3,42,29,9,6,10,14,92,4,6,0,6,26,13
320156C0200,32,4,1,2,20,24,3,1,3,16,2,2,11,2,17,12,7,15,8,3,29,23,8,3,7,7,95,2,1,0,3,18,16
320157B0100,32,4,2,1,14,21,4,0,3,8,4,1,14,2,17,10,3,13,7,0,41,29,7,4,6,14,73,5,3,0,5,20,8
320157C0100,32,4,3,1,14,19,3,2,1,6,4,1,14,2,17,9,6,8,8,2,49,29,5,2,8,15,95,3,0,0,4,18,17
320157C0200,32,4,4,2,6,16,3,2,4,12,2,0,11,2,19,16,8,15,6,2,44,28,6,2,7,14,73,2,4,0,8,19,17
320158B0100,32,1,1,0,9,11,2,0,2,4,0,0,5,2,17,7,3,5,6,1,22,21,3,0,3,2,42,0,1,0,4,10,3
320159B0100,32,4,1,1,19,11,4,2,3,9,2,1,6,1,14,11,6,8,8,1,20,21,4,4,7,6,67,0,2,0,3,15,13
320160B0100,32,4,0,1,15,10,2,1,2,6,3,0,3,1,8,12,4,6,2,2,17,22,3,1,1,4,32,2,1,0,4,12,8
320161B0100,32,4,0,0,6,13,2,1,3,6,4,2,8,2,21,12,6,7,5,1,33,28,3,0,6,7,65,1,1,0,5,4,10
320162B0100,32,4,1,1,6,16,2,0,2,8,3,1,7,1,8,5,1,5,3,0,23,11,4,1,4,5,47,2,0,0,3,11,7
320162C0100,32,4,0,0,9,7,1,1,0,6,2,2,3,0,21,6,3,3,2,1,20,8,1,0,2,8,58,0,0,0,5,4,9
320163B0100,32,4,3,2,11,23,3,1,2,13,5,3,4,3,28,11,13,8,10,3,36,25,10,3,6,10,84,3,7,0,5,20,12
320163C0100,32,4,0,1,13,14,2,2,5,12,0,5,11,1,22,14,6,9,9,2,38,22,7,8,9,10,80,6,3,0,5,22,9
320163C0200,32,4,2,1,10,28,5,1,4,16,8,1,8,3,20,10,5,8,4,2,25,30,7,3,6,8,79,4,4,0,5,13,17
320163C0300,32,4,1,2,11,15,1,1,2,10,1,4,10,4,21,16,4,8,7,4,39,28,3,4,8,14,73,6,1,0,2,20,5
320163C0400,32,4,2,3,17,31,4,1,1,15,3,1,8,1,30,9,3,8,8,2,32,29,7,4,8,5,82,5,2,0,2,22,6
320164B0100,32,4,0,4,15,20,7,0,3,9,2,0,7,4,23,14,5,9,5,2,29,20,5,3,9,7,58,1,4,0,2,17,12
320164C0100,32,4,3,1,12,18,3,0,1,11,1,6,8,3,15,10,4,8,6,4,25,27,6,4,5,11,64,0,1,0,6,11,5
320165B0100,32,4,1,0,8,18,2,1,1,7,3,3,8,1,16,6,6,9,8,1,27,23,6,4,13,7,71,4,4,0,4,18,10
320166B0100,32,4,1,2,14,23,1,0,1,10,10,1,4,4,15,7,7,9,10,2,38,18,9,3,6,5,73,1,1,0,6,11,9
320167B0100,32,4,2,1,6,21,5,0,3,10,1,6,10,4,16,11,7,9,11,1,31,20,5,8,5,16,77,1,0,0,3,20,14
320168B0100,32,4,1,0,6,13,1,0,0,10,4,2,7,2,12,7,5,11,2,6,21,13,7,2,4,9,74,1,4,0,4,14,6
320169B0100,32,4,1,2,18,27,2,1,2,16,1,3,7,2,20,13,8,11,9,1,35,24,5,3,7,8,82,4,6,0,7,8,8
320170B0100,32,1,1,1,5,14,1,1,0,7,2,2,2,0,14,7,3,7,6,2,22,19,3,1,2,4,33,5,2,0,2,15,5
320170C0100,32,1,0,0,13,10,1,3,0,8,4,0,6,5,12,5,2,7,4,4,14,18,3,0,5,8,43,1,0,0,1,18,10
320171B0100,32,1,0,2,9,14,3,0,2,7,8,1,5,1,18,6,6,9,7,0,23,21,3,5,3,7,62,1,2,0,1,14,15
320171C0100,32,1,1,1,8,18,2,1,4,6,2,1,3,1,10,11,4,10,7,0,33,19,6,4,5,9,66,4,4,0,5,13,7
320172B0100,32,1,2,1,9,11,2,0,1,13,2,2,8,2,9,9,4,11,5,0,12,22,2,2,4,7,52,4,0,0,3,10,7
320173B0100,32,4,1,1,16,26,4,0,2,17,3,1,12,4,30,4,12,9,7,3,31,31,4,4,15,12,88,2,2,0,6,25,10
320174B0100,32,4,1,2,8,13,3,0,0,11,4,0,6,2,30,11,5,4,4,0,33,23,1,1,8,3,72,8,4,0,9,18,12
320175B0100,32,4,0,1,3,22,1,1,0,10,4,1,5,4,19,10,2,10,6,2,22,26,2,5,6,8,58,2,4,0,2,21,14
320176B0100,32,4,1,3,14,12,2,3,1,12,1,3,7,3,13,9,1,8,2,0,20,14,6,4,7,14,57,3,4,0,3,14,6
320177B0100,32,4,1,0,14,20,4,1,1,14,0,2,8,4,24,12,2,11,6,2,40,35,9,3,10,8,81,4,2,0,2,23,21
320178B0100,32,4,0,2,6,10,6,2,2,9,4,0,7,0,27,5,5,11,6,2,24,15,5,1,6,7,50,4,2,0,9,10,1
320179B0100,32,4,2,1,7,23,2,0,1,8,2,2,7,2,19,7,6,5,2,0,19,15,4,3,5,7,64,1,2,0,4,10,8
320180B0100,32,1,3,0,10,13,1,1,1,3,3,2,6,4,16,8,0,5,6,1,19,17,5,3,8,4,55,0,2,0,2,14,11
320180C0100,32,1,0,1,12,17,4,0,1,7,1,3,3,2,15,6,2,7,4,1,17,12,3,1,8,3,51,4,2,0,4,17,11
320181B0100,32,1,1,1,11,14,1,3,3,5,2,1,4,0,11,4,2,7,5,2,14,11,4,0,7,4,50,3,1,0,2,7,5
320181C0100,32,1,0,1,6,19,1,0,0,8,2,0,5,1,7,13,3,6,2,1,12,13,6,1,5,6,39,1,1,0,3,19,8
320182B0100,32,4,0,5,13,25,5,2,3,19,6,1,8,3,22,12,3,11,6,1,28,31,4,3,7,7,96,1,2,0,6,19,15
320183B0100,32,4,0,3,10,17,1,0,3,7,2,1,12,2,11,10,4,8,4,2,16,29,4,1,11,9,57,3,3,0,3,7,15
320183S0100,32,4,4,5,22,38,2,5,1,19,7,2,16,5,38,22,6,16,12,3,60,49,7,3,10,15,140,4,7,0,6,26,27
320184B0100,32,1,2,2,7,7,1,0,0,7,1,2,4,3,5,6,2,6,7,3,17,15,5,3,9,4,46,1,0,0,0,6,8
320185B0100,32,1,3,1,8,9,0,1,0,5,2,4,4,0,15,5,2,9,1,2,16,12,6,2,6,4,43,1,0,0,3,8,8
320186B0100,32,4,0,2,7,20,1,0,1,17,5,2,5,1,20,10,7,9,7,2,21,18,7,3,6,10,68,3,5,0,2,22,10
320187B0100,32,1,0,0,5,10,1,1,1,13,2,1,5,0,16,14,3,8,2,2,14,19,5,2,8,6,42,2,2,0,3,13,5
320188B0100,32,1,2,1,8,12,3,0,2,9,1,0,8,1,21,3,6,7,3,1,11,19,3,1,4,3,44,1,1,0,3,11,8
320189B0100,32,4,1,3,7,15,3,2,1,9,3,3,3,1,16,8,1,6,6,0,25,20,6,4,5,2,56,0,3,0,5,15,6
320189C0100,32,4,1,0,6,12,3,0,0,2,3,4,7,2,14,3,1,5,5,0,17,15,8,1,8,10,59,5,1,0,5,17,11
320189S0100,32,4,2,3,22,44,9,3,2,28,6,1,16,5,36,14,9,16,8,3,57,44,7,5,10,12,142,3,5,0,10,38,28
320190B0100,32,1,4,3,9,21,4,4,1,14,1,2,7,1,19,9,7,12,8,2,35,30,2,4,7,12,76,3,2,0,7,18,18
320190C0100,32,1,2,2,9,27,2,2,3,14,3,1,4,2,20,8,9,9,8,3,28,33,0,3,4,11,78,1,1,0,6,23,11
320190C0200,32,4,1,2,16,21,3,1,0,15,3,3,10,1,20,9,5,8,7,1,36,33,5,2,8,9,84,0,2,0,5,20,13
320191B0100,32,1,4,1,10,13,0,0,0,8,2,2,5,2,8,12,5,7,7,1,13,17,3,2,3,4,46,1,4,0,1,13,9
320191C0100,32,1,1,3,6,16,2,1,3,3,0,1,3,0,16,4,2,5,1,0,23,12,9,0,9,2,57,2,0,0,4,13,7
320192B0100,32,1,0,1,7,23,4,2,0,10,6,4,2,1,19,15,7,13,10,1,31,25,6,3,13,10,96,5,4,0,9,25,16
320193B0100,32,4,3,2,15,22,2,2,3,17,1,4,8,3,19,13,6,12,5,1,39,17,7,4,7,13,78,5,1,0,5,27,14
320193C0100,32,4,0,0,13,18,4,0,3,8,1,0,9,5,21,17,5,8,6,1,29,25,13,5,15,13,87,2,2,0,4,23,12
320194B0100,32,4,3,0,13,25,3,0,2,10,6,0,7,4,23,16,7,10,12,0,31,22,1,2,7,5,97,3,0,0,5,18,17
320194C0100,32,4,1,1,14,21,1,2,0,12,0,1,9,2,26,14,4,12,3,2,42,16,1,6,12,10,81,4,2,0,5,21,20
320194C0200,32,4,1,2,7,17,6,0,1,12,4,1,12,4,19,18,7,13,10,2,32,20,3,4,7,2,81,0,1,0,3,14,16
320194C0300,32,4,1,1,9,20,3,2,1,8,2,0,10,2,22,6,6,9,4,1,44,21,1,1,8,8,93,3,4,0,4,19,9
320194C0400,32,4,1,1,14,28,4,1,3,9,2,3,8,2,22,11,6,2,5,3,38,25,6,8,10,9,90,3,6,0,5,19,13
320194E0100,32,4,1,2,8,17,2,2,3,9,3,2,5,1,14,3,6,6,7,1,38,20,9,3,6,4,67,2,0,0,4,19,17
320194E0101,32,4,1,0,12,20,2,0,2,9,2,2,3,2,18,8,1,13,5,1,35,42,8,7,9,8,60,5,2,0,4,23,16
320194E0102,32,4,3,1,10,12,3,3,1,10,2,1,10,4,23,9,5,9,5,0,36,26,2,2,8,8,64,3,3,0,10,11,9
320194E0103,32,4,2,2,11,16,1,3,3,9,3,2,11,1,20,10,4,8,5,4,23,32,8,3,9,9,82,2,1,0,3,9,10
320194E0200,32,4,1,2,10,13,4,1,2,6,2,1,5,4,13,11,1,4,9,2,31,28,8,3,2,10,62,3,4,0,3,7,15
320194E0201,32,4,0,1,9,19,4,0,3,11,2,1,6,1,12,18,4,7,6,0,26,18,8,3,4,10,64,5,1,0,2,15,10
320194E0202,32,4,0,1,13,15,3,0,3,9,3,0,7,0,17,7,7,6,6,0,30,25,6,5,1,5,65,3,1,0,4,17,7
320195B0100,32,4,2,0,14,13,3,1,0,7,4,1,5,2,21,7,6,5,4,3,14,22,7,2,4,8,68,3,0,0,6,12,9
320195C0100,32,4,1,0,8,15,0,1,0,5,2,0,5,4,23,8,0,11,7,3,33,17,6,1,2,10,53,0,4,0,3,16,7
320196B0100,32,4,3,0,8,13,7,1,0,10,3,3,5,1,20,7,4,9,7,2,25,15,5,4,4,8,65,0,2,0,3,15,8
320196C0100,32,4,2,2,10,14,3,2,1,11,2,2,7,3,16,9,2,5,6,0,32,19,8,5,7,2,67,1,0,0,4,19,15
320197B0100,32,4,1,1,18,13,5,2,0,13,6,3,8,7,21,12,4,12,7,1,38,31,7,2,8,13,73,7,0,0,6,22,19
320198B0100,32,4,1,1,10,13,6,0,0,14,2,1,4,1,24,4,3,9,2,1,21,18,7,6,7,6,79,4,1,0,6,14,9
320199B0100,32,1,0,0,5,11,3,0,0,9,3,1,3,1,19,7,1,6,7,1,23,13,8,4,5,3,46,2,2,0,2,6,8
320200B0100,32,4,1,1,13,15,2,0,1,9,5,2,11,0,20,12,10,8,6,4,33,25,8,3,4,10,82,2,5,0,2,16,16
320201B0100,32,4,0,0,9,15,4,0,0,4,0,1,5,0,9,5,4,3,10,1,24,12,2,1,8,5,52,0,3,0,4,8,11
320202B0100,32,1,0,1,6,14,2,0,0,6,3,1,7,1,15,6,4,3,2,1,21,16,1,3,7,1,46,0,0,0,2,12,4
320203B0100,32,4,1,2,11,21,2,1,0,9,8,2,4,1,20,11,6,9,10,0,37,18,7,1,9,7,68,2,0,0,4,15,9
320204B0100,32,4,5,0,13,19,3,1,2,15,1,3,13,0,27,8,7,6,6,2,26,29,3,0,8,10,74,3,2,0,4,12,14
320205B0100,32,4,0,0,6,15,4,1,2,10,5,1,8,1,21,9,7,10,7,0,32,29,4,1,7,3,64,3,0,0,7,15,11
320206B0100,32,4,2,0,11,19,7,0,1,20,1,4,7,1,15,12,6,7,5,2,31,27,9,3,6,12,76,4,2,0,4,16,9
320207B0100,32,4,4,1,13,26,3,3,1,12,3,1,5,4,25,9,3,12,4,2,33,21,4,3,4,9,69,0,3,0,3,11,10
320208B0100,32,4,0,2,11,22,3,1,1,16,4,0,7,4,14,14,2,10,6,0,34,18,6,3,10,11,76,2,8,0,8,21,5
320209B0100,32,4,1,1,13,21,3,1,2,9,4,1,6,4,22,9,4,12,7,1,40,38,6,6,6,9,68,1,5,0,6,23,14
320210B0100,32,4,1,3,9,26,3,1,2,13,2,3,8,4,24,10,6,14,7,1,36,32,1,3,6,10,74,3,2,0,12,17,6
320210C0100,32,4,2,2,18,26,2,3,2,7,5,0,9,2,16,9,5,10,5,1,39,34,5,6,8,14,87,4,2,0,12,19,11
320210C0200,32,4,2,1,8,26,2,1,0,13,3,1,6,5,24,11,6,8,9,3,44,23,8,3,6,12,92,2,4,0,5,25,18
320210C0300,32,4,1,1,20,28,2,2,2,10,6,4,7,1,22,13,4,12,7,0,28,33,8,2,10,6,85,1,5,0,2,30,14
320210E0100,32,4,2,3,14,18,0,1,1,12,1,1,5,0,15,13,9,8,10,1,27,27,6,2,9,11,93,4,3,0,6,19,15
320210E0101,32,4,2,3,5,20,4,2,5,13,7,2,9,4,17,11,2,11,8,3,32,26,3,3,2,10,81,4,1,0,3,11,11
320211B0100,32,4,3,0,7,13,2,1,0,5,1,0,2,1,9,8,5,7,3,0,23,18,3,4,3,5,61,2,3,0,4,17,12
320211C0100,32,4,3,1,9,15,1,0,0,6,2,2,5,2,9,6,2,7,3,1,18,11,4,2,9,5,55,2,3,0,2,7,7
320212B0100,32,4,1,1,11,23,6,1,2,11,6,2,6,1,27,5,11,9,8,2,33,24,5,3,4,6,78,3,4,0,4,10,15
320212C0100,32,4,2,2,8,17,1,0,2,9,2,1,10,4,18,8,4,5,6,2,32,25,5,7,9,9,86,0,3,0,7,17,9
320212C0200,32,4,2,0,15,22,2,1,1,8,7,3,8,3,26,11,4,8,6,1,32,18,5,1,5,8,67,1,2,0,4,25,12
320212C0300,32,4,0,2,16,17,5,1,2,14,2,1,9,2,10,6,5,7,7,1,40,33,7,5,7,10,57,4,2,0,3,17,22
320213B0100,32,4,2,2,11,15,2,2,1,13,3,1,9,3,22,11,5,13,10,2,28,32,3,3,5,7,94,2,7,0,6,15,9
320213C0100,32,4,0,4,13,17,2,1,2,16,3,1,8,2,20,15,4,11,7,2,39,31,8,5,8,10,72,2,2,0,5,21,16
320213C0200,32,4,3,2,14,35,4,1,2,15,4,1,4,6,20,7,6,10,8,1,31,29,8,6,11,6,79,0,3,0,2,18,25
320213C0300,32,4,1,2,14,26,6,1,2,8,7,2,7,2,19,23,5,8,8,0,44,24,2,8,9,6,77,3,4,0,9,23,14
320213C0400,32,4,1,4,11,30,4,1,3,12,3,5,10,5,25,12,8,6,9,4,34,23,5,1,8,15,81,2,3,0,4,22,17
320214B0100,32,4,2,1,13,18,0,3,2,7,2,2,8,3,21,13,8,12,5,2,24,20,5,2,12,8,79,3,1,0,5,13,10
320215B0100,32,1,1,0,4,21,3,1,0,9,2,1,6,3,18,5,4,11,8,0,24,20,7,3,6,12,51,3,1,0,6,15,11
320216B0100,32,1,0,0,3,16,2,0,1,8,3,1,7,1,10,6,2,7,2,4,23,20,4,0,3,7,54,1,1,0,1,7,11
320216C0100,32,1,1,0,8,11,3,0,0,5,1,1,6,1,9,5,3,7,6,0,22,10,5,2,3,3,49,0,2,0,3,18,6
320217B0100,32,4,0,0,8,9,1,0,0,3,2,3,8,0,21,7,3,6,6,1,22,18,4,2,4,6,48,1,0,0,6,17,9
320218B0100,32,12,0,2,9,14,2,0,3,9,0,2,9,5,22,4,8,5,6,1,27,24,5,3,11,7,54,1,3,0,3,13,6
320219B0100,32,8,1,1,6,8,1,0,1,5,1,1,5,3,10,6,1,5,2,1,15,11,3,2,1,3,38,0,0,0,1,9,4
320220B0100,32,12,1,1,5,11,3,0,1,7,2,1,2,4,19,4,7,6,8,1,31,19,7,1,7,6,66,2,2,0,5,17,9
320221B0100,32,12,1,0,9,17,2,1,0,6,2,0,5,3,12,7,3,9,4,2,22,14,8,1,5,5,45,1,1,0,3,10,5
320222B0100,32,8,0,2,3,9,1,0,1,1,2,0,1,1,8,5,3,2,1,0,12,10,2,0,0,3,22,1,0,0,3,6,3
320223B0100,32,8,0,1,4,8,0,0,1,1,1,1,1,1,7,4,1,3,4,1,9,10,1,0,2,2,20,2,2,0,0,8,4
320224B0100,32,8,1,0,8,7,0,1,0,4,5,4,3,1,9,9,3,2,5,1,17,13,6,2,7,0,32,0,1,0,1,5,12
320225B0100,32,12,2,1,12,15,2,2,1,8,10,0,8,1,28,6,8,8,6,1,37,33,5,10,12,6,83,2,4,0,7,17,8
320226B0100,32,12,1,0,4,6,0,1,1,7,1,0,1,0,7,7,2,5,6,1,22,13,2,0,2,3,59,1,3,0,3,10,6
320227B0100,32,12,1,1,10,23,5,1,3,6,1,2,5,1,17,7,3,8,11,3,23,16,0,2,4,6,55,3,0,0,1,16,8
320228B0100,32,4,0,0,13,21,2,0,2,8,2,3,9,5,16,7,4,7,7,1,31,27,5,4,8,5,53,3,4,0,4,18,12
320228C0100,32,4,2,2,10,19,0,0,3,12,4,0,7,1,28,7,3,11,4,0,19,29,8,5,5,11,63,2,3,0,6,20,12
320228C0200,32,4,1,1,14,12,3,0,4,10,3,2,6,3,24,8,7,8,7,1,31,18,4,1,5,9,61,1,5,0,2,14,15
320229B0100,32,4,2,1,14,19,7,5,1,17,2,2,8,2,19,13,3,12,11,3,32,29,2,5,8,16,81,2,1,0,2,19,17
320229C0100,32,4,1,1,8,22,4,3,3,15,4,1,11,3,28,11,8,10,6,0,35,30,5,3,9,14,93,3,3,0,10,23,12
320230B0100,32,8,1,3,10,24,4,0,0,6,2,1,2,1,13,3,4,4,3,0,21,7,2,0,8,7,36,2,6,0,1,10,6
320230C0100,32,8,3,1,7,15,2,1,0,5,1,2,3,4,15,10,2,2,7,2,19,17,1,0,8,4,37,3,1,0,1,18,9
320231B0100,32,12,0,2,5,12,2,0,1,6,2,1,5,5,11,10,4,4,8,4,13,12,2,3,10,10,51,2,0,0,2,10,8
320231C0100,32,12,0,1,9,15,0,1,1,4,4,1,5,2,12,4,3,4,1,5,25,13,2,2,5,7,56,1,1,0,4,13,13
320232B0100,32,12,0,4,14,17,1,2,0,11,2,3,7,1,12,6,6,7,2,1,22,24,6,2,7,3,67,1,0,0,3,19,7
320232C0100,32,12,2,2,10,25,4,1,1,6,1,2,10,2,12,9,5,5,9,1,35,20,6,1,4,8,52,0,2,0,2,10,12
320233B0100,32,12,1,0,10,28,4,1,2,13,2,2,8,3,14,9,6,9,9,0,28,22,9,1,4,8,75,1,4,0,2,10,9
320234B0100,32,8,1,2,14,15,3,2,1,6,3,0,3,0,12,4,3,4,5,3,16,14,3,7,1,5,47,4,2,0,1,13,8
320235B0100,32,12,0,3,15,22,5,0,0,12,3,1,12,2,19,5,4,8,5,0,28,23,2,6,10,2,58,4,6,0,7,14,12
320236B0100,32,8,0,1,6,9,0,0,0,5,1,0,6,0,8,6,2,5,1,0,15,7,4,3,3,4,31,2,1,0,1,3,4
320237B0100,32,12,2,2,16,19,3,0,1,9,2,1,8,0,13,5,3,11,7,0,32,18,7,5,3,9,59,2,2,0,8,10,7
320238B0100,32,8,1,0,2,5,1,1,1,4,1,0,3,2,6,1,3,6,2,0,11,9,1,2,4,1,17,2,0,0,1,7,0
320239B0100,32,12,2,1,13,29,1,0,1,13,1,0,12,2,10,7,4,7,5,5,31,25,5,3,4,12,78,0,1,0,5,15,14
320240B0100,32,12,2,1,6,15,1,2,1,13,4,4,5,1,13,6,3,7,3,2,36,22,4,1,8,8,64,5,3,0,6,13,11
