CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CI1,CI2,CNR,NULOS
'080173E0100',8,2,15,27,0,0,3,2,35,12,10,2,18,15,4,2,4,1,0,10,19,18
'080174B0100',8,11,19,53,0,1,9,4,53,25,20,9,30,35,16,6,4,3,1,19,22,20
'080175B0100',8,5,7,17,0,0,2,1,24,13,9,4,5,8,7,1,7,0,0,7,8,6
'080176B0100',8,14,23,37,0,2,7,5,52,26,12,5,17,37,17,4,10,2,1,16,15,22
'080177B0100',8,5,10,32,0,3,6,1,40,14,6,9,13,26,6,2,9,2,0,21,13,12
'080178B0100',8,5,17,26,0,1,7,1,36,19,11,9,13,17,13,0,4,1,0,15,16,16
'080179B0100',8,5,15,17,0,0,3,3,25,13,3,4,4,16,2,0,1,1,0,12,8,6
'080180B0100',8,14,23,42,0,1,2,1,53,28,10,11,12,43,13,7,4,3,1,15,25,13
'080181B0100',8,5,11,26,0,0,2,3,22,17,4,6,11,13,7,1,0,1,0,12,14,9
'080182B0100',8,5,9,18,0,0,5,2,29,12,7,5,4,19,6,1,2,2,0,11,7,15
'080182S0100',8,5,45,75,1,3,12,5,113,47,27,11,37,74,28,6,5,11,1,42,39,31
'080183B0100',8,14,27,36,0,2,4,0,43,22,14,3,15,34,15,6,9,4,0,15,18,17
'080184B0100',8,5,20,31,0,2,7,0,43,27,5,6,17,32,16,1,5,1,0,15,13,13
'080185B0100',8,14,17,46,0,1,7,2,65,17,12,7,14,34,17,4,4,4,0,18,15,25
'080185C0100',8,14,15,49,0,0,8,5,49,28,17,9,7,29,5,2,4,5,0,21,20,21
'080186B0100',8,5,14,40,0,0,3,1,38,23,16,8,13,23,13,2,6,1,1,13,21,16
'080186C0100',8,5,19,26,0,0,1,2,28,12,7,7,14,20,10,4,2,2,0,15,13,11
'080187B0100',8,5,13,37,0,2,6,0,37,25,11,6,16,27,7,3,5,1,0,21,20,22
'080188B0100',8,5,9,27,1,0,6,1,42,16,14,6,9,20,10,4,2,2,1,21,14,16
'080189B0100',8,14,27,36,0,2,5,2,58,27,11,15,22,34,12,6,3,3,3,13,26,21
'080190B0100',8,14,27,49,0,1,9,2,63,25,11,12,22,34,17,4,4,4,0,21,21,26
'080191B0100',8,5,17,40,0,0,8,2,50,15,13,3,9,19,14,2,4,2,0,17,24,19
'080191C0100',8,5,17,36,0,0,5,2,44,24,16,10,21,27,13,4,5,3,1,14,16,19
'080191C0200',8,5,22,32,0,0,10,3,40,20,14,5,12,30,14,2,2,0,0,7,26,20
'080192B0100',8,14,23,44,0,4,8,1,50,23,14,10,23,34,14,2,5,1,0,22,23,23
'080192C0100',8,14,14,39,0,1,11,5,63,35,13,6,11,42,14,2,8,3,0,22,20,24
'080192C0200',8,14,22,40,0,1,3,2,68,27,23,7,18,39,15,2,6,3,1,18,20,27
'080192C0300',8,14,23,48,0,2,7,4,53,32,18,12,22,27,18,4,6,3,0,30,22,24
'080192C0400',8,14,21,40,0,5,5,0,62,26,16,7,26,39,13,6,4,4,0,22,25,15
'080192C0500',8,14,22,47,0,2,7,1,58,23,17,10,20,40,10,5,7,3,1,28,27,19
'080192C0600',8,14,24,33,0,0,11,4,62,33,25,11,11,28,13,6,8,4,2,17,21,24
'080193B0100',8,14,21,33,1,2,9,7,48,25,16,12,23,42,15,3,6,4,0,27,24,25
'080194B0100',8,14,16,30,0,2,11,2,45,23,8,9,16,29,7,2,7,2,1,35,24,19
'080194C0100',8,14,22,43,0,4,4,0,39,26,12,3,10,36,19,3,9,3,2,19,21,26
'080195B0100',8,14,12,45,0,0,10,3,63,25,13,5,28,43,13,4,4,4,1,29,23,20
'080196B0100',8,14,20,40,0,3,4,3,43,29,23,9,20,38,15,7,6,3,0,22,23,30
'080196C0100',8,14,23,43,0,1,7,5,40,21,10,4,26,33,18,2,8,3,0,30,32,23
'080197B0100',8,5,26,38,0,2,6,2,33,22,7,10,9,17,16,1,5,0,0,14,21,10
'080197C0100',8,5,24,19,0,1,3,1,43,23,16,6,12,21,8,3,4,1,0,10,15,13
'080199B0100',8,14,15,35,0,0,3,4,45,21,11,10,10,19,14,2,6,2,1,15,28,16
'080199C0100',8,14,18,34,1,0,10,2,42,22,12,2,13,21,12,1,5,2,0,19,22,15
'080199E0100',8,5,18,28,0,2,5,1,35,18,22,11,10,24,11,1,7,0,0,16,11,15
'080200B0100',8,14,16,44,1,0,6,3,43,19,11,6,16,30,16,3,8,1,0,19,14,17
'080200C0100',8,14,19,27,0,2,5,1,47,28,13,7,16,31,13,2,9,2,0,15,18,14
'080201B0100',8,5,20,35,0,1,11,1,57,23,14,3,19,19,10,0,6,2,0,14,19,19
'080201C0100',8,5,17,35,0,2,2,3,47,22,13,5,14,20,16,1,7,1,0,11,15,19
'080202B0100',8,14,23,43,0,3,8,3,51,23,15,8,12,44,18,3,5,2,0,23,26,16
'080202C0100',8,14,24,42,0,2,9,2,39,26,17,11,23,26,9,4,9,2,1,23,18,16
'080202C0200',8,14,19,33,0,1,7,3,51,23,8,7,23,25,14,2,6,5,2,17,30,28
'080202C0300',8,14,24,41,0,1,5,2,51,28,9,14,14,28,14,8,8,5,0,26,22,20
'080202C0400',8,14,24,48,0,0,5,3,51,30,19,7,18,26,13,3,4,2,1,24,20,24
'080203B0100',8,14,23,36,1,2,5,2,48,17,19,8,28,34,20,1,4,1,0,19,22,14
'080203C0100',8,14,28,51,0,1,5,5,45,24,10,8,16,34,12,1,10,3,1,23,25,14
'080203C0200',8,14,18,35,1,1,8,2,46,24,17,10,19,39,9,6,6,3,0,20,26,24
'080203C0300',8,14,21,34,0,1,6,3,58,26,14,12,15,24,13,5,6,1,1,19,23,22
'080203C0400',8,14,17,45,0,1,9,3,50,20,12,7,18,24,13,5,9,0,1,20,18,20
'080204B0100',8,14,28,52,0,2,6,7,57,19,11,11,24,35,10,7,11,3,0,18,19,23
'080204C0100',8,14,22,36,0,1,6,1,63,30,16,8,24,38,13,3,6,2,0,27,29,19
'080204C0200',8,14,17,48,0,1,8,4,36,29,16,10,14,29,15,3,7,6,2,21,22,18
'080205B0100',8,14,25,48,0,1,9,1,64,26,9,4,21,32,15,2,5,1,1,22,20,13
'080205C0100',8,14,17,30,0,0,5,3,51,29,16,15,19,17,17,2,8,1,0,16,16,20
'080205C0200',8,14,17,32,0,0,4,2,41,17,15,8,19,28,12,1,7,0,1,12,21,26
'080206B0100',8,14,25,57,0,3,10,0,59,30,17,18,24,29,16,3,10,2,0,29,25,30
'080206C0100',8,14,30,46,1,2,9,4,69,19,19,7,13,38,23,2,9,2,1,38,28,27
'080207B0100',8,5,10,14,1,1,4,0,22,10,4,1,4,20,7,1,5,1,0,15,12,15
'080208B0100',8,5,4,17,0,2,0,3,20,13,3,7,8,12,4,4,6,0,0,11,8,11
'080214B0100',8,5,7,15,0,0,0,0,29,10,8,4,9,9,6,2,4,1,0,8,9,5
'080215B0100',8,5,17,26,0,1,9,0,51,12,12,5,13,25,15,4,4,3,0,17,13,14
'080215C0100',8,5,17,30,1,1,6,4,52,23,6,7,20,19,11,4,5,4,1,9,12,18
'080216B0100',8,14,17,40,2,2,3,3,40,34,9,7,10,29,15,2,9,4,0,23,25,19
'080216C0100',8,14,15,31,0,0,6,2,44,26,15,9,17,23,11,2,7,3,0,22,29,13
'080217B0100',8,5,9,11,1,0,2,1,29,12,8,6,12,24,7,1,3,2,0,6,7,18
'080217E0100',8,5,16,17,0,2,5,0,24,10,10,5,8,16,5,2,1,2,1,7,15,19
'080218B0100',8,5,8,22,0,0,2,4,39,18,8,8,13,19,8,1,5,0,0,10,11,18
'080219B0100',8,5,14,16,0,0,1,1,21,10,5,5,15,9,11,4,4,1,0,15,9,21
'080219E0100',8,5,3,10,0,0,1,1,10,8,5,2,2,5,1,0,1,1,0,3,0,1
'080220B0100',8,5,3,12,0,1,2,2,11,4,2,2,6,2,3,1,2,2,1,1,3,9
'080221B0100',8,18,24,31,0,1,10,4,44,25,8,16,12,37,12,1,5,4,0,19,28,13
'080221C0100',8,18,16,41,1,0,7,4,44,26,13,9,20,25,8,0,3,3,0,19,24,24
'080222B0100',8,9,16,28,0,0,9,1,33,15,11,10,4,23,8,3,7,2,0,10,16,15
'080223B0100',8,9,12,22,1,2,7,2,28,13,10,4,7,15,4,2,2,3,0,9,9,10
'080224B0100',8,9,11,10,0,0,1,1,10,7,5,2,4,10,4,4,1,0,0,3,6,9
'080225B0100',8,18,27,44,1,1,10,5,59,22,16,16,21,28,13,5,4,2,0,21,35,30
'080226B0100',8,9,9,12,0,0,2,2,22,4,6,0,6,4,4,1,2,0,0,8,7,4
'080227B0100',8,9,11,15,0,0,3,2,22,8,6,2,7,12,3,3,3,0,1,8,7,10
'080228B0100',8,9,3,8,1,0,3,0,14,2,2,1,3,5,1,0,1,0,0,3,5,4
'080229B0100',8,9,4,22,0,0,2,1,23,7,6,3,6,14,2,1,1,0,0,6,8,3
'080231B0100',8,9,8,14,0,0,5,0,11,3,4,0,6,11,4,1,1,0,0,3,7,2
'080232B0100',8,9,11,17,0,0,0,3,14,3,6,4,14,17,7,2,1,0,0,6,6,10
'080233B0100',8,9,6,6,0,0,2,0,11,17,4,1,8,11,7,2,0,0,0,5,5,12
'080234B0100',8,18,21,46,1,0,6,2,58,23,11,15,19,40,15,2,12,1,0,24,18,32
'080234E0100',8,9,10,22,0,1,7,3,35,16,4,3,5,22,10,3,3,1,0,16,12,11
'080235B0100',8,18,24,37,1,1,9,2,54,25,20,8,13,35,13,4,5,5,0,24,23,17
'080236B0100',8,18,21,42,0,0,12,3,60,27,18,6,19,37,19,3,14,3,1,31,31,30
'080237B0100',8,9,13,29,0,0,4,2,32,11,8,7,11,28,2,4,3,1,0,13,13,8
'080237C0100',8,9,9,31,0,1,2,3,33,16,10,8,8,18,10,2,4,2,1,16,11,10
'080238B0100',8,2,12,19,0,1,1,3,33,15,8,5,14,22,6,2,6,3,0,16,16,16
'080238C0100',8,2,9,24,0,1,5,1,35,25,9,9,11,25,8,2,4,1,1,7,17,9
'080239B0100',8,2,20,27,0,0,4,0,42,27,3,7,13,21,11,3,4,3,1,22,22,22
'080239C0100',8,2,14,30,0,2,6,0,36,23,12,9,17,25,15,3,5,2,1,16,19,15
'080240B0100',8,11,19,36,0,4,4,2,46,24,13,9,33,27,12,6,1,1,0,22,24,19
'080240C0100',8,11,32,34,1,0,4,3,40,22,16,9,20,28,12,5,4,3,1,19,15,17
'080241B0100',8,11,19,49,0,1,8,1,52,28,16,3,15,25,18,5,7,8,0,20,17,24
'080241C0100',8,11,21,45,0,1,7,2,58,29,18,8,17,28,10,1,7,2,0,26,24,26
'080241C0200',8,11,23,42,0,2,6,5,46,28,19,9,23,26,17,2,9,2,0,18,20,20
'080241C0300',8,11,15,35,0,0,3,7,48,19,15,6,10,44,5,2,5,0,2,26,22,25
'080241C0400',8,11,21,33,0,2,5,4,48,27,16,12,18,30,17,3,10,1,0,17,26,17
'080242B0100',8,2,14,21,1,1,8,2,37,13,11,5,8,16,5,1,3,1,0,11,15,14
'080242E0100',8,2,3,7,0,0,1,1,14,7,3,1,8,7,2,0,0,2,0,2,8,4
'080243B0100',8,2,19,26,0,2,7,0,48,20,16,3,12,20,8,1,4,1,1,10,17,15
'080243C0100',8,2,16,23,0,0,5,6,28,13,10,7,18,24,10,3,3,4,0,16,21,10
'080244B0100',8,2,3,23,0,4,5,1,25,12,10,4,12,16,10,1,3,1,0,12,16,9
'080245B0100',8,2,18,28,0,2,3,1,39,25,16,4,11,31,14,5,4,1,0,17,17,14
'080245C0100',8,2,21,25,0,1,1,3,38,15,14,9,13,33,9,3,5,1,0,13,19,12
'080248B0100',8,2,12,31,0,0,5,1,28,22,13,9,12,25,7,2,6,2,0,20,18,12
'080249B0100',8,2,8,17,1,3,2,1,13,6,5,3,9,9,4,2,1,0,0,5,6,7
'080250B0100',8,2,5,21,0,0,4,3,21,6,8,5,6,15,3,1,1,2,0,6,9,5
'080251B0100',8,11,23,42,1,1,6,2,52,20,22,9,15,32,11,3,11,6,2,21,19,27
'080251C0100',8,2,21,34,2,3,6,2,43,19,17,11,15,25,13,3,6,5,0,18,22,10
'080253B0100',8,9,15,29,0,0,7,1,30,29,12,6,17,31,8,2,8,2,1,23,20,17
'080253C0100',8,9,20,31,0,1,3,2,38,19,13,8,16,20,16,3,2,1,0,7,25,15
'080254B0100',8,9,8,11,0,1,3,1,14,5,2,3,2,5,4,3,0,1,0,7,2,4
'080256B0100',8,9,5,11,1,0,0,2,14,7,9,1,7,7,4,0,4,1,0,13,13,2
'080257B0100',8,9,4,9,0,1,1,2,10,4,5,2,2,5,4,1,3,1,0,4,8,7
'080258B0100',8,9,4,12,0,0,0,2,17,11,1,4,7,15,4,1,2,2,0,12,5,5
'080260B0100',8,9,10,8,0,1,3,0,11,6,1,3,3,6,5,2,1,0,0,7,1,4
'080261B0100',8,14,25,47,0,2,8,0,54,31,17,11,24,28,18,5,5,1,1,25,29,37
'080261C0100',8,14,16,39,0,4,4,2,47,24,14,15,15,30,8,4,5,1,0,23,21,26
'080264B0100',8,5,3,19,0,0,2,1,24,14,5,5,10,15,3,1,2,0,0,7,12,10
'080265B0100',8,14,22,25,1,0,7,2,53,24,9,10,15,32,11,5,6,1,2,18,24,14
'080266B0100',8,14,20,35,0,2,7,2,60,30,13,7,19,30,20,5,5,3,1,31,19,23
'080266C0100',8,14,18,51,0,5,1,1,64,20,16,6,16,22,14,2,7,4,1,22,24,31
'080267B0100',8,5,9,25,0,0,2,0,38,14,4,5,10,15,4,1,3,0,1,12,7,8
'080268B0100',8,5,14,21,0,1,1,3,39,19,11,2,12,18,14,2,2,1,0,17,14,15
'080269B0100',8,5,16,19,1,1,3,1,19,15,13,5,13,16,8,6,2,0,0,17,15,10
'080269C0100',8,5,16,17,0,1,3,1,28,18,8,8,19,20,9,4,6,1,0,18,17,13
'080270B0100',8,14,17,28,0,2,7,3,32,26,13,6,23,19,12,2,14,1,0,31,23,23
'080270E0100',8,5,2,14,0,3,1,1,12,4,5,0,2,12,4,2,0,0,0,7,4,8
'080271B0100',8,16,27,25,0,1,7,3,74,31,14,8,22,27,14,4,10,1,1,22,18,20
'080271C0100',8,16,32,44,0,2,8,1,46,26,15,13,21,44,12,2,6,4,0,21,19,21
'080272B0100',8,16,25,42,0,1,11,3,47,30,22,11,15,26,10,5,8,2,2,21,26,19
'080272C0100',8,16,26,41,0,3,7,1,47,17,17,9,16,26,17,2,8,1,1,30,21,26
'080272C0200',8,16,16,43,0,1,9,5,52,28,14,15,31,24,15,4,7,4,0,18,22,19
'080272C0300',8,16,17,47,0,3,4,5,50,24,12,8,19,34,9,2,7,4,0,19,16,29
'080272C0400',8,16,20,49,1,1,2,2,47,28,14,8,10,33,23,6,10,1,0,17,18,29
'080272C0500',8,16,22,43,0,4,7,3,46,21,15,17,13,36,16,3,8,1,1,16,18,22
'080273B0100',8,7,15,27,0,2,9,1,44,26,10,12,14,26,9,1,11,2,0,19,21,14
'080274B0100',8,16,23,46,0,2,3,2,59,32,15,11,26,49,12,6,6,3,0,28,25,20
'080275B0100',8,16,36,33,0,2,6,1,62,23,14,6,13,39,20,5,7,4,1,22,22,25
'080275C0100',8,16,24,40,0,2,3,3,67,30,17,8,22,24,17,3,2,1,0,19,17,23
'080275C0200',8,16,24,57,0,1,6,1,56,22,14,9,22,34,19,2,10,3,0,25,31,20
'080275C0300',8,16,34,39,1,2,9,2,54,18,15,9,25,37,23,5,6,2,1,23,19,27
'080276B0100',8,16,23,49,0,4,6,2,51,19,12,14,15,42,18,3,7,4,2,25,18,20
'080276C0100',8,16,27,44,0,1,8,2,64,31,19,18,25,33,15,5,7,3,1,33,16,18
'080276C0200',8,16,19,52,0,1,9,2,57,29,16,11,18,41,17,4,7,6,2,17,19,27
'080276C0300',8,16,19,35,1,0,8,3,63,25,16,7,23,42,13,7,6,4,1,25,29,20
'080276C0400',8,16,31,49,0,0,1,3,65,33,15,6,21,31,17,4,4,6,0,23,27,28
'080276C0500',8,16,23,45,0,0,13,3,59,23,18,9,26,32,19,1,10,0,0,27,24,20
'080277B0100',8,16,26,38,1,2,6,2,49,21,25,7,18,35,12,7,8,4,3,17,18,21
'080277C0100',8,16,14,43,0,1,8,3,53,21,14,13,23,28,13,6,6,2,0,17,21,22
'080278B0100',8,7,20,34,2,0,2,2,41,23,9,5,18,22,13,4,10,3,0,25,24,13
'080278C0100',8,7,16,32,0,1,2,1,47,15,10,7,14,20,9,1,5,2,0,22,17,25
'080278C0200',8,7,14,39,1,2,9,1,46,20,13,6,11,28,3,4,8,1,1,13,19,18
'080279B0100',8,16,21,33,0,1,9,4,51,17,17,8,18,36,17,6,7,4,1,18,20,18
'080279C0100',8,16,13,33,0,1,5,3,60,30,20,12,18,24,16,4,8,1,1,24,19,17
'080279C0200',8,16,13,42,0,3,5,4,54,31,11,8,26,34,9,4,4,1,0,16,26,21
'080279C0300',8,16,27,39,0,1,11,3,69,25,16,9,18,40,10,4,2,1,0,24,17,22
'080280B0100',8,7,26,29,0,2,5,2,40,23,13,5,12,12,12,5,5,2,1,17,12,17
'080280C0100',8,7,18,34,0,0,6,2,40,11,13,7,18,30,9,3,11,0,0,16,14,14
'080281B0100',8,7,9,16,0,1,2,3,30,16,7,3,16,24,5,1,5,2,0,21,14,15
'080281C0100',8,7,9,27,0,2,6,3,28,15,6,6,8,21,7,1,0,0,1,17,10,19
'080282B0100',8,16,21,27,1,0,3,0,42,27,17,11,12,35,14,3,5,1,0,22,23,19
'080283B0100',8,7,13,21,0,0,9,2,36,18,7,3,9,21,6,1,4,1,1,12,13,14
'080283C0100',8,7,19,23,1,0,3,3,31,18,11,4,4,19,14,3,2,3,0,17,12,14
'080284B0100',8,16,28,60,0,2,7,3,48,30,20,9,20,46,17,3,12,2,3,23,17,29
'080284C0100',8,16,26,48,0,0,5,1,63,23,22,14,23,47,19,2,3,3,0,19,21,31
'080284C0200',8,16,21,45,1,2,8,1,62,41,12,7,18,36,14,5,8,1,0,23,14,23
'080284C0300',8,16,20,60,0,1,2,2,64,29,19,10,30,34,14,0,9,0,2,19,19,26
'080284S0100',8,7,43,89,0,1,10,4,99,43,27,17,41,69,25,6,16,5,0,42,33,31
'080285B0100',8,7,8,24,0,2,1,3,28,19,12,4,9,22,5,2,4,3,0,12,17,13
'080285C0100',8,7,8,19,0,1,3,1,25,14,7,8,10,26,7,2,3,2,0,17,10,9
'080286B0100',8,16,24,41,0,0,5,3,59,24,9,10,24,35,7,3,6,2,2,21,21,20
'080286C0100',8,16,26,41,0,3,5,2,48,20,14,12,17,32,22,5,3,4,0,24,31,23
'080286C0200',8,16,19,48,0,3,9,5,58,29,17,6,20,20,10,7,9,1,0,22,19,18
'080286C0300',8,16,25,45,0,4,7,3,52,28,13,5,14,37,16,7,8,4,0,17,20,16
'080286C0400',8,16,18,45,0,3,7,0,61,23,18,6,13,35,18,3,7,2,0,30,22,13
'080286C0500',8,16,16,44,1,4,6,3,63,18,16,16,15,37,14,4,6,2,0,24,25,18
'080287B0100',8,16,21,35,0,0,5,2,55,13,18,8,16,32,17,10,3,2,0,24,22,23
'080288B0100',8,16,23,35,0,0,5,3,52,23,17,7,18,32,13,4,6,3,0,17,19,18
'080288C0100',8,16,16,34,0,2,6,3,44,20,7,14,16,30,12,1,9,5,0,21,15,10
'080289B0100',8,16,32,44,0,4,6,3,51,25,16,10,17,27,11,3,3,2,1,21,22,10
'080290B0100',8,7,12,23,0,0,2,3,40,19,4,6,8,18,7,1,6,2,0,13,18,7
'080290C0100',8,7,10,22,0,2,4,1,29,25,10,3,17,23,12,1,3,0,0,23,14,14
'080291B0100',8,16,27,44,0,0,2,4,62,28,19,9,14,31,14,4,4,3,1,18,20,19
'080292B0100',8,7,22,28,0,2,5,2,50,17,12,7,20,21,10,3,4,2,0,19,14,15
'080293B0100',8,7,9,17,0,1,3,1,27,13,3,6,4,9,2,3,4,4,0,17,9,3
'080294B0100',8,7,16,24,0,2,3,3,22,9,4,7,11,21,9,0,1,1,0,7,13,8
'080295B0100',8,7,12,18,1,0,4,4,29,4,11,7,8,18,9,2,1,2,0,14,7,16
'080296B0100',8,16,20,39,0,3,6,7,59,21,19,9,27,46,17,7,6,5,0,22,20,18
'080297B0100',8,16,20,46,0,0,8,2,74,39,22,9,17,37,22,7,5,4,0,21,22,20
'080297C0100',8,16,22,48,0,2,6,3,67,33,19,11,25,38,12,2,10,1,0,19,36,22
'080297C0200',8,16,24,44,0,1,4,3,61,30,12,13,33,32,12,7,13,2,2,13,22,27
'080297C0300',8,16,25,45,1,0,3,2,75,24,24,15,19,28,12,3,4,1,1,26,32,31
'080297C0400',8,16,28,47,1,2,3,3,60,33,24,14,25,38,20,2,12,0,1,17,25,26
'080297C0500',8,16,20,47,0,3,7,6,71,29,16,8,19,48,10,5,6,5,1,22,20,25
'080297C0600',8,16,19,50,0,4,9,5,56,20,15,6,26,35,19,6,6,3,0,24,21,22
'080297C0700',8,16,31,41,0,1,5,2,51,32,24,8,29,29,16,6,7,3,0,18,23,29
'080297C0800',8,16,20,48,0,1,6,2,60,39,15,18,28,29,13,3,1,1,1,24,28,23
'080297C0900',8,16,16,44,1,1,8,1,58,27,20,9,18,40,18,1,9,2,0,21,34,20
'080297C1000',8,16,29,48,0,1,11,0,81,29,12,12,13,33,19,6,2,1,0,20,31,26
'080297C1100',8,16,21,43,0,0,7,4,58,29,15,10,23,34,13,4,5,1,1,22,27,20
'080297C1200',8,16,27,43,0,0,5,1,52,33,13,8,14,38,15,3,6,3,0,28,26,31
'080297C1300',8,16,32,54,1,3,7,4,54,32,16,11,28,39,10,4,11,3,0,17,24,26
'080297C1400',8,16,22,45,0,1,9,5,56,32,16,15,21,39,15,5,4,3,0,26,27,29
'080297C1500',8,16,27,42,0,2,8,6,59,29,19,16,13,45,18,4,6,4,0,24,24,26
'080297C1600',8,16,36,43,0,1,3,1,64,29,11,12,19,44,17,4,5,0,0,23,35,29
'080297C1700',8,16,29,56,0,0,5,5,60,28,12,8,22,33,11,2,7,4,2,30,25,25
'080298B0100',8,7,10,20,0,0,2,2,27,13,6,2,6,24,4,3,2,4,0,10,13,15
'080299B0100',8,16,14,31,1,1,11,6,67,22,10,10,23,33,13,3,8,2,0,18,18,9
'080300B0100',8,16,23,48,1,3,6,2,60,29,19,9,16,22,14,1,6,4,0,20,18,23
'080301B0100',8,7,18,30,0,1,4,3,46,16,5,7,17,29,12,1,6,2,0,16,13,15
'080302B0100',8,16,31,50,0,1,9,1,48,27,16,14,24,30,12,3,9,4,0,23,20,16
'080303B0100',8,7,11,29,0,1,2,2,40,14,6,1,8,15,6,1,4,1,2,8,12,12
'080304B0100',8,7,16,26,0,2,4,1,36,10,11,4,15,21,10,3,4,3,2,11,12,14
'080305B0100',8,7,24,23,0,1,3,1,43,17,7,9,23,28,6,2,3,4,0,19,20,18
'080305C0100',8,7,20,31,0,2,9,2,37,21,11,3,17,30,9,0,6,2,0,15,17,10
'080306B0100',8,16,27,44,0,1,7,4,67,20,21,16,17,51,9,7,10,2,0,24,22,15
'080306C0100',8,16,24,44,1,3,8,4,63,31,23,14,25,35,16,6,6,1,0,17,17,25
'080306C0200',8,16,36,44,2,1,4,4,69,32,17,8,26,42,13,2,4,2,0,20,30,19
'080306C0300',8,16,22,43,0,2,5,1,49,37,17,12,24,40,12,3,6,4,1,15,36,22
'080306C0400',8,16,17,58,1,1,4,0,62,29,22,7,25,37,11,5,6,1,1,21,23,26
'080307B0100',8,16,21,35,0,0,6,6,54,34,17,11,17,37,10,3,6,1,0,18,24,24
'080307C0100',8,16,24,40,0,1,11,4,59,29,30,9,18,35,13,0,9,0,0,20,31,17
'080307C0200',8,16,23,39,0,2,9,1,57,34,17,9,16,35,14,6,6,4,0,35,18,11
'080307C0300',8,16,22,37,0,1,9,4,55,29,19,7,26,35,18,7,9,1,0,24,15,26
'080307C0400',8,16,24,43,0,0,4,2,64,22,25,8,19,41,18,5,3,0,1,29,19,24
'080307C0500',8,16,19,52,0,1,6,2,68,20,12,9,22,36,13,11,7,3,1,15,29,25
'080307C0600',8,16,29,34,0,0,5,2,63,27,29,5,19,32,23,6,7,5,0,24,22,12
'080308B0100',8,16,30,32,0,2,5,4,55,18,20,6,17,40,14,6,4,3,0,19,24,18
'080308C0100',8,16,14,53,1,2,7,2,60,33,12,8,19,40,21,4,4,3,0,20,27,11
'080309B0100',8,7,17,17,0,0,3,4,47,16,6,8,13,28,11,3,6,2,0,19,16,22
'080310B0100',8,7,17,28,0,2,12,1,32,21,7,4,11,19,11,3,2,2,0,10,12,15
'080310C0100',8,7,16,28,1,0,6,0,34,14,12,3,9,18,6,2,5,0,0,13,16,18
'080311B0100',8,7,17,28,0,0,3,1,39,17,10,11,16,23,9,2,4,1,0,20,21,22
'080311C0100',8,7,21,33,0,1,6,0,37,26,13,4,14,17,10,1,9,5,0,16,13,26
'080312B0100',8,7,21,27,0,1,4,3,34,22,10,5,19,27,15,2,3,1,0,13,22,13
'080312C0100',8,7,13,33,0,2,8,3,37,15,10,6,15,25,13,3,1,1,0,23,13,22
'080313B0100',8,7,18,27,0,1,11,3,41,24,11,3,14,27,11,2,3,3,1,18,11,17
'080314B0100',8,16,22,40,0,1,1,5,51,37,16,12,19,38,16,2,10,3,2,27,25,23
'080315B0100',8,7,12,25,0,1,5,1,36,14,16,3,11,22,13,1,5,2,1,14,15,10
'080316B0100',8,7,9,25,0,0,5,2,28,10,9,7,4,11,10,0,7,1,0,10,17,14
'080317B0100',8,7,12,36,0,0,3,1,43,9,12,7,15,21,13,2,8,0,0,17,6,13
'080318B0100',8,7,12,33,1,2,3,2,31,25,10,10,17,22,17,0,8,4,0,13,21,14
'080319B0100',8,7,15,18,0,1,3,0,38,14,12,2,17,20,9,5,9,2,0,11,25,20
'080319C0100',8,7,16,30,0,5,3,1,30,16,13,3,21,23,10,4,6,2,0,23,15,11
'080320B0100',8,16,23,42,1,2,8,6,54,26,8,12,18,42,17,4,6,4,0,23,21,22
'080321B0100',8,16,26,53,1,0,6,6,84,24,12,8,14,27,11,1,3,1,0,29,22,27
'080321C0100',8,16,21,41,0,2,3,2,69,30,17,10,21,26,18,7,4,2,0,22,23,21
'080321C0200',8,16,20,47,0,3,7,4,54,31,30,10,14,40,13,4,9,3,2,28,21,19
'080322B0100',8,16,31,48,0,1,6,5,40,22,13,13,17,29,12,2,7,3,1,24,19,15
'080323B0100',8,16,21,28,0,1,7,4,53,26,17,6,15,35,15,6,4,2,0,21,16,19
'080323C0100',8,16,22,35,1,1,6,2,47,26,12,9,15,27,15,1,3,3,0,14,20,23
'080324B0100',8,16,28,48,1,2,6,4,53,26,22,10,22,32,12,1,9,1,0,15,26,32
'080325B0100',8,7,16,27,0,1,2,0,24,15,13,7,11,16,10,1,4,1,0,11,15,18
'080325C0100',8,7,7,28,0,1,2,4,37,17,8,7,13,16,12,1,6,3,0,18,13,18
'080326B0100',8,16,24,39,0,3,2,3,53,26,14,12,16,31,14,2,11,3,0,14,20,19
'080326C0100',8,16,21,33,0,2,3,0,44,35,17,6,15,38,11,3,5,2,0,17,23,19
'080327B0100',8,16,18,37,1,2,4,2,56,19,15,13,18,27,14,4,8,1,0,18,24,18
'080327C0100',8,16,24,44,0,0,6,3,57,30,12,7,16,38,11,2,7,2,1,24,26,25
'080328B0100',8,7,17,30,1,0,3,1,41,18,7,3,16,24,8,4,8,1,0,17,21,15
'080329B0100',8,16,20,36,0,0,0,2,44,27,9,5,23,30,16,3,4,2,0,15,25,19
