CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PFP,PES,RSP,FPM,CNR,NULOS
'320136B0100',32,8,7,5,1,15,17,3,1,6,5,68,2,1,0,6,23,13,27,7,7,45,11,0,0,17,7,7,0,1,0,1,3,39
'320136C0100',32,8,7,5,0,29,19,6,2,4,7,76,2,1,0,4,20,11,21,6,1,35,17,2,0,26,7,8,1,2,1,1,0,34
'320136C0200',32,8,8,9,2,22,24,7,4,5,8,66,2,1,0,3,16,17,20,7,10,40,9,0,0,25,10,8,0,0,3,1,0,30
'320136C0300',32,8,7,2,2,28,23,6,3,4,3,50,0,2,0,4,13,18,15,11,5,39,15,2,1,23,7,9,0,0,1,0,2,39
'320137B0100',32,4,5,1,1,27,16,3,0,10,6,64,1,3,0,9,23,8,26,9,2,36,14,2,2,21,9,9,1,0,0,1,2,34
'320137C0100',32,4,13,5,1,35,15,3,4,4,12,72,2,2,0,4,19,17,22,8,2,37,9,1,0,24,8,8,0,0,0,0,2,31
'320137C0200',32,4,8,5,2,28,23,10,3,3,3,74,2,2,0,6,18,11,22,9,3,41,11,1,2,21,8,6,0,0,2,1,1,32
'320137C0300',32,4,8,4,1,24,15,4,3,9,6,59,2,1,0,2,19,20,18,4,5,39,11,0,0,31,9,7,2,0,2,2,1,33
'320137C0400',32,4,8,7,0,34,17,5,3,7,3,65,0,1,0,4,26,11,35,8,2,50,10,2,1,20,9,5,0,0,2,1,2,36
'320138B0100',32,4,11,5,1,17,20,3,2,4,11,56,3,1,0,3,19,14,17,7,6,37,7,2,0,24,11,7,2,0,1,4,3,39
'320139B0100',32,4,7,4,0,26,25,4,2,5,7,64,3,1,0,6,13,10,14,8,8,49,7,1,0,17,3,9,3,0,2,2,1,31
'320139C0100',32,4,9,6,2,31,19,3,5,7,4,59,2,1,0,2,17,10,24,5,8,51,6,1,0,24,5,17,1,0,2,2,0,34
'320139C0200',32,4,8,5,3,27,18,3,2,7,12,61,3,2,0,6,22,10,23,15,0,41,11,2,0,19,5,5,0,0,1,0,3,29
'320139C0300',32,4,7,8,2,32,18,3,2,7,10,55,1,4,0,4,13,9,19,8,8,42,11,0,0,26,4,10,2,0,0,0,0,37
'320140B0100',32,12,6,6,1,25,20,5,1,10,3,63,4,1,0,9,16,5,13,6,2,52,5,0,0,21,10,9,1,0,0,0,0,31
'320140C0100',32,12,4,5,2,30,25,4,1,11,9,60,5,1,0,3,15,11,28,5,3,35,11,1,0,28,6,9,1,0,1,0,3,36
'320140C0200',32,12,5,6,0,20,25,4,5,8,13,65,2,2,0,2,18,12,23,8,2,48,11,1,1,26,9,10,1,0,2,1,1,30
'320140C0300',32,12,6,3,0,28,16,7,5,3,6,61,0,1,0,8,16,16,28,4,7,46,10,0,1,19,11,4,2,0,0,0,0,27
'320140C0400',32,12,7,6,1,24,13,10,3,12,4,43,2,1,0,5,16,15,23,5,7,46,15,2,0,25,5,6,0,0,1,0,1,30
'320140C0500',32,12,7,3,1,25,16,5,1,10,6,65,3,3,0,4,28,10,15,9,4,56,12,0,1,23,9,8,1,0,1,0,0,44
'320140C0600',32,12,5,5,1,35,14,1,7,7,10,65,0,4,0,6,13,16,17,8,5,42,9,3,2,20,9,12,1,0,0,1,1,38
'320140C0700',32,12,12,9,0,26,22,9,2,6,6,54,5,1,0,2,25,12,20,3,1,46,16,0,0,19,3,14,2,0,2,0,2,36
'320140C0800',32,12,6,3,1,30,17,6,2,8,11,58,2,1,0,5,13,12,19,9,5,48,12,1,0,21,2,7,4,0,0,0,0,35
'320141B0100',32,1,5,3,0,10,16,3,1,0,12,45,4,3,0,4,19,14,12,5,1,26,8,1,2,19,3,4,2,1,2,0,1,26
'320141C0100',32,1,3,3,1,14,10,6,4,8,2,37,2,4,0,3,17,9,13,5,2,33,12,1,1,15,8,2,0,0,2,0,2,22
'320142B0100',32,1,10,4,0,16,12,4,1,7,3,34,0,1,0,3,16,10,14,7,3,25,6,1,0,12,4,3,1,1,0,1,2,23
'320142C0100',32,1,3,3,2,15,17,0,2,4,5,37,0,2,0,3,11,9,12,3,0,33,6,0,1,11,4,11,3,0,0,0,0,30
'320143B0100',32,4,8,4,2,25,19,5,2,8,10,50,4,0,0,3,18,16,26,6,6,39,7,0,0,27,7,3,3,2,2,0,1,45
'320144B0100',32,1,6,7,1,18,21,0,3,2,13,29,1,1,0,4,19,11,21,6,3,30,6,3,0,19,2,9,1,0,1,1,1,17
'320144C0100',32,1,5,5,1,24,19,6,3,4,4,47,3,0,0,2,15,8,15,6,1,21,7,0,2,12,3,4,2,0,1,0,0,20
'320145B0100',32,4,4,8,1,27,12,0,2,4,3,57,5,1,0,3,19,10,13,7,2,32,14,0,0,21,1,8,2,0,1,1,1,24
'320146B0100',32,1,5,1,1,21,8,3,4,11,7,49,3,0,0,4,13,7,12,7,2,35,7,0,2,13,3,6,0,1,0,2,0,16
'320146C0100',32,1,5,1,3,28,12,2,2,3,7,36,1,4,0,3,16,6,6,4,1,33,12,1,0,15,2,4,2,1,0,1,2,16
'320147B0100',32,1,1,5,1,24,17,3,0,6,3,31,1,0,0,4,11,8,12,2,1,25,6,1,0,14,3,11,3,1,0,0,0,16
'320147C0100',32,1,3,3,0,20,12,4,1,4,4,40,2,2,0,2,13,6,14,5,4,26,8,2,0,4,5,2,0,0,1,1,0,17
'320148B0100',32,12,6,6,1,28,19,2,2,4,11,62,3,4,0,4,15,17,16,7,5,37,16,2,1,21,4,9,0,0,0,0,2,29
'320148C0100',32,12,8,8,1,23,21,6,2,6,10,63,2,5,0,3,15,13,15,4,7,38,13,1,0,15,7,4,0,0,3,0,2,38
'320148C0200',32,12,5,9,2,27,27,1,2,6,10,44,2,3,0,7,15,8,20,6,10,43,12,1,1,30,5,12,0,1,1,2,0,35
'320148C0300',32,12,4,8,1,26,20,6,2,5,7,49,1,3,0,9,14,12,25,8,6,42,11,0,0,26,7,6,1,1,1,3,1,26
'320148S0100',32,12,16,7,0,50,32,9,2,7,11,103,1,1,0,8,27,25,38,17,11,66,25,2,1,44,12,16,0,1,2,1,2,63
'320149B0100',32,4,7,7,1,15,8,4,0,6,5,57,1,1,0,2,16,13,24,10,2,37,13,0,1,18,3,9,0,0,1,0,2,30
'320149C0100',32,4,3,7,1,24,11,6,4,8,7,51,3,3,0,6,18,23,13,2,5,42,10,1,1,16,3,3,0,0,0,0,0,23
'320150B0100',32,4,5,4,1,17,13,5,0,2,7,37,2,2,0,4,19,10,11,3,2,25,13,0,0,11,6,2,0,1,1,0,0,16
'320150C0100',32,4,10,5,2,18,14,2,3,4,4,36,1,0,0,4,21,6,8,5,4,22,9,1,0,22,2,5,1,0,0,1,0,17
'320151B0100',32,4,3,3,0,24,13,5,2,5,7,41,2,2,0,7,9,6,12,3,6,31,8,0,0,16,4,8,2,0,1,1,1,26
'320151C0100',32,4,4,5,1,17,9,5,1,7,7,43,0,0,0,3,11,10,13,8,5,23,8,2,1,18,10,8,0,0,1,2,1,19
'320152B0100',32,1,6,1,0,19,16,1,1,4,4,34,2,1,0,2,11,9,16,2,1,19,4,0,0,10,1,1,1,0,1,0,5,19
'320152C0100',32,1,2,0,2,13,14,1,1,4,3,38,0,1,0,0,11,7,14,1,2,20,4,0,0,16,6,2,3,0,1,0,2,21
'320153B0100',32,4,1,2,3,10,7,0,0,4,4,38,1,5,0,2,11,11,15,1,4,19,5,1,0,11,6,3,0,0,2,0,2,18
'320154B0100',32,4,11,0,2,20,14,4,3,5,2,38,0,1,0,2,10,12,17,5,2,37,8,0,1,20,11,5,0,0,0,0,2,15
'320154C0100',32,4,4,3,2,22,17,7,1,7,3,40,0,2,0,1,7,8,18,11,3,26,12,2,0,13,4,8,0,0,0,0,1,35
'320154C0200',32,4,6,5,1,21,16,4,3,3,6,38,2,0,0,5,25,10,20,6,5,29,8,1,0,16,4,3,0,1,0,1,0,31
'320155B0100',32,12,5,2,1,25,14,2,1,4,7,65,0,3,0,3,18,12,22,7,4,36,12,1,1,18,6,7,3,1,1,0,0,30
'320155C0100',32,12,7,10,0,20,18,3,1,3,9,54,2,1,0,4,17,9,15,14,5,22,15,2,2,21,6,7,1,0,0,0,1,31
'320155C0200',32,12,3,4,2,33,18,3,3,6,9,51,1,2,0,5,15,14,23,9,7,41,4,1,0,17,3,4,1,0,1,0,1,27
'320155C0300',32,12,6,9,2,27,20,7,2,6,3,61,2,1,0,2,15,11,23,6,1,37,7,0,1,23,7,3,0,0,0,0,0,32
'320156B0100',32,4,9,7,0,36,23,8,2,1,8,61,6,2,0,2,16,12,21,7,10,53,14,3,0,20,7,7,1,0,2,0,2,32
'320156C0100',32,4,5,3,0,28,24,3,3,2,11,64,1,7,0,3,13,15,23,3,5,38,19,2,1,23,4,4,1,0,2,0,4,47
'320156C0200',32,4,7,3,2,30,24,4,5,9,3,62,4,1,0,1,25,16,20,12,3,50,8,1,0,25,5,5,1,1,0,0,0,35
'320157B0100',32,4,4,7,1,34,25,5,2,4,7,59,2,1,0,2,15,13,20,5,7,47,16,0,0,20,3,9,2,1,2,0,0,41
'320157C0100',32,4,10,4,1,22,21,2,1,7,6,67,3,2,0,1,22,17,26,6,1,43,13,1,1,39,6,11,2,1,0,3,1,27
'320157C0200',32,4,10,8,0,31,25,6,1,5,7,54,4,0,0,2,21,15,27,5,2,38,13,2,0,24,10,9,1,1,2,1,1,40
'320158B0100',32,1,7,3,1,19,9,3,1,3,5,37,0,0,0,4,3,13,10,2,0,24,5,0,0,10,2,2,1,0,0,1,1,23
'320159B0100',32,4,7,6,1,18,17,4,3,5,0,46,2,1,0,0,18,10,17,4,3,31,11,0,0,21,5,5,0,0,3,1,1,24
'320160B0100',32,4,2,1,1,17,8,4,1,4,1,38,2,2,0,3,11,3,15,1,4,23,4,0,0,18,2,5,1,1,0,1,0,15
'320161B0100',32,4,6,2,0,21,9,2,2,5,2,34,2,3,0,1,23,15,16,14,1,35,8,0,0,14,7,8,1,0,0,0,0,21
'320162B0100',32,4,7,6,0,27,24,6,2,9,5,77,2,3,0,4,30,12,14,10,4,49,11,4,1,18,7,8,2,0,0,1,4,22
'320163B0100',32,4,4,2,1,36,16,2,3,5,6,59,1,2,0,3,22,14,32,9,4,34,6,2,1,26,2,5,4,0,1,1,2,31
'320163C0100',32,4,3,4,6,31,16,4,3,5,9,66,1,3,0,6,14,9,22,5,4,46,10,0,0,26,5,6,4,0,1,0,0,35
'320163C0200',32,4,7,8,1,24,22,4,1,11,3,63,3,1,0,5,23,11,25,12,3,39,11,1,1,24,13,8,2,0,3,1,0,34
'320163C0300',32,4,11,8,1,28,28,5,2,5,12,62,1,2,0,1,17,9,22,8,7,43,14,0,1,21,6,8,0,0,0,1,2,35
'320163C0400',32,4,6,9,0,24,15,6,0,6,4,74,4,0,0,3,16,15,31,7,4,38,10,1,0,21,5,5,0,0,2,0,0,31
'320164B0100',32,4,7,4,1,20,14,3,1,5,5,45,2,2,0,5,18,8,14,10,7,34,8,1,0,12,5,10,0,2,3,0,3,29
'320164C0100',32,4,9,3,0,24,14,2,3,1,5,53,2,0,0,5,16,13,18,4,1,24,14,0,0,14,4,7,1,0,0,1,0,32
'320165B0100',32,4,10,5,0,23,17,5,3,6,8,39,4,0,0,4,18,17,12,5,2,43,12,0,1,26,6,6,2,2,1,0,2,25
'320166B0100',32,4,8,5,1,21,15,2,4,3,5,49,3,1,0,6,14,13,14,7,4,32,15,1,0,21,5,11,2,0,4,2,2,27
'320167B0100',32,4,12,5,0,21,16,6,2,3,6,43,3,1,0,3,20,17,21,8,9,42,12,0,0,21,5,5,2,0,1,2,2,32
'320168B0100',32,4,11,6,1,15,13,3,2,5,7,42,2,4,0,0,15,9,16,5,5,37,8,1,0,13,4,9,1,2,1,0,2,24
'320169B0100',32,4,6,4,1,26,28,5,5,6,7,65,5,7,0,4,21,18,19,8,8,38,10,1,0,25,5,4,1,0,0,0,2,27
'320170B0100',32,1,3,3,0,20,12,0,0,5,3,34,1,1,0,6,11,2,13,6,1,28,8,0,0,13,3,3,3,0,1,0,0,20
'320170C0100',32,1,1,4,0,20,6,3,1,5,0,29,0,1,0,1,12,5,10,6,3,32,13,0,0,9,1,5,1,0,0,0,0,13
'320171B0100',32,1,2,2,4,21,9,7,0,2,4,53,3,1,0,6,17,5,6,4,2,34,6,0,2,15,5,8,1,1,2,2,1,15
'320171C0100',32,1,5,2,0,26,12,7,2,4,5,47,1,2,0,4,16,14,17,5,2,25,8,1,0,15,4,6,2,2,4,0,1,19
'320172B0100',32,1,5,6,1,14,22,4,5,2,2,41,4,2,0,1,14,8,15,3,3,24,7,0,0,21,4,4,2,1,2,0,2,13
'320173B0100',32,4,5,3,4,22,13,7,1,7,9,62,2,2,0,4,12,16,19,5,4,37,17,2,1,22,7,11,0,0,0,1,4,35
'320174B0100',32,4,6,5,0,40,14,1,4,4,2,49,0,3,0,5,17,11,20,7,6,36,6,0,1,19,2,6,2,0,1,1,3,26
'320175B0100',32,4,9,5,0,9,13,2,2,6,3,47,3,0,0,6,21,12,21,4,3,33,8,2,0,19,6,5,0,0,1,0,0,22
'320176B0100',32,4,2,3,1,18,11,3,2,2,4,44,2,2,0,2,10,9,7,8,8,29,7,2,0,16,6,5,1,0,0,0,0,26
'320177B0100',32,4,6,3,1,30,17,4,6,5,5,74,4,2,0,1,17,25,29,7,4,44,9,1,0,24,8,5,1,0,0,0,2,44
'320178B0100',32,4,7,0,1,14,16,4,2,1,3,48,0,1,0,1,16,11,14,1,2,20,4,2,0,17,6,1,1,0,1,0,0,30
'320179B0100',32,4,10,2,0,15,17,3,3,3,4,35,2,0,0,7,10,8,17,5,3,29,9,0,0,17,4,7,3,0,3,1,1,20
'320180B0100',32,1,3,4,1,22,9,3,4,1,2,35,1,2,0,1,10,14,15,3,3,28,7,0,1,11,6,5,1,0,0,0,0,20
'320180C0100',32,1,7,8,0,28,8,2,3,5,5,44,2,1,0,3,15,8,14,3,2,21,6,0,0,8,4,7,2,0,1,0,0,19
'320181B0100',32,1,9,4,2,31,18,5,2,8,10,70,2,3,0,5,19,15,21,6,4,51,11,2,0,27,4,6,1,2,1,0,0,39
'320182B0100',32,4,5,3,0,29,16,4,2,12,2,56,1,2,0,3,23,15,12,8,5,44,14,0,0,16,8,13,1,0,2,1,2,29
'320183B0100',32,4,3,4,2,10,11,2,2,1,1,29,1,1,0,5,18,15,20,4,2,41,9,1,1,17,4,2,0,0,1,0,1,26
'320183S0100',32,4,12,8,4,49,29,8,8,8,16,104,2,1,0,2,39,20,46,11,8,70,16,2,1,51,5,11,1,2,2,1,2,49
'320184B0100',32,1,1,3,0,18,11,1,1,4,6,46,0,2,0,2,6,9,9,4,3,19,10,0,1,8,2,4,0,0,0,2,0,14
'320185B0100',32,1,4,1,1,11,5,2,3,1,2,39,0,1,0,3,9,8,13,2,0,21,7,0,0,10,5,7,1,0,0,0,2,16
'320186B0100',32,4,4,7,1,20,16,5,5,3,8,58,0,3,0,2,15,13,18,9,3,44,7,0,1,18,8,8,1,0,2,0,0,28
'320187B0100',32,1,5,5,0,10,9,2,1,5,2,37,1,3,0,3,5,7,10,7,5,29,9,0,1,11,1,4,3,0,0,0,2,30
'320188B0100',32,1,4,3,0,17,14,3,3,3,5,29,0,1,0,0,14,6,5,4,4,17,4,3,0,12,4,2,1,0,4,0,1,17
'320189B0100',32,4,4,3,0,18,11,1,6,2,8,42,1,1,0,3,18,7,6,7,2,17,7,1,1,18,5,2,1,0,2,0,0,20
'320189C0100',32,4,7,2,0,16,10,7,1,3,5,33,0,3,0,4,9,14,19,3,1,19,5,0,0,18,1,3,0,0,0,0,2,17
'320189S0100',32,4,19,17,2,40,33,11,8,10,8,112,8,2,0,2,30,23,50,8,6,98,14,1,2,41,10,14,0,0,1,4,2,66
'320190B0100',32,4,7,2,1,17,22,5,2,6,5,50,4,6,0,5,12,12,30,12,6,37,4,1,2,21,4,11,1,1,1,1,0,42
'320190C0100',32,4,6,5,0,23,22,3,3,13,11,54,8,4,0,7,22,15,18,6,1,38,9,2,0,18,6,6,1,2,0,1,0,31
'320190C0200',32,4,7,5,1,23,18,7,2,6,12,61,2,1,0,5,19,14,19,6,7,34,7,0,0,16,4,6,1,0,1,1,4,41
'320191B0100',32,1,6,3,0,16,18,3,1,2,8,37,2,1,0,3,10,13,14,2,4,25,10,1,0,15,2,8,0,1,1,1,0,20
'320191C0100',32,1,4,1,0,17,5,0,3,5,2,35,1,0,0,1,15,11,14,5,1,30,9,1,0,15,4,5,1,0,0,0,0,16
'320192B0100',32,1,7,4,2,20,20,6,3,6,8,63,1,1,0,3,17,11,27,2,4,46,11,1,0,28,5,7,2,0,0,0,1,41
'320193B0100',32,4,9,8,0,25,19,3,1,6,12,54,3,1,0,2,19,14,17,8,2,49,7,0,0,27,6,8,2,0,0,2,1,32
'320193C0100',32,4,8,8,0,34,14,5,2,6,10,53,2,2,0,2,16,15,31,5,3,36,13,1,0,22,4,8,3,1,2,0,2,37
'320194B0100',32,4,5,8,0,32,18,7,4,4,7,43,2,3,0,3,22,16,22,10,6,39,8,0,0,26,4,8,1,0,4,0,0,41
'320194C0100',32,4,5,2,0,27,18,5,6,7,4,54,5,3,0,1,16,6,21,11,5,35,16,0,1,23,4,10,0,0,1,0,0,37
'320194C0200',32,4,8,6,2,20,19,5,3,5,3,51,3,4,0,1,18,14,25,3,6,30,12,3,0,20,2,9,0,1,2,1,0,32
'320194C0300',32,4,5,6,1,28,19,8,2,2,11,54,0,1,0,7,14,9,12,5,7,46,12,0,0,22,5,10,2,0,1,0,4,40
'320194C0400',32,4,8,4,2,30,20,5,2,3,8,47,1,0,0,2,16,15,23,8,5,43,11,0,1,29,4,5,2,0,0,0,2,25
'320194E0100',32,4,6,5,2,13,16,5,1,2,8,51,2,0,0,3,17,10,17,9,3,37,0,1,0,23,5,4,2,0,0,0,3,27
'320194E0101',32,4,7,3,1,30,19,4,0,2,7,53,1,2,0,2,14,12,24,8,2,34,7,2,1,16,4,5,0,0,0,0,0,33
'320194E0102',32,4,7,2,0,26,14,4,6,8,5,59,0,3,0,5,16,12,21,4,5,31,8,0,0,13,3,9,1,0,0,0,2,26
'320194E0103',32,4,5,11,1,30,14,2,2,4,6,42,1,1,0,3,15,13,19,13,2,33,12,1,0,17,7,9,2,0,2,0,1,34
'320194E0200',32,4,8,4,1,21,12,3,1,1,10,40,4,3,0,1,18,4,15,7,0,34,7,0,0,19,6,6,3,0,1,0,0,29
'320194E0201',32,4,6,1,2,26,23,3,3,3,5,39,1,2,0,2,15,10,12,3,4,31,5,0,0,20,7,4,1,0,2,1,0,21
'320194E0202',32,4,7,6,2,14,12,4,3,5,3,46,2,1,0,2,12,12,17,6,2,23,11,0,0,17,5,7,0,2,1,0,1,17
'320195B0100',32,4,3,4,1,21,22,2,0,6,3,48,1,4,0,4,14,15,13,3,3,25,7,0,1,10,6,4,0,0,1,0,0,19
'320195C0100',32,4,5,4,1,20,17,1,2,3,4,37,1,0,0,5,18,9,7,6,4,26,8,2,0,19,0,5,0,0,1,2,0,28
'320196B0100',32,4,6,2,1,21,13,2,2,3,2,48,1,1,0,0,18,7,26,6,1,33,3,0,1,22,3,5,2,0,3,0,1,25
'320196C0100',32,4,6,8,2,18,17,4,2,3,5,56,1,1,0,2,14,13,19,4,3,36,13,0,0,15,3,3,0,0,1,2,1,26
'320197B0100',32,4,3,7,1,24,24,8,2,6,8,51,0,0,0,4,16,12,20,11,6,49,12,0,0,27,17,6,1,0,1,0,2,37
'320198B0100',32,4,7,0,5,15,17,5,1,5,6,44,0,4,0,4,22,9,20,6,0,24,3,0,0,15,5,9,0,1,1,2,2,29
'320199B0100',32,1,1,4,1,14,10,4,1,3,5,31,1,2,0,0,13,5,18,3,3,22,6,3,0,13,1,0,2,0,1,0,1,16
'320200B0100',32,4,6,2,2,22,12,6,0,5,6,61,3,2,0,5,20,16,15,5,5,49,7,1,0,19,5,5,0,0,2,2,0,28
'320201B0100',32,4,0,3,0,22,12,3,2,10,6,31,2,1,0,1,13,7,14,5,1,22,5,0,0,12,3,5,0,1,1,0,0,13
'320202B0100',32,1,2,2,0,15,13,3,3,0,6,36,1,1,0,3,4,9,11,1,3,20,12,2,0,11,2,1,0,0,1,0,1,21
'320203B0100',32,4,4,5,2,22,18,3,2,5,4,53,0,1,0,3,14,13,27,6,3,26,11,2,0,17,5,5,0,1,0,0,0,30
'320204B0100',32,4,10,1,2,31,12,8,1,6,4,66,2,3,0,8,19,18,24,13,7,50,4,0,0,11,6,6,1,1,0,0,0,34
'320205B0100',32,4,3,6,2,26,13,5,1,1,8,48,3,1,0,3,15,8,10,6,2,31,8,1,0,12,7,6,1,0,2,1,3,28
'320206B0100',32,4,8,4,0,30,23,5,1,4,8,62,6,1,0,2,16,16,11,4,4,30,11,3,1,26,10,6,1,0,1,0,2,35
'320207B0100',32,4,2,6,0,21,23,7,2,6,4,59,2,3,0,0,12,16,29,7,5,31,10,1,0,24,10,6,1,0,1,2,0,26
'320208B0100',32,4,4,3,1,22,21,2,2,6,3,52,3,3,0,7,17,14,23,8,3,51,13,0,0,24,11,6,0,0,0,1,0,35
'320209B0100',32,4,8,4,2,29,25,10,2,7,7,65,5,2,0,2,15,7,23,7,1,26,10,0,0,25,9,6,1,0,3,0,5,31
'320210B0100',32,4,4,4,1,24,24,7,1,10,7,79,2,1,0,5,25,15,18,11,5,35,20,1,0,23,3,9,1,0,0,0,1,31
'320210C0100',32,4,6,6,0,27,25,5,3,6,6,77,0,2,0,1,19,14,26,5,2,40,9,0,1,25,5,3,1,1,1,0,1,34
'320210C0200',32,4,4,4,0,20,26,1,3,8,8,71,2,4,0,5,22,17,21,11,6,52,7,0,1,23,5,8,3,0,1,0,0,35
'320210C0300',32,4,8,8,1,24,27,5,4,3,11,65,2,1,0,6,19,13,22,8,5,36,15,0,0,23,9,6,0,0,1,0,0,26
'320210E0100',32,4,10,2,2,27,19,4,3,2,7,66,0,3,0,4,16,15,19,6,4,49,11,4,1,24,3,10,2,0,0,0,0,22
'320210E0101',32,4,8,8,0,23,12,1,4,5,11,66,0,0,0,1,19,12,26,5,5,40,11,0,1,17,7,4,2,0,0,1,2,34
'320211B0100',32,4,10,5,0,22,23,1,2,7,2,21,0,1,0,2,12,6,9,2,3,26,12,0,1,13,5,6,1,0,1,0,0,17
'320211C0100',32,4,5,3,1,23,16,4,2,2,8,37,0,1,0,1,12,7,17,2,3,25,3,1,1,11,2,4,0,0,2,1,0,22
'320212B0100',32,4,9,3,0,29,15,12,3,5,5,62,1,2,0,2,20,10,20,6,4,34,15,1,0,9,9,3,2,0,1,1,2,31
'320212C0100',32,4,4,7,0,21,14,6,2,6,5,47,1,3,0,5,24,22,24,4,2,40,11,1,0,17,4,7,1,0,0,0,1,32
'320212C0200',32,4,12,4,1,22,15,6,1,6,5,55,4,0,0,6,15,16,20,9,4,36,10,0,0,20,6,3,1,0,1,0,0,29
'320212C0300',32,4,6,6,2,20,21,6,2,8,2,51,3,4,0,3,16,13,18,5,5,27,9,1,0,21,5,8,1,0,2,0,0,35
'320213B0100',32,4,7,5,1,25,20,3,3,6,13,57,1,2,0,1,20,17,17,9,8,36,5,1,1,21,12,11,0,1,1,2,3,34
'320213C0100',32,4,9,5,1,32,22,4,3,6,5,59,1,3,0,3,20,14,15,5,3,52,14,0,0,24,1,6,2,2,0,2,0,34
'320213C0200',32,4,8,7,3,22,15,4,3,12,7,63,2,1,0,3,15,11,27,6,3,43,13,1,0,25,13,8,1,0,4,0,0,47
'320213C0300',32,4,15,6,1,26,20,2,1,9,3,50,2,2,0,1,25,17,22,6,7,32,10,1,1,30,8,8,2,0,0,1,2,37
'320213C0400',32,4,10,3,4,24,26,6,3,5,11,43,1,0,0,2,15,20,20,4,4,41,11,2,0,23,8,7,2,0,1,1,2,34
'320214B0100',32,4,10,4,1,27,21,6,2,1,4,56,1,3,0,2,17,11,18,10,7,38,3,0,0,18,6,8,2,1,1,1,0,30
'320215B0100',32,1,4,5,1,13,13,6,1,5,3,59,1,0,0,3,15,11,14,3,4,36,9,0,1,22,7,10,0,0,0,1,0,26
'320216B0100',32,1,11,4,1,15,14,3,3,2,3,40,1,1,0,5,10,10,14,1,3,24,6,1,0,14,4,5,1,0,0,0,1,17
'320216C0100',32,1,4,3,0,13,12,0,2,2,3,32,3,1,0,0,17,8,13,4,1,28,6,0,1,9,3,4,1,0,1,0,2,20
'320217B0100',32,4,5,2,1,16,11,2,1,3,3,32,0,1,0,3,12,11,13,6,3,25,10,0,0,8,5,3,1,0,0,0,3,17
'320218B0100',32,12,2,1,1,16,17,2,2,3,1,46,1,1,0,3,17,10,17,7,3,24,9,0,0,14,7,4,2,0,0,0,1,32
'320219B0100',32,8,6,4,1,12,7,1,4,3,7,27,0,1,0,1,9,3,14,3,0,17,4,1,0,12,2,2,1,0,0,1,0,16
'320220B0100',32,12,6,6,1,20,14,4,0,1,5,44,2,3,0,1,13,11,17,11,4,24,4,1,0,22,4,12,0,0,1,1,3,19
'320221B0100',32,12,5,4,3,14,9,3,3,3,2,32,2,1,0,3,9,6,17,9,0,23,11,0,0,13,4,3,0,0,0,0,2,18
'320222B0100',32,8,1,2,0,11,7,4,2,2,8,31,1,0,0,2,13,12,14,2,2,23,3,1,0,11,5,5,0,0,0,0,0,8
'320223B0100',32,8,4,1,0,5,6,1,0,1,5,14,0,0,0,2,7,3,10,2,0,19,5,1,0,8,5,1,1,0,0,0,0,13
'320224B0100',32,8,4,1,0,13,8,1,1,2,2,25,3,0,0,0,10,6,14,8,2,15,3,0,0,6,6,3,2,0,0,0,1,17
'320225B0100',32,12,4,4,1,36,23,7,2,9,10,61,1,2,0,5,25,17,15,12,3,42,11,0,0,24,9,7,2,0,1,1,2,27
'320226B0100',32,12,4,5,1,19,7,3,0,7,1,22,1,1,0,2,8,7,12,1,2,23,4,0,0,9,4,1,1,0,0,0,1,11
'320227B0100',32,12,3,6,1,19,5,4,2,4,8,41,2,3,0,3,11,6,16,1,3,31,7,0,0,19,3,3,2,0,1,0,1,25
'320228B0100',32,4,8,8,1,32,15,3,1,7,7,48,1,0,0,0,18,12,23,4,4,30,9,0,0,13,13,8,0,0,0,1,1,26
'320228C0100',32,4,2,4,1,27,18,2,0,5,10,48,3,3,0,3,16,11,12,6,3,40,18,1,0,24,3,4,0,1,1,2,0,26
'320228C0200',32,4,9,6,1,26,27,3,5,3,3,54,3,0,0,6,17,10,9,4,5,29,10,1,1,15,1,7,1,1,1,1,1,29
'320229B0100',32,4,10,6,1,24,23,2,4,2,7,62,2,4,0,4,27,12,29,5,2,52,14,0,0,36,10,10,2,0,1,3,3,28
'320229C0100',32,4,9,1,2,30,24,6,2,5,6,79,3,1,0,4,18,10,22,6,5,52,12,0,0,34,5,6,2,0,3,0,1,34
'320230B0100',32,8,7,6,1,10,10,2,1,4,4,23,2,0,0,1,7,6,14,7,3,21,7,2,0,9,2,1,0,0,1,1,0,31
'320230C0100',32,8,3,0,0,22,13,0,1,2,2,31,0,2,0,4,9,10,16,7,0,21,7,0,0,13,4,2,0,0,0,0,0,17
'320231B0100',32,12,3,4,0,17,10,0,0,2,4,35,1,0,0,3,10,10,17,5,1,24,10,2,1,12,7,6,0,0,1,0,0,17
'320231C0100',32,12,6,3,0,13,11,8,2,3,4,55,1,0,0,4,9,8,9,8,3,29,7,0,1,12,5,5,0,0,1,1,2,23
