CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,MORENA,PT_MORENA,PVEM,MC,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'160130B0100',16,12,2,1,0,3,3,5,1,4,0,4,2,7,3,0,4,0,6,2,0,0
'160131B0100',16,12,4,2,3,2,2,9,1,2,3,4,7,4,0,0,3,0,10,6,0,1
'160132B0100',16,18,18,9,11,19,11,18,7,20,6,23,29,32,11,2,23,2,52,16,0,5
'160132C0100',16,18,15,8,4,18,12,18,6,18,7,30,21,26,9,0,28,2,43,28,1,3
'160133B0100',16,6,15,6,5,15,15,19,8,18,8,27,17,17,3,2,18,1,33,11,0,5
'160133C0100',16,6,12,7,9,19,14,26,6,15,9,16,21,22,10,0,9,1,30,9,0,4
'160134B0100',16,6,5,2,3,6,6,12,5,1,1,9,8,6,8,1,8,1,19,9,0,1
'160135B0100',16,6,14,5,3,11,8,12,7,13,5,10,17,15,9,0,12,0,32,13,0,4
'160136B0100',16,12,19,6,2,25,8,25,5,13,12,22,13,32,13,0,24,3,40,11,1,4
'160136C0100',16,12,20,12,11,17,12,26,9,18,7,17,20,23,9,0,29,1,55,15,0,5
'160137B0100',16,24,29,11,2,32,23,23,5,22,10,26,29,30,9,0,18,1,71,15,0,3
'160137C0100',16,24,23,13,11,23,12,23,6,25,9,34,22,21,11,0,25,0,43,14,1,3
'160137C0200',16,24,22,6,7,14,15,16,12,27,12,34,28,29,8,2,24,0,50,13,1,4
'160138B0100',16,12,13,2,1,10,7,6,3,9,3,6,14,14,5,2,8,0,16,8,0,1
'160138E0100',16,12,25,6,4,21,13,18,11,18,8,20,22,29,13,1,21,2,46,16,2,6
'160139B0100',16,24,22,14,6,33,10,24,21,21,8,30,12,24,14,4,19,2,50,22,0,7
'160139C0100',16,24,19,10,9,25,8,25,6,27,9,28,31,31,15,2,21,2,54,25,0,4
'160139C0200',16,24,26,16,11,25,19,25,8,20,6,19,22,30,9,1,17,3,54,23,0,6
'160140B0100',16,12,12,7,6,18,10,18,13,14,8,23,28,11,9,1,14,1,40,13,0,3
'160140C0100',16,12,22,8,5,18,13,19,9,22,5,24,20,26,13,3,19,4,41,9,0,1
'160140C0200',16,12,30,8,3,17,18,24,10,13,14,19,17,29,12,2,16,2,33,16,0,4
'160141B0100',16,24,32,14,7,21,12,24,8,15,9,35,23,22,9,0,27,0,40,21,0,8
'160141C0100',16,24,23,12,8,20,8,20,11,18,11,37,20,27,10,2,29,1,63,13,1,10
'160142B0100',16,24,19,5,6,31,17,25,11,19,10,35,29,23,14,2,26,3,54,22,0,5
'160142C0100',16,24,29,14,9,21,19,25,15,15,9,28,24,34,8,0,23,4,44,19,1,6
'160142E0100',16,12,17,7,3,17,8,17,3,15,5,22,18,23,8,1,12,1,40,11,0,0
'160142E0101',16,12,20,7,8,18,19,17,9,19,11,22,18,14,9,1,17,2,48,9,1,3
'160143B0100',16,12,12,10,3,21,11,15,6,15,6,16,19,29,10,0,12,2,32,17,0,3
'160143C0100',16,12,22,7,6,13,7,14,7,17,5,24,16,24,5,2,20,1,41,19,0,5
'160144B0100',16,24,20,8,7,21,14,27,12,21,7,29,27,33,9,1,23,2,55,18,0,7
'160145B0100',16,24,26,7,6,18,13,29,13,31,10,29,15,28,12,0,26,3,59,22,0,5
'160145C0100',16,24,24,11,8,27,20,25,9,29,7,23,27,30,12,4,23,4,61,17,0,8
'160146B0100',16,12,18,8,6,14,17,21,8,23,7,21,21,26,8,0,18,1,45,13,0,2
'160146C0100',16,12,9,3,10,20,12,22,6,21,7,25,21,24,9,2,15,0,33,18,0,5
'160147B0100',16,24,25,15,10,21,12,25,6,23,5,30,33,24,10,0,13,2,43,22,1,3
'160147C0100',16,24,24,8,8,14,21,29,12,17,9,27,13,32,14,2,18,0,57,14,0,4
'160147E0100',16,24,36,7,8,22,21,24,10,20,13,22,21,37,14,1,23,3,51,22,0,1
'160148B0100',16,12,22,13,1,16,5,29,10,17,9,18,17,12,7,2,18,2,43,15,0,1
'160148C0100',16,12,17,8,10,23,18,19,11,15,6,19,29,14,9,0,16,1,46,16,0,4
'160149B0100',16,11,20,13,5,24,17,23,7,14,8,17,17,22,7,2,18,3,46,7,0,5
'160149C0100',16,11,27,6,5,28,14,26,7,20,11,19,20,18,7,2,10,3,30,19,1,3
'160150B0100',16,11,14,4,3,23,9,17,7,12,8,25,16,13,9,0,15,2,36,14,0,2
'160150C0100',16,11,15,9,8,15,13,19,4,13,9,25,15,17,4,2,11,0,42,16,1,3
'160151B0100',16,23,25,5,11,21,12,22,10,23,6,29,28,24,17,1,12,3,49,19,0,7
'160151C0100',16,23,14,10,12,17,15,26,7,22,11,22,18,20,14,1,14,5,42,22,0,7
'160151C0200',16,23,21,9,5,19,12,19,6,33,12,24,16,39,9,1,27,3,60,17,0,5
'160152B0100',16,23,24,11,7,19,17,25,9,18,9,23,19,37,8,2,28,1,53,13,2,6
'160153B0100',16,11,22,8,8,17,20,20,9,15,11,23,20,25,7,4,16,3,37,23,0,4
'160153C0100',16,11,18,8,4,19,14,25,6,20,5,25,23,28,12,1,22,1,58,18,0,2
'160153C0200',16,11,19,8,11,21,13,18,9,20,6,20,18,25,8,3,12,1,42,15,0,6
'160154B0100',16,23,27,8,8,26,20,24,15,15,3,31,24,28,10,1,19,1,44,15,0,3
'160154C0100',16,23,31,11,10,31,16,24,9,32,6,20,21,28,7,3,22,0,48,14,1,3
'160154C0200',16,23,25,6,5,19,15,27,12,19,10,13,19,25,8,0,11,2,55,18,1,3
'160154C0300',16,23,25,13,9,19,14,25,8,16,4,28,28,31,15,0,18,3,52,18,0,5
'160155B0100',16,11,25,7,5,20,17,19,6,15,11,32,14,26,11,0,8,3,53,9,2,1
'160155C0100',16,11,19,10,9,23,13,16,10,17,6,22,25,31,7,2,20,5,45,10,1,3
'160155C0200',16,11,25,5,7,13,17,15,11,24,10,21,23,21,11,0,19,3,58,21,0,5
'160156B0100',16,23,20,11,7,21,13,22,10,29,7,27,30,33,12,3,33,3,51,30,0,6
'160156C0100',16,23,28,15,8,20,17,27,11,21,12,30,22,31,14,1,21,1,55,16,2,5
'160156C0200',16,23,22,4,10,16,16,38,9,24,8,26,19,24,15,3,25,0,63,20,1,7
'160156C0300',16,23,27,7,8,23,17,39,4,27,17,33,25,29,10,0,28,2,53,20,0,9
'160157B0100',16,11,20,10,4,23,18,19,9,12,4,19,13,24,7,2,17,1,46,11,0,9
'160157C0100',16,11,17,9,5,15,8,17,7,21,6,22,11,22,12,2,17,1,47,10,0,5
'160157C0200',16,11,21,10,3,16,10,22,9,15,5,26,13,17,5,1,18,5,53,15,3,2
'160158B0100',16,23,23,6,6,23,12,25,8,20,9,32,17,33,9,0,25,2,42,21,0,5
'160158C0100',16,23,22,10,8,26,8,27,10,17,3,24,19,21,8,1,21,5,49,17,0,5
'160159B0100',16,23,28,10,8,19,16,26,4,18,7,26,27,34,8,1,17,1,54,17,0,5
'160159C0100',16,23,22,12,7,29,17,27,10,30,10,33,23,28,8,3,15,2,42,19,0,5
'160159C0200',16,23,22,11,14,23,16,19,11,20,5,29,28,25,16,0,20,3,46,17,0,10
'160160B0100',16,11,13,9,5,25,13,18,7,20,4,24,25,34,14,5,23,3,31,13,1,2
'160160C0100',16,11,23,5,5,22,10,30,7,19,7,17,27,25,12,0,10,1,42,13,0,3
'160160C0200',16,11,18,6,8,19,8,29,6,17,8,26,19,22,13,2,13,1,42,13,1,4
'160161B0100',16,23,26,5,11,16,21,20,7,25,10,31,20,25,12,1,21,4,38,10,0,5
'160161C0100',16,23,23,10,13,14,15,22,14,13,5,31,23,32,9,1,17,1,53,24,0,4
'160161C0200',16,23,24,7,11,13,13,31,8,23,7,32,20,29,6,0,18,0,41,13,0,3
'160162B0100',16,11,12,4,2,14,5,8,6,8,0,25,19,14,7,0,12,1,28,10,0,3
'160163B0100',16,11,21,9,4,18,13,17,7,14,5,13,19,20,8,1,15,3,52,11,0,3
'160163C0100',16,11,21,3,5,13,18,20,9,18,10,19,15,30,6,0,22,0,46,13,0,3
'160164B0100',16,23,28,9,4,23,16,22,10,22,13,26,27,19,9,2,21,3,42,12,0,3
'160165B0100',16,11,16,9,4,12,7,13,9,19,9,12,17,21,11,0,13,2,43,8,0,3
'160165C0100',16,11,12,8,9,8,10,12,4,19,4,23,19,21,7,3,10,1,26,10,0,3
'160166B0100',16,23,29,8,6,29,17,29,9,16,5,21,17,23,15,0,10,3,45,17,0,2
'160166C0100',16,23,22,7,9,18,17,27,9,15,11,29,21,23,8,2,18,2,33,21,1,5
'160167B0100',16,11,17,1,4,19,14,13,6,6,3,15,15,15,5,0,12,1,30,8,0,7
'160168B0100',16,11,10,11,4,11,10,17,5,10,3,18,19,16,4,1,14,2,31,7,0,4
'160169B0100',16,11,14,3,2,13,7,16,9,14,5,15,15,13,6,0,6,0,18,10,0,1
'160170B0100',16,13,25,8,5,20,19,21,12,21,7,22,26,28,8,0,22,2,35,16,0,9
'160170C0100',16,13,20,12,11,22,15,21,5,27,10,29,26,23,10,0,21,3,42,29,0,7
'160170C0200',16,13,27,8,5,24,23,28,11,32,6,23,20,31,10,2,23,0,57,20,0,7
'160170C0300',16,13,26,7,9,21,23,17,7,24,9,24,36,18,9,2,19,1,56,8,0,2
'160171B0100',16,1,18,4,7,16,10,23,6,21,7,22,12,25,11,1,12,0,41,14,1,1
'160171C0100',16,1,14,2,7,20,11,16,11,17,8,18,21,24,7,0,17,2,52,10,0,1
'160171C0200',16,1,19,7,2,18,19,13,6,19,3,19,21,23,13,1,20,2,38,14,0,3
'160172B0100',16,1,18,11,7,15,11,25,10,12,9,23,18,28,7,2,17,2,40,16,1,3
'160172C0100',16,1,19,6,3,18,8,29,14,22,13,25,24,28,6,1,22,4,39,14,1,4
'160172C0200',16,1,22,10,5,20,21,28,3,18,10,19,18,25,16,1,17,2,48,19,0,6
'160173B0100',16,13,15,7,7,16,15,30,9,16,11,19,23,30,16,1,16,1,52,16,0,9
'160173C0100',16,13,19,8,5,18,9,15,10,18,6,14,24,37,11,1,18,2,54,24,1,8
'160173C0200',16,13,30,14,10,24,15,20,8,19,5,21,25,26,20,0,20,1,53,15,1,4
'160174B0100',16,1,18,8,5,13,11,18,10,13,8,26,22,23,11,4,17,1,39,15,0,1
'160174C0100',16,1,19,5,9,14,12,26,8,20,5,21,24,21,6,2,12,1,34,19,0,3
'160174C0200',16,1,24,6,6,23,11,22,3,13,11,28,20,25,7,0,22,2,37,16,0,1
'160175B0100',16,1,15,4,6,15,9,16,2,10,6,12,15,13,8,0,14,0,35,11,0,6
'160175E0100',16,1,6,1,0,10,6,8,2,6,1,7,6,8,1,0,9,0,12,8,0,3
'160176B0100',16,13,21,8,4,15,15,29,9,26,7,35,30,28,8,1,17,4,56,17,1,6
'160176C0100',16,13,27,7,7,25,18,18,7,25,7,26,18,44,10,1,22,0,56,27,1,6
'160176E0100',16,1,14,6,4,15,9,16,5,11,7,13,21,22,12,0,17,2,35,9,0,2
'160176E0200',16,1,5,3,3,4,2,9,4,10,2,6,7,4,3,0,2,1,13,3,0,0
'160177B0100',16,1,7,2,5,6,5,11,2,8,4,10,3,12,2,0,6,0,18,4,0,2
'160177E0100',16,1,5,1,2,4,4,7,0,0,3,2,2,2,0,0,6,0,9,1,0,0
'160177E0200',16,1,7,6,0,15,4,6,7,9,3,11,9,9,1,0,9,0,18,5,0,3
'160178B0100',16,13,22,6,5,14,16,22,12,20,14,22,10,25,8,0,14,1,54,12,0,1
'160178E0100',16,1,3,3,2,7,1,4,2,10,0,2,4,1,5,0,5,0,12,5,0,1
'160179B0100',16,1,8,4,4,11,6,16,3,2,1,14,7,19,4,0,12,2,26,6,0,1
'160180B0100',16,1,13,5,3,8,6,12,7,12,4,11,14,19,6,0,10,0,31,6,1,5
'160180E0100',16,1,16,9,5,14,7,20,6,13,3,15,13,18,0,1,6,0,28,8,0,1
'160181B0100',16,1,16,4,10,22,13,24,2,21,11,28,12,15,5,1,20,4,36,11,0,3
'160181C0100',16,1,15,6,5,27,13,21,7,18,12,17,22,16,11,2,14,0,32,13,1,4
'160181C0200',16,1,20,3,8,22,9,20,6,13,7,23,25,21,9,0,19,1,43,20,1,2
'160181E0100',16,1,4,1,3,5,0,7,2,6,0,5,7,6,3,0,3,0,12,3,0,0
'160182B0100',16,1,13,3,3,5,8,6,1,9,4,12,6,9,3,0,8,1,16,4,0,1
'160183B0100',16,1,3,2,1,3,2,5,1,3,1,7,4,3,3,0,1,1,8,3,0,2
'160184B0100',16,4,19,10,4,17,16,19,5,11,14,20,13,25,6,1,13,1,35,12,0,1
'160184C0100',16,4,14,5,6,15,8,18,14,9,5,21,15,19,7,1,16,2,33,12,0,4
'160185B0100',16,4,18,4,6,14,15,27,3,20,3,23,22,27,7,2,15,3,46,12,0,4
'160185C0100',16,4,25,6,13,22,14,20,4,21,12,18,17,20,13,2,21,2,39,12,0,4
'160185C0200',16,4,20,8,6,23,21,23,7,24,12,33,18,30,10,0,17,3,42,12,0,4
'160186B0100',16,16,17,14,11,20,23,14,10,22,9,31,17,23,7,1,29,4,48,17,1,5
'160187B0100',16,16,26,10,7,22,18,26,15,18,12,31,29,35,13,1,17,4,50,24,0,9
'160188B0100',16,16,28,11,3,33,13,27,11,21,6,26,24,30,8,3,20,1,38,19,0,9
'160188C0100',16,16,26,7,8,26,11,18,12,29,8,18,31,28,12,3,32,4,53,14,1,2
'160189B0100',16,4,17,11,5,16,14,21,4,20,4,9,15,23,11,0,17,1,38,18,0,5
'160189C0100',16,4,22,5,7,14,10,14,7,17,9,17,27,21,7,1,19,1,37,12,0,1
'160190B0100',16,24,24,8,6,26,17,25,7,22,6,28,20,30,14,2,18,3,50,15,0,4
'160190C0100',16,24,24,14,8,18,15,26,7,27,9,25,28,35,12,4,35,1,59,16,0,3
'160190C0200',16,24,19,17,8,22,10,20,15,23,11,36,29,25,16,0,26,3,59,16,0,6
'160190C0300',16,24,30,10,7,25,24,23,11,26,11,24,22,38,15,1,17,1,54,22,1,3
'160191B0100',16,24,21,8,6,18,19,19,9,16,6,36,31,18,7,1,21,8,55,18,0,3
'160191C0100',16,24,17,8,8,23,19,28,7,17,9,29,25,23,13,1,13,1,44,13,0,5
'160191C0200',16,24,20,19,7,18,14,21,12,19,10,21,29,20,16,2,22,4,57,19,0,6
'160191C0300',16,24,21,11,5,31,16,21,11,14,9,34,30,22,16,0,17,3,49,10,0,6
'160191C0400',16,24,29,16,6,18,18,27,15,20,7,23,15,32,14,0,28,0,49,11,0,5
'160191C0500',16,24,29,13,16,19,13,25,8,22,7,24,27,22,13,1,27,3,52,17,1,3
'160192B0100',16,12,20,6,6,13,15,23,9,11,6,19,14,21,9,1,16,3,43,7,0,2
'160192C0100',16,12,13,6,3,14,19,12,8,13,6,30,16,26,21,1,22,2,41,13,2,2
'160193B0100',16,12,11,9,8,11,17,19,6,12,10,19,12,25,11,0,11,1,42,11,0,2
'160193C0100',16,12,13,8,6,17,8,11,9,15,5,24,17,20,5,1,11,1,40,13,1,4
'160194B0100',16,12,16,8,3,21,14,11,7,21,3,14,22,12,9,0,23,1,42,17,0,7
'160195B0100',16,24,18,10,9,20,20,27,8,22,8,34,24,37,12,1,20,3,47,13,0,3
'160196B0100',16,12,7,1,1,4,4,3,1,5,1,6,2,4,1,0,4,1,3,3,0,0
'160197B0100',16,12,12,5,6,11,10,15,6,19,7,20,9,25,8,1,9,4,33,12,0,2
'160198B0100',16,24,33,4,8,25,13,22,14,26,13,26,26,29,10,1,32,3,53,17,1,6
'160198C0100',16,24,26,12,5,28,16,24,13,31,9,39,31,38,12,2,20,0,52,19,0,3
'160199B0100',16,12,22,12,5,19,10,23,8,16,7,15,18,17,7,0,16,0,46,15,0,6
'160199C0100',16,12,17,8,4,14,11,24,4,15,10,25,22,20,11,0,18,1,42,7,0,4
'160199C0200',16,12,24,4,3,20,21,23,4,17,10,25,14,21,6,0,17,0,41,16,1,1
'160200B0100',16,24,16,21,5,19,20,26,7,26,2,24,22,31,17,0,25,1,47,19,1,10
'160200C0100',16,24,17,4,8,11,17,25,9,30,14,23,22,30,14,1,20,0,59,19,0,4
'160200C0200',16,24,28,9,2,15,9,29,15,30,6,33,25,37,16,4,23,0,39,18,1,6
'160201B0100',16,24,23,7,5,29,8,24,11,18,11,30,29,23,13,0,20,2,51,18,0,5
'160201C0100',16,24,20,11,8,23,17,24,15,18,5,33,17,28,12,0,18,0,61,16,0,1
'160201C0200',16,24,29,15,5,20,12,18,9,12,10,22,29,28,4,1,19,3,56,13,0,3
'160202B0100',16,24,20,4,10,25,15,16,10,22,13,30,25,19,9,0,31,2,53,16,1,7
'160202C0100',16,24,21,7,13,21,18,23,15,21,6,15,20,22,9,3,20,2,58,20,0,4
'160202C0200',16,24,22,10,9,21,28,26,8,22,14,24,19,30,11,2,29,5,46,12,1,6
'160203B0100',16,12,24,12,5,15,12,29,15,20,6,22,18,21,14,1,16,2,51,10,0,5
'160203C0100',16,12,20,5,6,14,14,18,8,25,12,16,25,31,12,3,21,4,44,14,0,4
'160203C0200',16,12,13,6,8,14,16,22,6,19,6,22,31,29,13,1,22,0,43,14,1,5
'160204B0100',16,12,17,10,6,16,18,27,9,15,10,16,24,29,8,1,22,3,53,20,0,1
'160204C0100',16,12,21,11,6,18,10,34,7,11,4,26,18,31,8,2,10,1,43,16,0,1
'160204C0200',16,12,20,11,7,19,14,23,10,18,8,21,21,16,11,1,11,2,44,18,0,5
'160205B0100',16,12,16,5,4,14,17,15,11,7,12,19,16,24,10,1,18,1,49,9,0,3
'160205C0100',16,12,23,5,4,13,9,18,10,26,11,17,17,22,10,0,24,1,49,11,0,6
'160205C0200',16,12,15,10,5,17,20,20,11,11,9,20,22,26,12,1,16,1,36,10,0,6
'160206B0100',16,12,20,3,2,17,14,14,4,15,6,20,15,19,7,0,10,3,32,6,0,2
'160206C0100',16,12,21,4,5,19,12,18,5,12,8,16,14,22,8,1,13,2,33,15,0,2
'160207B0100',16,12,11,7,2,11,3,12,6,18,7,20,17,17,5,2,17,3,30,15,0,5
'160207C0100',16,12,22,4,7,20,15,17,1,17,4,16,15,12,8,1,11,0,43,10,0,3
'160208B0100',16,12,19,7,5,15,16,17,7,16,6,24,14,35,6,1,19,2,47,11,0,4
'160208C0100',16,12,17,7,6,19,17,17,7,20,4,20,20,19,6,4,24,0,37,13,1,5
'160208C0200',16,12,24,4,10,18,9,12,8,16,7,25,19,31,13,1,20,1,37,13,0,0
'160209B0100',16,12,18,5,1,22,13,27,9,17,8,27,27,35,9,1,22,0,45,14,0,2
'160209C0100',16,12,31,8,3,17,13,20,9,14,5,20,20,18,7,0,19,4,39,17,0,3
'160209C0200',16,12,15,8,4,22,14,17,10,22,9,21,15,28,15,2,16,1,46,18,1,6
'160209C0300',16,12,21,7,8,24,16,14,4,16,7,25,24,25,7,2,22,4,41,16,0,9
'160210B0100',16,12,27,7,7,22,15,18,9,14,14,30,20,18,10,0,19,5,44,11,0,6
'160211B0100',16,12,14,12,3,8,10,21,6,9,3,22,12,17,7,0,12,1,24,6,1,1
'160211C0100',16,12,16,7,3,9,14,18,7,11,5,20,13,22,8,1,13,0,30,10,0,1
'160212B0100',16,12,15,7,4,22,8,21,4,13,7,21,16,12,8,0,15,0,37,13,0,4
'160213B0100',16,15,13,6,4,23,21,29,6,20,4,17,19,27,12,0,18,2,47,15,0,8
'160213C0100',16,15,26,10,9,22,15,27,5,13,10,20,20,32,13,1,29,3,29,14,0,3
'160213C0200',16,15,15,6,10,21,19,15,6,12,2,30,22,30,14,0,23,3,44,21,0,7
'160213C0300',16,15,14,12,6,25,11,38,11,17,6,22,21,26,10,3,19,5,36,18,0,9
'160213C0400',16,15,19,14,6,17,16,17,6,19,8,18,25,28,11,0,17,2,43,16,0,4
'160214B0100',16,3,15,10,5,15,11,15,9,10,4,23,14,19,10,2,20,3,36,9,0,4
'160215B0100',16,3,4,0,2,6,6,15,2,4,2,6,8,10,4,0,6,1,13,5,0,2
'160216B0100',16,3,6,3,3,4,1,9,1,5,2,7,4,8,2,1,3,0,11,2,1,3
'160217B0100',16,3,10,6,3,12,6,15,2,13,9,14,13,19,4,0,11,0,30,6,0,4
'160217C0100',16,3,13,4,0,9,7,11,5,11,2,8,17,14,7,0,15,0,24,10,0,2
'160218B0100',16,3,6,6,3,7,5,4,2,2,3,5,7,5,4,2,4,0,8,4,0,2
'160219B0100',16,3,23,4,11,14,15,24,12,23,6,20,15,26,6,0,16,2,41,16,3,3
'160219C0100',16,3,18,11,7,22,9,19,7,19,4,24,32,22,11,1,23,1,41,12,0,3
'160220B0100',16,3,14,6,6,6,10,19,3,12,4,15,15,13,11,0,7,1,29,14,0,4
'160221B0100',16,3,18,4,5,11,8,21,2,12,4,25,12,21,9,1,11,2,32,15,0,2
'160222B0100',16,3,11,4,5,5,5,11,2,5,3,7,10,3,5,0,10,1,20,5,0,1
'160223B0100',16,3,11,7,5,2,15,11,5,13,2,12,11,14,5,1,11,0,30,10,0,4
'160224B0100',16,3,12,5,8,15,10,11,4,12,1,10,10,14,11,0,8,1,31,3,0,3
'160225B0100',16,12,11,2,5,19,10,24,11,17,12,26,29,16,14,1,13,4,31,15,1,7
'160225C0100',16,12,14,10,5,12,11,23,6,19,2,27,18,26,10,1,16,1,52,12,1,0
'160225C0200',16,12,22,5,7,15,20,25,5,18,11,14,24,19,6,0,19,1,32,14,0,4
'160226B0100',16,24,24,18,6,20,18,29,12,28,13,29,20,30,12,0,22,2,50,16,0,6
'160226C0100',16,24,30,8,5,24,24,27,11,24,10,36,41,29,8,3,21,2,58,17,1,9
'160226C0200',16,24,22,11,7,24,12,32,9,28,8,36,19,36,12,1,18,3,51,24,0,3
'160227B0100',16,12,6,2,5,13,7,14,3,11,4,8,8,12,3,1,9,0,23,8,1,0
'160228B0100',16,24,28,13,6,28,25,23,9,15,8,31,32,31,16,4,20,3,52,20,0,4
'160229B0100',16,12,34,10,7,21,22,9,6,18,6,21,22,24,10,0,19,2,56,18,0,1
'160229C0100',16,12,31,13,7,30,10,18,8,19,6,26,25,23,11,0,19,2,36,15,0,1
'160229C0200',16,12,31,8,5,27,11,20,9,20,9,21,20,24,6,2,16,2,38,7,1,6
'160230B0100',16,12,7,2,1,7,8,6,1,8,2,9,6,8,2,0,10,0,10,3,1,1
'160231B0100',16,12,10,3,2,12,8,19,6,13,5,13,9,15,15,0,13,1,26,4,1,2
'160231C0100',16,12,10,2,2,17,9,11,8,12,4,27,14,15,2,0,16,0,30,14,1,0
'160232B0100',16,24,21,8,2,25,19,25,20,30,8,27,24,32,8,1,18,1,42,10,0,7
'160232C0100',16,24,26,12,10,28,7,19,9,21,7,28,20,21,11,2,29,1,57,13,0,6
'160233B0100',16,12,23,4,5,17,13,25,9,22,9,29,17,16,10,1,18,1,37,7,1,3
'160233C0100',16,12,20,7,8,26,15,13,3,14,8,21,17,24,8,0,19,1,36,16,0,4
'160234B0100',16,24,28,11,5,31,20,30,9,28,4,19,28,35,8,2,15,1,46,23,1,4
'160235B0100',16,12,23,3,3,18,16,19,8,23,4,18,12,26,12,1,14,1,43,13,0,8
'160236B0100',16,12,7,4,2,5,8,10,0,4,2,7,7,4,0,0,4,0,8,5,1,3
'160237B0100',16,24,26,13,12,14,21,27,4,26,15,30,32,34,16,1,17,0,43,22,0,4
'160237C0100',16,24,27,13,6,15,16,19,12,23,9,38,29,36,22,2,19,2,66,11,0,5
'160237C0200',16,24,30,8,13,23,21,30,8,23,9,37,17,26,11,1,14,2,58,22,1,4
'160237C0300',16,24,34,9,8,28,21,24,8,25,6,30,25,28,16,4,24,2,51,21,0,3
'160238B0100',16,24,38,4,9,27,21,16,12,21,8,28,23,33,10,0,23,2,65,16,0,6
'160238C0100',16,24,37,12,8,30,19,20,11,29,8,34,30,27,12,0,25,0,45,28,1,5
'160239B0100',16,12,19,6,10,26,12,19,10,23,10,23,18,36,9,0,14,1,42,15,0,0
'160239C0100',16,12,31,9,8,27,12,23,10,18,13,22,16,28,4,1,22,0,42,8,1,4
'160240B0100',16,24,25,9,10,12,17,24,11,28,8,40,23,32,10,4,19,3,54,17,0,3
'160240C0100',16,24,26,11,7,24,13,18,13,20,11,25,24,31,14,1,26,2,46,11,1,2
'160240C0200',16,24,28,11,7,21,16,28,9,16,4,26,24,27,18,1,21,2,59,14,0,4
'160240S0100',16,12,45,16,17,41,24,40,20,36,17,45,39,55,24,2,39,2,88,50,2,9
'160241B0100',16,12,13,3,3,25,7,19,3,22,4,23,25,19,10,2,13,2,32,14,0,5
'160241C0100',16,12,11,4,8,14,8,18,7,12,4,29,15,18,11,0,15,7,45,13,0,2
'160242B0100',16,24,23,9,6,22,28,26,7,26,12,30,24,31,15,1,15,2,50,14,0,3
'160242C0100',16,24,22,11,5,21,14,26,7,21,7,23,28,27,8,0,22,2,46,16,0,4
'160242C0200',16,24,32,8,12,21,18,33,7,21,4,27,28,28,15,1,18,2,51,16,1,5
'160242C0300',16,24,15,10,8,30,17,18,12,20,13,23,20,21,10,1,17,4,55,16,0,5
'160242C0400',16,24,26,8,3,25,23,18,6,20,7,31,31,23,9,1,21,0,46,17,0,6
'160244B0100',16,12,2,2,3,3,4,4,1,2,3,1,6,6,1,1,6,0,11,4,0,1
'160245B0100',16,12,20,14,3,14,11,17,5,16,7,17,15,19,7,0,17,0,38,15,0,5
'160246B0100',16,12,20,13,9,18,13,20,3,15,6,30,22,24,8,1,13,1,38,14,2,0
'160248B0100',16,12,4,1,2,3,2,4,1,8,1,3,2,1,2,0,3,0,12,3,0,0
'160249B0100',16,12,18,3,8,11,15,17,8,17,9,14,20,23,6,0,10,1,39,12,0,5
'160250B0100',16,12,8,2,1,11,5,17,1,11,1,4,8,9,4,0,9,1,17,2,0,1
'160251B0100',16,12,7,1,4,11,13,12,2,8,4,11,8,8,5,0,8,0,22,11,1,6
'160252B0100',16,12,10,6,6,6,3,6,5,5,2,10,7,12,2,1,8,0,13,7,0,1
'160254B0100',16,12,3,1,1,7,4,5,5,7,2,5,6,4,5,0,2,0,8,6,0,0
'160255B0100',16,12,5,2,2,4,2,12,1,5,3,9,8,8,5,0,5,1,12,5,1,1
'160256B0100',16,12,9,8,4,22,13,20,2,19,5,23,16,18,8,2,18,2,29,15,0,7
'160257B0100',16,7,16,3,6,15,9,11,7,11,5,8,11,13,3,0,13,0,39,13,0,3
'160257C0100',16,7,13,5,3,10,8,15,15,6,7,15,11,17,4,1,16,0,28,6,0,2
'160258B0100',16,7,15,7,4,11,9,18,5,8,4,16,13,14,4,2,12,1,40,9,0,4
'160258C0100',16,7,13,4,3,12,9,14,7,16,8,24,11,21,4,0,13,3,41,18,0,2
'160259B0100',16,19,24,7,7,18,14,29,13,19,7,24,16,27,14,0,24,1,55,14,0,2
'160259C0100',16,19,22,6,4,23,18,20,10,12,9,22,23,33,9,3,21,1,42,20,0,2
'160260B0100',16,7,19,9,7,20,21,16,9,14,10,24,17,23,7,0,25,3,51,13,0,3
'160260C0100',16,7,17,8,8,24,7,17,8,14,6,23,18,27,7,0,15,3,32,18,0,5
'160261B0100',16,7,26,14,4,12,7,23,5,14,10,25,16,17,3,2,13,1,39,11,0,5
'160262B0100',16,7,25,12,1,23,17,19,8,16,10,21,10,26,15,3,17,4,46,15,0,4
'160262C0100',16,7,20,4,5,28,12,22,9,16,12,21,33,21,8,0,20,2,44,12,1,7
'160263B0100',16,19,24,8,4,28,21,24,9,24,6,28,21,24,8,3,26,3,52,12,1,3
'160264B0100',16,19,24,8,9,20,13,22,9,25,7,22,25,25,10,1,23,2,52,9,0,4
