CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PVEM_PT_MORENA_PANAL,PVEM_PT_MORENA,PVEM_MORENA_PANAL,PVEM_PT_PANAL,PT_MORENA_PANAL,PVEM_PT,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'180414E0100',18,7,27,5,18,5,7,19,3,15,4,0,3,15,4,4,0,0,4,1,8,2,1,3,2,0,11,0,0,1,3,1,0,1,6
'180415B0100',18,9,41,21,40,11,24,34,11,32,5,0,8,41,13,6,0,0,8,2,26,6,5,6,3,1,21,4,0,1,3,1,0,5,11
'180416B0100',18,9,37,16,43,9,15,18,6,22,3,0,7,37,10,7,1,0,6,2,27,5,0,3,3,2,11,1,0,3,5,1,1,3,12
'180416C0100',18,9,35,22,24,6,7,33,10,30,4,0,9,36,4,11,2,0,9,0,22,4,4,4,2,1,14,1,3,3,8,5,3,4,10
'180417B0100',18,7,10,6,11,2,7,12,3,3,1,0,5,10,0,5,0,0,3,0,7,2,0,0,2,1,5,0,0,1,1,0,0,2,3
'180417E0100',18,7,6,2,6,3,4,4,3,5,3,0,1,9,1,2,0,0,1,0,3,1,0,0,0,0,0,2,0,0,3,1,0,0,1
'180418B0100',18,9,18,6,24,8,14,21,9,18,7,0,9,30,6,3,0,0,8,2,15,4,0,1,2,0,11,0,0,1,1,3,1,3,3
'180419B0100',18,9,20,17,41,5,18,21,10,22,4,0,6,24,6,7,1,0,4,1,28,7,2,2,2,0,8,2,0,0,7,1,1,1,6
'180420B0100',18,7,17,9,20,4,11,15,5,18,6,0,4,20,5,7,0,0,4,0,12,2,0,0,2,1,7,1,0,0,5,1,1,2,5
'180421B0100',18,5,37,17,28,6,19,29,16,27,6,0,7,31,12,7,0,0,5,2,23,6,1,1,7,3,10,2,2,1,7,0,1,4,8
'180421C0100',18,5,33,7,37,8,14,35,4,34,4,1,7,38,5,8,0,0,5,1,23,8,2,2,3,3,11,1,1,2,17,0,2,2,12
'180421C0200',18,5,31,15,28,8,17,23,17,34,7,1,8,32,7,4,1,0,4,3,18,9,2,1,1,1,11,3,2,4,9,1,5,2,11
'180422B0100',18,9,35,17,28,11,14,49,13,27,8,1,4,44,12,5,0,0,4,3,21,4,6,4,2,1,15,0,2,1,11,3,4,2,6
'180423B0100',18,9,27,14,36,7,20,32,13,32,10,0,11,40,6,9,0,0,7,1,21,2,0,2,5,1,11,2,2,0,10,3,0,3,7
'180424B0100',18,9,16,8,24,5,7,26,11,22,4,0,10,21,5,6,0,0,4,1,18,3,1,2,1,1,11,1,0,3,3,1,1,2,10
'180425B0100',18,9,32,19,37,6,13,29,11,28,8,0,8,40,8,8,1,0,7,2,17,10,1,1,2,2,12,2,0,3,7,5,1,4,4
'180426B0100',18,7,11,8,13,2,6,11,3,6,3,0,4,13,0,0,0,0,4,0,7,0,1,1,0,0,3,3,1,1,2,2,0,1,1
'180427B0100',18,7,22,9,23,6,11,24,7,19,4,0,3,9,5,6,0,0,8,1,20,6,0,2,2,0,6,3,1,3,10,3,0,2,3
'180427C0100',18,7,22,23,27,6,5,21,3,16,6,0,5,21,4,3,0,0,4,2,16,6,0,3,4,3,11,2,1,1,7,4,1,2,9
'180428B0100',18,7,3,3,8,3,1,6,2,6,1,0,0,8,1,1,0,0,1,0,2,0,2,0,0,1,2,0,0,0,1,1,0,0,0
'180429B0100',18,9,29,15,26,5,13,20,6,23,6,0,7,27,4,5,1,0,5,3,12,2,1,2,4,1,13,1,0,0,5,1,1,2,6
'180429C0100',18,9,11,10,24,6,11,18,6,22,8,1,5,24,10,3,0,0,3,2,21,5,1,2,1,2,12,3,1,0,8,3,0,5,7
'180430B0100',18,3,29,16,23,5,19,22,3,28,6,1,11,29,5,5,0,0,2,1,20,7,0,3,1,2,18,1,0,1,8,1,0,6,6
'180431B0100',18,7,35,17,31,9,20,35,10,37,7,0,14,36,4,5,0,0,9,1,18,4,1,1,4,0,13,4,1,0,9,0,1,4,9
'180432B0100',18,3,6,3,8,1,2,8,2,5,0,0,3,6,1,0,0,0,1,0,2,1,0,1,1,0,2,1,1,0,2,0,0,1,2
'180433B0100',18,9,33,13,31,3,13,20,14,24,11,0,11,26,11,5,0,0,7,4,11,5,1,3,3,1,10,4,1,0,4,6,0,3,10
'180433C0100',18,9,30,17,30,3,12,27,6,25,5,0,6,35,3,6,1,0,2,1,16,6,2,0,4,6,6,2,0,0,4,7,1,3,10
'180433C0200',18,9,19,13,29,10,23,30,17,19,4,0,11,30,7,7,0,0,6,1,13,6,2,1,11,1,11,3,0,1,5,1,1,2,6
'180435B0100',18,6,13,10,19,4,9,28,7,22,7,0,10,19,3,1,0,1,7,1,17,7,3,2,1,0,9,1,1,0,3,0,1,1,4
'180435C0100',18,6,24,10,27,5,10,27,11,17,9,0,7,32,2,3,0,0,6,1,9,5,1,1,0,2,10,1,2,2,6,1,0,1,4
'180436B0100',18,1,31,11,26,4,14,25,11,25,5,0,7,26,6,6,0,0,6,2,14,6,2,2,4,0,13,3,1,0,5,3,0,4,6
'180436C0100',18,1,28,15,25,5,11,19,14,21,11,0,11,14,8,4,0,0,6,1,20,6,2,4,2,0,14,1,3,1,4,2,0,4,3
'180437B0100',18,1,30,13,38,9,13,30,8,22,4,0,9,28,6,6,1,0,5,0,21,3,0,1,1,2,12,1,3,2,5,2,0,2,6
'180437C0100',18,1,27,13,38,1,19,29,6,27,6,0,9,33,9,9,1,0,6,0,21,6,1,1,4,1,14,2,0,1,16,5,1,3,6
'180437C0200',18,1,38,12,30,11,9,20,8,34,10,0,5,29,6,6,0,0,5,2,19,6,0,2,2,1,18,1,1,1,4,3,1,3,3
'180438B0100',18,1,20,10,27,5,14,14,7,15,3,0,5,27,3,4,1,0,6,1,13,2,1,1,2,0,9,1,2,2,7,2,2,4,5
'180438C0100',18,1,20,11,23,6,4,19,12,20,1,2,3,22,5,2,1,0,4,0,11,5,0,3,2,1,7,3,0,0,8,5,1,4,6
'180439B0100',18,1,22,9,22,3,10,16,12,18,6,0,4,16,5,7,0,0,3,1,6,3,0,1,1,2,10,1,1,0,6,1,0,3,7
'180440B0100',18,1,29,13,20,4,11,19,5,11,10,0,8,24,8,1,0,1,4,0,9,6,3,2,2,2,11,4,0,2,8,3,3,4,4
'180441B0100',18,6,32,12,18,3,13,25,14,16,4,0,11,28,5,2,0,0,1,1,15,4,2,2,3,1,7,2,1,2,11,2,1,1,12
'180441C0100',18,6,29,9,32,9,12,20,12,21,4,0,8,29,11,4,1,0,4,3,27,4,0,7,1,0,8,0,0,1,4,4,1,3,10
'180442B0100',18,6,33,15,36,5,19,30,16,29,7,0,10,38,8,5,1,0,11,3,23,6,1,2,4,0,12,1,2,2,11,5,1,3,13
'180442C0100',18,6,32,13,37,13,15,32,11,34,7,1,10,50,8,4,0,0,4,1,31,10,3,3,1,0,21,1,1,2,7,2,0,2,8
'180443B0100',18,1,34,10,33,6,13,31,7,29,6,0,8,34,9,9,0,0,8,0,21,9,0,5,4,0,10,2,0,1,5,1,1,6,8
'180444B0100',18,1,10,10,15,2,13,15,5,16,1,0,2,24,2,1,0,0,2,3,10,2,1,3,1,0,11,0,0,2,2,2,1,8,8
'180445B0100',18,1,13,9,8,5,5,11,6,8,1,0,3,17,1,5,1,0,1,1,10,2,1,0,2,0,4,0,0,0,4,0,0,1,4
'180446B0100',18,1,28,13,12,4,10,21,2,24,8,0,3,29,7,2,0,0,4,1,8,1,4,1,0,0,10,3,0,0,8,1,1,2,6
'180447B0100',18,1,25,15,42,8,7,26,10,23,8,0,14,31,6,9,2,0,9,4,35,5,2,1,3,1,7,2,0,1,7,2,2,2,11
'180448B0100',18,1,23,17,29,10,11,28,13,26,6,0,11,30,6,7,0,0,6,2,20,7,1,1,3,1,13,2,0,1,10,3,1,3,11
'180449B0100',18,1,12,5,8,2,4,14,7,9,3,0,1,17,4,2,0,0,2,3,11,2,0,1,0,0,9,3,0,1,5,2,0,3,2
'180450B0100',18,1,24,9,32,12,10,28,7,17,3,0,9,25,4,10,0,0,6,1,22,3,1,2,5,0,7,2,0,1,2,0,0,3,6
'180451B0100',18,6,24,11,24,3,13,26,13,15,8,0,3,31,12,2,0,0,8,4,13,3,0,4,4,0,8,1,1,1,4,0,2,2,9
'180451C0100',18,6,25,15,26,5,23,25,6,26,8,0,7,18,3,7,0,0,10,1,25,5,0,2,2,0,10,2,0,3,8,1,1,2,3
'180452B0100',18,1,24,5,12,5,12,16,4,7,3,0,2,23,3,4,0,0,3,2,14,6,0,3,1,0,6,0,0,1,3,4,1,0,4
'180452S0100',18,1,57,16,68,18,27,66,21,32,14,0,11,69,14,10,0,0,12,6,45,10,3,1,6,7,22,2,2,3,15,4,3,3,15
'180453B0100',18,1,12,5,9,1,7,8,4,13,0,0,3,10,5,4,1,0,0,3,8,3,1,0,1,1,3,0,1,1,2,0,0,0,2
'180454B0100',18,1,11,8,17,4,5,13,4,12,1,0,2,7,2,0,0,0,2,1,9,1,0,1,1,1,6,0,1,0,3,1,0,0,1
'180455B0100',18,1,14,10,23,5,15,22,7,17,3,0,4,23,5,6,0,0,5,2,18,4,1,0,4,1,11,1,1,0,6,3,0,1,7
'180456B0100',18,6,19,5,15,3,11,18,10,13,8,0,5,23,4,2,0,0,7,2,13,4,1,1,0,0,6,1,0,0,4,3,0,3,9
'180457B0100',18,6,21,9,24,2,7,18,5,12,5,1,9,26,8,5,0,0,5,1,11,4,1,1,2,1,7,1,0,0,6,1,1,3,5
'180457C0100',18,6,17,10,29,4,2,19,6,17,9,1,5,24,6,2,0,0,7,3,15,1,2,2,3,0,19,2,0,1,2,1,0,2,6
'180458B0100',18,8,20,9,12,1,8,13,2,11,5,1,6,19,8,3,1,0,4,2,9,4,2,3,2,1,12,1,0,1,6,0,4,0,8
'180458C0100',18,8,16,7,16,5,9,19,7,31,4,1,3,19,7,8,1,0,6,0,16,2,0,4,0,0,5,2,2,0,2,2,1,2,3
'180459B0100',18,8,25,4,31,5,12,19,12,27,2,0,8,19,7,9,0,0,5,0,19,3,1,3,4,1,8,3,2,2,4,3,2,2,7
'180459C0100',18,8,22,12,29,3,17,27,12,24,7,0,5,27,2,6,0,0,4,2,10,7,2,1,2,1,12,5,0,3,6,2,0,3,6
'180460B0100',18,6,28,11,17,1,10,21,4,19,6,0,3,27,9,5,0,0,2,0,13,3,1,4,3,0,10,2,1,1,4,1,1,4,4
'180460C0100',18,6,18,9,22,7,10,29,6,15,7,0,4,24,4,6,1,0,5,1,16,2,0,0,1,0,12,0,2,0,11,2,0,3,7
'180461B0100',18,8,29,12,24,7,10,17,10,23,7,0,11,25,5,3,0,0,8,2,19,5,2,0,2,3,13,4,0,0,14,2,1,7,5
'180462B0100',18,6,8,4,10,2,4,10,3,7,1,0,3,9,4,1,0,0,8,0,9,0,1,0,1,0,2,0,0,2,2,1,0,0,1
'180463B0100',18,8,22,10,36,10,13,31,13,20,6,0,12,35,5,10,0,0,7,1,13,6,3,2,3,3,10,2,2,2,6,6,2,6,12
'180464B0100',18,6,23,7,22,7,7,15,8,20,8,0,8,22,9,4,0,0,7,2,8,5,1,0,1,3,10,0,0,1,3,2,1,6,7
'180465B0100',18,6,27,18,50,10,16,36,12,35,8,1,10,40,8,8,0,0,6,2,19,4,3,4,4,2,13,4,2,1,9,4,0,4,11
'180466B0100',18,8,39,16,27,3,15,28,16,20,8,0,12,27,8,7,0,0,14,0,19,5,2,1,2,1,14,3,1,0,10,0,3,4,10
'180467B0100',18,6,13,6,15,3,8,11,5,12,3,0,4,19,3,5,0,0,1,1,5,6,0,2,3,1,7,0,1,1,6,0,0,0,0
'180468B0100',18,6,22,8,28,8,22,30,8,19,9,0,12,25,5,5,0,0,6,0,21,4,2,3,3,1,10,1,1,0,4,3,2,2,10
'180469B0100',18,8,26,14,31,9,11,30,14,21,6,0,6,19,3,3,0,0,6,1,23,8,0,3,2,2,13,2,0,0,8,3,1,2,3
'180470B0100',18,6,12,14,16,6,14,18,10,18,8,0,8,23,1,4,1,0,7,1,15,6,0,4,0,0,7,1,0,1,4,2,0,2,3
'180470C0100',18,6,21,14,24,3,9,14,5,9,4,0,4,18,4,3,0,0,5,1,16,0,0,3,0,0,14,2,0,0,5,3,0,5,9
'180471B0100',18,8,23,11,25,11,11,34,11,26,7,0,4,26,8,10,0,0,5,5,12,3,3,3,3,0,10,2,1,1,4,0,1,3,7
'180472B0100',18,8,40,16,31,10,16,31,11,38,11,0,3,35,8,8,0,0,8,1,18,4,3,4,0,1,12,2,2,0,10,4,1,7,8
'180473B0100',18,6,32,13,34,8,18,19,7,19,8,0,4,34,5,3,0,0,6,3,15,7,0,4,2,2,10,4,0,0,6,1,2,9,2
'180474B0100',18,8,36,16,30,7,17,38,10,21,9,0,11,43,11,10,0,0,10,4,27,8,3,5,3,2,20,1,1,2,7,4,3,2,10
'180475B0100',18,6,17,10,29,5,12,18,9,13,2,0,7,23,7,7,0,0,5,0,18,3,2,3,5,0,7,1,0,0,4,1,1,4,5
'180476B0100',18,6,22,7,27,5,15,22,10,20,5,0,10,25,2,7,0,0,4,1,13,7,4,5,0,1,5,2,0,1,4,1,0,3,2
'180477B0100',18,6,21,8,17,3,9,15,6,17,3,0,3,18,0,4,0,0,3,0,18,5,2,1,3,0,4,4,0,1,2,1,1,1,2
'180478B0100',18,6,23,7,29,4,18,22,7,25,6,0,8,9,11,9,1,0,3,3,19,2,0,3,0,0,12,2,0,1,9,1,1,4,10
'180480B0100',18,6,7,3,9,1,5,7,3,4,3,0,2,13,1,0,0,0,0,0,7,1,0,1,0,0,2,1,1,1,1,1,0,3,4
'180480E0100',18,6,7,4,13,5,6,13,6,14,6,0,4,22,4,2,0,0,4,1,10,1,1,1,0,1,8,2,0,1,5,2,0,2,4
'180480E0200',18,6,3,3,4,1,5,4,0,4,1,0,3,3,2,1,0,0,0,0,3,1,0,0,0,0,2,0,0,0,2,0,0,1,1
'180481B0100',18,6,3,6,9,2,4,2,4,12,0,0,4,5,4,1,0,0,1,1,6,2,2,0,1,0,3,0,0,1,2,0,0,0,2
'180482B0100',18,6,23,11,20,8,18,27,13,23,8,0,8,19,5,4,0,0,4,0,18,5,0,3,2,1,15,2,1,0,6,2,2,6,7
'180482C0100',18,6,21,11,26,4,16,18,13,19,8,0,11,23,12,2,0,0,7,1,13,5,2,3,0,0,11,2,0,1,6,2,2,1,5
'180483B0100',18,6,30,7,30,6,15,22,10,19,14,0,5,23,2,9,0,0,4,0,16,7,2,1,3,0,16,2,1,3,2,1,1,5,6
'180483C0100',18,6,29,16,28,7,15,23,9,22,7,0,6,36,10,3,0,0,4,1,21,5,1,3,4,2,10,1,0,1,9,3,0,3,8
'180484B0100',18,6,28,6,31,5,14,19,9,27,6,0,2,14,10,5,0,0,6,1,11,3,1,0,3,1,9,2,0,2,6,0,0,1,6
'180484C0100',18,6,25,12,28,8,6,20,7,25,8,0,4,20,4,3,0,0,4,2,20,1,0,2,0,0,9,1,1,1,4,0,1,4,8
'180485B0100',18,6,18,7,9,3,6,15,4,17,5,0,6,21,5,4,0,0,4,0,11,2,2,2,2,1,6,1,1,2,7,3,2,0,4
'180485C0100',18,6,23,3,25,2,9,13,3,16,4,0,2,26,5,0,0,0,5,0,12,10,0,0,2,0,6,0,1,1,6,2,0,3,5
'180486B0100',18,6,22,7,11,4,10,11,8,13,4,0,7,24,3,5,0,0,6,0,9,0,2,1,0,0,4,2,1,2,5,2,0,1,5
'180487B0100',18,6,39,13,26,13,15,35,16,32,11,1,14,43,9,6,0,0,9,1,22,8,2,3,1,1,21,2,1,3,7,1,1,4,11
'180487E0100',18,6,20,4,15,1,12,17,5,11,3,1,7,19,2,2,0,0,4,0,9,1,2,2,3,1,8,0,2,2,4,3,0,6,6
'180488B0100',18,8,39,15,35,4,14,38,14,32,5,0,8,38,13,7,1,0,8,2,26,6,2,3,3,0,21,1,0,1,10,2,1,5,5
'180489B0100',18,6,28,5,25,5,7,17,9,19,8,0,9,22,6,8,0,0,4,1,23,5,1,0,4,2,11,0,1,0,7,3,0,1,3
'180489C0100',18,6,21,11,20,4,13,29,6,18,8,0,6,19,4,1,0,0,5,1,13,2,2,1,0,0,13,3,2,0,5,2,0,2,5
'180490B0100',18,6,35,16,31,4,11,32,14,25,8,0,11,35,4,7,1,0,11,0,19,3,1,5,3,4,9,1,3,2,12,2,2,3,10
'180491B0100',18,6,23,9,28,3,12,27,10,25,4,0,5,27,9,4,0,0,0,3,17,9,4,1,1,2,13,2,1,1,5,1,2,4,9
'180492B0100',18,6,17,5,16,8,5,8,2,12,8,0,5,17,4,5,0,0,0,2,13,5,0,0,1,1,3,0,1,0,5,0,0,2,5
'180493B0100',18,6,24,5,24,5,6,22,5,20,10,0,5,25,4,3,0,0,3,1,14,6,2,3,4,2,6,3,1,0,3,1,0,1,6
'180493C0100',18,6,17,8,28,6,13,25,9,14,12,0,4,22,2,6,0,0,5,1,16,1,1,2,3,0,18,0,0,1,3,3,1,3,7
'180494B0100',18,1,16,8,26,6,8,27,11,19,5,0,7,17,8,6,0,0,5,1,16,3,1,2,1,0,8,0,1,2,3,2,2,3,5
'180495B0100',18,6,31,16,28,7,18,23,10,26,8,0,8,20,5,6,0,0,7,3,24,4,2,2,1,1,10,2,1,0,6,3,0,4,11
'180496B0100',18,6,23,10,24,10,10,21,7,28,8,0,8,17,5,5,0,0,5,1,23,3,0,3,2,1,11,3,3,2,10,1,1,2,12
'180497B0100',18,8,21,11,12,4,10,24,10,21,6,0,4,19,5,11,1,0,4,1,16,3,0,1,3,1,16,1,0,1,7,0,1,1,12
'180497C0100',18,8,23,7,22,6,7,22,8,30,6,0,3,22,1,4,0,0,9,2,12,2,0,2,2,1,14,2,0,0,7,1,2,1,7
'180498B0100',18,8,40,18,32,15,16,24,11,32,5,0,14,32,6,7,0,0,8,0,26,11,2,4,9,2,16,3,0,0,9,4,3,3,15
'180499B0100',18,6,14,4,17,5,11,11,3,7,2,0,3,18,2,3,0,1,2,0,11,7,1,1,0,1,6,0,0,1,4,2,0,0,4
'180500B0100',18,6,26,5,19,2,12,25,6,21,2,0,1,22,6,3,0,0,4,1,12,1,1,2,3,0,14,0,0,1,2,1,1,2,6
'180501B0100',18,6,23,21,33,5,7,31,7,27,7,0,7,30,4,4,0,0,5,0,11,3,3,2,2,1,8,3,1,2,6,1,3,6,6
'180502B0100',18,6,24,8,24,2,3,18,7,15,6,0,3,21,1,1,0,0,9,0,17,4,1,2,2,0,9,1,0,2,4,0,1,2,6
'180502C0100',18,6,10,7,19,5,10,27,10,19,6,0,4,19,2,2,0,0,2,0,13,3,2,0,0,1,10,0,0,2,3,0,2,3,11
'180503B0100',18,1,29,10,27,8,14,30,6,29,8,1,7,30,7,5,0,0,5,1,13,8,4,2,4,2,7,1,0,0,2,1,1,7,8
'180503C0100',18,1,31,12,27,6,7,25,9,28,8,0,8,26,5,9,0,0,8,0,16,4,1,2,3,1,11,1,1,1,2,3,0,1,12
'180504B0100',18,1,18,5,23,4,10,26,8,22,6,0,1,15,2,4,0,0,7,0,12,3,2,1,5,1,6,1,0,0,5,3,3,3,5
'180504C0100',18,1,14,8,30,3,7,21,9,18,2,0,2,16,3,1,0,0,0,0,12,7,0,2,3,0,14,2,1,1,7,1,1,0,7
'180505B0100',18,6,26,8,32,5,7,23,9,18,6,0,2,24,3,7,0,0,5,2,10,5,0,4,4,1,14,1,0,1,4,0,2,3,9
'180505C0100',18,6,16,12,23,6,8,24,5,24,7,0,4,29,6,6,0,0,5,1,26,4,1,1,3,0,12,1,1,3,8,1,2,2,8
'180506B0100',18,6,16,13,17,8,7,26,6,22,5,0,3,22,11,4,0,0,2,1,18,7,0,3,3,0,9,1,0,0,2,2,0,2,7
'180507B0100',18,8,13,7,21,4,6,22,7,15,6,0,8,12,4,3,0,1,5,2,11,3,2,1,0,1,4,3,0,2,5,1,0,1,7
'180507C0100',18,8,25,8,25,4,8,15,5,8,5,0,6,15,4,4,0,0,6,0,13,2,1,0,2,1,10,1,0,1,4,3,0,0,4
'180508B0100',18,6,32,13,25,10,12,23,9,34,7,0,12,27,10,5,1,0,8,3,15,7,2,2,1,2,18,2,1,0,4,2,2,8,8
'180508C0100',18,6,24,13,32,8,12,38,11,22,7,0,4,37,6,8,0,0,7,2,27,2,2,3,6,2,16,5,0,0,11,1,1,5,6
'180509B0100',18,6,23,6,26,4,9,16,5,18,10,0,2,21,3,5,0,0,3,2,10,2,0,2,5,2,12,0,1,0,2,1,0,2,3
'180510B0100',18,6,20,6,20,3,9,13,7,13,5,0,4,20,7,4,0,0,7,1,14,3,0,1,1,0,6,1,0,0,11,1,3,3,8
'180511B0100',18,6,28,10,28,7,9,20,15,25,7,1,9,23,4,10,2,0,7,1,22,4,1,0,4,1,14,2,1,0,5,6,1,3,12
'180511C0100',18,6,34,8,28,10,8,22,9,16,8,0,2,26,5,6,0,0,7,2,12,6,1,3,1,2,9,4,1,1,8,3,1,1,11
'180512B0100',18,6,21,8,16,2,8,21,5,18,5,0,7,22,2,4,0,0,8,2,13,3,2,5,2,0,5,3,0,1,8,3,0,5,6
'180512C0100',18,6,24,15,22,5,11,17,9,11,2,0,6,29,3,5,0,0,6,0,15,4,0,3,0,3,9,1,1,2,3,1,1,2,5
'180513B0100',18,1,31,16,24,10,15,26,15,17,7,0,4,36,6,7,0,0,5,1,19,8,2,2,4,1,12,2,0,0,9,5,2,1,11
'180514B0100',18,6,10,4,11,2,4,5,14,12,4,0,1,21,6,1,1,0,4,4,3,6,1,0,0,1,2,0,3,0,3,1,0,1,5
'180515B0100',18,6,29,6,18,3,9,17,10,17,5,0,9,21,8,3,0,0,7,0,12,3,4,1,2,0,9,2,1,2,4,0,0,3,7
'180516B0100',18,8,37,7,26,11,12,30,12,30,7,0,12,36,8,1,1,0,8,4,14,5,3,2,3,1,13,2,0,0,6,2,2,4,8
'180517B0100',18,6,33,12,27,4,19,17,6,12,5,0,4,43,9,5,0,1,6,1,14,4,0,0,2,0,12,1,0,0,7,1,1,3,6
'180518B0100',18,6,10,6,7,1,8,7,2,5,0,0,1,11,5,1,0,0,1,0,8,1,1,0,2,0,3,1,1,0,0,2,0,0,4
'180519B0100',18,6,27,7,23,7,8,11,7,17,4,0,7,16,3,2,1,0,5,0,12,7,0,0,2,2,8,1,0,0,9,3,1,5,11
'180520B0100',18,6,32,12,34,12,17,27,11,25,4,0,6,38,10,3,0,0,5,0,29,8,0,2,2,1,8,3,1,1,12,4,2,4,9
'180521B0100',18,8,26,8,33,3,18,37,13,32,7,0,3,20,7,7,0,0,6,1,12,4,2,2,3,2,9,1,1,2,2,3,0,4,7
'180522B0100',18,1,33,11,40,6,14,38,13,37,7,1,8,34,12,9,0,0,10,2,29,6,1,0,3,1,21,3,0,2,5,3,4,5,11
'180523B0100',18,6,21,8,31,9,13,23,7,16,6,0,12,23,7,7,0,0,10,1,15,8,3,1,1,1,8,3,2,0,7,2,2,5,3
'180523C0100',18,6,25,11,16,9,6,20,10,18,5,1,9,29,4,4,1,0,3,2,20,3,1,1,1,2,12,0,1,3,6,3,0,3,7
'180524B0100',18,6,34,9,33,2,19,27,8,24,4,1,4,31,9,4,0,0,6,2,27,6,1,2,4,1,15,2,3,0,6,3,2,2,15
'180525B0100',18,1,15,8,22,6,6,15,3,18,1,0,4,16,5,1,2,0,3,1,16,3,1,4,1,0,11,1,0,1,4,1,1,3,9
'180526B0100',18,1,25,6,18,3,8,18,10,23,6,1,7,22,2,2,0,0,6,4,12,6,0,2,1,1,8,0,0,1,3,0,0,2,4
'180526C0100',18,1,25,5,15,4,14,21,3,16,8,0,6,21,9,4,0,0,1,0,17,4,0,5,2,0,7,3,0,1,4,3,0,4,2
'180527B0100',18,1,34,15,37,2,24,27,11,27,8,0,12,31,7,6,0,0,12,5,26,9,4,2,2,2,24,2,2,0,11,5,3,5,15
'180528B0100',18,6,18,12,26,10,18,33,6,11,7,0,6,18,5,9,0,0,7,1,19,8,0,3,5,0,5,4,0,0,5,3,1,2,4
'180528C0100',18,6,38,6,29,4,14,21,13,13,6,0,7,28,6,4,0,0,3,2,21,3,0,2,3,2,8,2,0,1,10,1,1,3,7
'180529B0100',18,1,17,19,19,5,9,24,5,23,9,2,7,26,4,0,0,0,3,0,18,4,0,2,0,2,12,2,0,0,3,1,0,2,3
'180530B0100',18,1,23,7,30,10,18,23,8,20,2,0,9,24,6,4,0,0,4,1,13,6,1,1,2,2,16,2,0,1,6,2,2,1,8
'180531B0100',18,6,25,10,15,4,9,16,4,26,5,0,7,34,3,4,0,0,1,3,15,4,1,1,2,0,8,1,0,0,9,2,0,2,5
'180531C0100',18,6,18,9,21,6,12,31,6,15,4,0,5,21,2,6,0,0,2,1,15,3,1,2,1,0,10,1,1,3,3,3,0,3,8
'180532B0100',18,8,33,11,25,8,10,27,13,25,7,0,7,24,10,5,0,0,5,4,16,3,1,0,6,0,11,2,0,0,4,0,1,3,6
'180532C0100',18,8,26,13,25,8,14,33,5,27,7,0,3,34,5,7,0,0,10,0,20,4,1,0,1,1,11,2,1,0,6,0,1,6,6
'180533B0100',18,6,6,2,4,2,6,2,2,1,1,0,1,5,2,0,0,0,4,0,2,1,0,0,0,0,1,0,0,0,3,1,1,1,1
'180534B0100',18,6,17,6,15,10,11,19,6,12,4,0,5,22,5,3,0,0,5,0,23,7,1,1,0,1,13,0,1,1,6,1,0,3,11
'180535B0100',18,6,19,15,24,6,9,19,13,15,8,0,6,28,1,2,0,0,7,0,19,4,2,1,2,0,9,1,1,0,8,1,0,3,6
'180536B0100',18,6,20,7,25,7,10,29,5,12,8,0,10,22,9,2,0,0,9,0,18,6,0,1,5,1,6,2,0,0,9,1,0,4,9
'180537B0100',18,6,31,14,30,7,13,39,8,29,2,0,12,18,8,8,0,0,11,2,20,4,5,3,5,2,13,3,0,1,11,1,2,6,12
'180538B0100',18,6,39,13,19,7,19,30,16,37,9,0,8,28,8,4,0,0,10,3,23,7,0,2,4,0,8,1,2,1,7,5,0,2,7
'180539B0100',18,6,33,21,36,9,15,28,13,21,10,1,7,29,5,6,0,0,8,4,23,4,1,6,2,3,22,1,0,1,12,3,0,3,12
'180540B0100',18,6,15,4,16,4,6,23,6,17,3,0,6,21,5,10,0,0,3,2,20,3,0,2,4,2,10,1,0,0,5,0,0,4,2
'180540C0100',18,6,25,8,25,3,10,17,4,23,4,1,8,19,2,2,0,0,1,2,14,2,0,1,0,0,6,1,0,0,1,2,0,0,4
'180541B0100',18,6,14,7,19,4,8,18,8,15,7,0,4,22,5,8,0,0,5,0,16,4,0,4,3,1,12,0,0,1,3,3,0,2,2
'180541C0100',18,6,13,6,23,5,12,20,5,15,3,0,9,16,5,6,1,0,3,2,13,3,1,4,1,2,10,2,1,1,4,0,2,4,5
'180542B0100',18,6,25,9,37,7,8,23,9,30,3,1,3,22,7,7,0,0,7,1,13,6,3,3,4,1,8,0,0,1,8,2,1,6,5
'180542C0100',18,6,29,16,24,5,13,26,15,21,7,0,11,20,8,6,0,1,2,2,14,5,1,3,1,1,8,3,1,3,5,5,1,5,8
'180543B0100',18,8,27,15,26,7,11,33,9,24,11,0,5,37,7,2,1,0,6,1,24,5,3,5,2,0,9,1,1,1,10,0,1,4,8
'180543C0100',18,8,33,10,27,6,13,25,14,23,7,0,5,35,6,9,0,0,5,3,23,2,3,4,2,2,14,5,3,2,11,1,2,4,5
'180544B0100',18,6,19,9,19,5,12,18,2,20,6,0,6,25,4,2,0,0,10,3,24,3,0,2,2,1,8,0,0,3,5,3,1,2,6
